V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
27.656313058114968,32.20532437780092,27.217990863788238,24.49955686267976,20.0223185326169,20.50893775849405,20.85703213724325,12.232880983348087,2.73485602067328,0,0,8.12372854918049,11.971185226581483,4.073801381952784,0.3824298322326819,0.14237983499209506,0,0,0,0,0
24.916339914555806,27.274858627448918,22.401571190903535,19.15079016209187,14.086176826987984,14.925583488306716,21.83254010533421,20.416215228650703,6.258952538538771,3.167833753006967,1.663201368199321,0.043061199696989245,9.209234295765416,11.793587916291912,7.979173787287126,2.2425839157382623,0,0,0,0.6962857628878978,1.4932925758046691
23.781604412912507,20.299391133566896,23.22625635878598,16.67501786901945,9.081405383927349,10.065346824846735,17.21395440150217,17.12905300255065,5.5010437396094805,0.1271588780412207,0.04079451775525882,0,7.556669589678867,4.227928300888564,0,0,0,0,0,5.248605820901002,10.394364668476246
27.35133114569662,19.54469707465482,15.421209042565156,10.55686024779622,9.687817115937749,9.731906885409247,15.30535220307531,18.273289169894632,6.825009815632465,0,0,0,0.05158161845927048,0,0,0,0,0,0,5.319491497806589,11.840399888320423
27.139609325083395,18.4924803128757,14.01186814077619,11.657443753342015,10.6781248607274,9.97899122429844,13.704344039424763,8.452694709783916,1.1760308244414543,0,7.563121925200568,11.75299144779852,4.457488018999875,0,0,0.3808667785364663,0.7178264457916349,0.3215644155688542,0,0,4.021992450484257
26.915045116530678,23.677444993301645,19.029117168475725,14.31103926435297,10.717560646063058,9.108533381567296,14.106288121531254,19.385745951504642,8.888645014494784,1.6535986416125175,5.901998581529318,9.158930748914752,4.274017722674944,0.029851988896446042,0.020159785570975298,5.90238802409114,9.171811527969638,3.557563614229557,0,0,0
34.311421575438395,29.37453166106227,22.820882873413137,18.593827987028202,14.766433490415896,11.48437969847222,15.892533706178131,20.941855426115918,9.422995715315922,0.06477214287863135,0.12558643997740598,4.982685902750674,4.54552692616375,0.9969399277811533,0.7146394988162953,8.467603052687343,12.419473712824995,4.685531950846597,0,0,0
33.651446371143585,33.39693857862396,32.30228973506406,24.14698918732287,16.79964378752875,16.445363363639203,19.794649096600118,20.88430459164633,8.965356076648288,0,0,0.020667438677747205,1.0456954627985056,1.0727488806084204,6.018701530567549,11.361330001838965,7.9290355768303,2.1247823415765104,0,0.07055813350129704,1.3449930878879437
32.94789087044508,33.23377275298744,34.39195335163966,31.465810380768445,24.7615667387299,19.220892521943288,17.24127620518158,12.131484974255509,4.227724047395744,0,0,0,0,4.924325232597508,9.52320838043466,8.40188398753261,3.619750928198628,0,0.059092905354008386,1.3178910275700417,10.021183812785448
30.515356414531247,31.41071097079564,30.671350122443314,32.091286740709855,30.390913557767238,31.50517485672127,27.60147220930393,23.95191014925614,15.15186864548867,1.4782819929307711,0,0,0.08889326298241378,0,0,0,0,0,1.0517237168998537,7.867454990018878,18.827119464127513
23.49362058627068,24.40875099522632,26.499846604586622,27.776356101096788,24.171372309647282,25.13586973624613,20.07734726354902,19.604231965666024,29.807718907605082,27.500729636951547,23.76340578039619,16.67918563160783,6.949148644841486,0.19683289758235803,0.36209475931292207,0.5785030371581219,1.0232260731264256,1.7678075180609736,6.968136835443076,17.884686816007676,24.281697024242426
20.30263933101963,22.06986599426945,22.318908451145845,21.775427824660863,22.945603409600594,24.398508541705702,24.112953525647136,24.43745160632191,28.35864116348219,31.334035179978976,32.27704478838101,21.886705920081138,6.804822908990259,6.515645883269034,8.038747108794473,9.695546516657435,13.183623173358397,18.016771007525854,21.609673511999056,21.20491152967904,23.30569895748366
24.58484622866852,22.570685861707357,21.472648989882526,25.113562024325862,31.46916067155518,28.19013398519695,20.026173129233207,20.209716825293008,23.39173184737181,27.4262139233087,28.65709297278711,25.035313998645186,16.926100056775095,12.6882378992299,17.878982461289926,23.16394396208779,22.937862877621164,22.478472563097572,25.428260380997287,26.542088930399395,26.101991513348835
25.308639393905146,24.118584505147712,25.10534460214814,28.533132682883235,31.37110899889411,27.3753783920388,24.889886300789584,28.70636540537078,27.33855140296245,27.981472563395542,31.925530050028634,28.987717413544875,27.482551789578636,26.032295243588095,27.98465288982758,28.03792291651554,25.832697046192177,25.20270128460885,27.043300915316024,29.108401361245154,25.4431967967127
22.12833091744197,23.048520075207797,25.242372041730953,28.578358278491763,32.69726300580214,32.35434444521994,26.371372519063584,26.857334022868606,29.02480156462898,24.60623886158726,21.833807730502908,25.560324830885868,33.33662986384506,33.305698315266866,31.75608858702818,31.49254031878155,32.62077675369812,32.274543362703156,29.950695878789148,29.76875581890248,26.424356284826686
28.10274906720649,30.72786674709053,32.81967084265875,32.35483664232388,32.97471126461312,31.73094014272352,28.128916070962184,28.295393524260177,28.86986040220721,25.6731052830698,27.24262263433198,27.635676446855815,30.193588942315927,35.088685301616685,34.24492571547232,33.1976145850539,31.004030777399286,30.211054845892946,26.55198326459834,28.94118827101731,30.71244189428353
