V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
23.055861085126175,26.542077534218414,21.86398853643952,14.042758987097958,16.96191551821819,22.340894343202223,20.504456661751863,17.938272989051544,17.040380042708026,17.390193455516524,18.01305108809133,18.15436189091943,19.286981103133378,17.257581952903774,15.186992491147834,16.456242281021126,17.727236162254588,18.476613096552775,17.14964973233349
27.032442982213933,27.566645000535683,25.33402765152087,22.236972876749732,11.691224662566563,3.161341044048762,3.5453048825863873,4.072587573525046,3.6379253949868002,3.8201415470005027,8.255141069794314,15.344542567978063,20.17637922048406,19.94179991535516,15.793964908065092,13.906486322016708,15.009607197951885,16.75888650997956,17.97158659818577
16.92999614061146,30.986060535897103,30.69170497767256,24.65724583204343,11.664154307952105,3.82441321346487,3.925241893073129,4.218841933991637,3.9944921048276756,3.5350805893356805,4.441755775579496,8.917421951158857,16.729462925598288,22.151755594906,21.46634005702048,16.629763700732607,15.753522932041976,16.320382341886123,17.751622721601173
16.469559140413093,35.03254605289028,35.57656835588591,21.87796916004927,7.769604188746791,2.531394817570922,3.107533472549338,2.9104797612186344,3.4511118383778583,3.999999999999999,4.370707218893256,10.97277970450356,18.041306865737035,19.01015480758423,20.270351692032474,16.59502248370776,14.70588261728044,16.295777693524244,17.685667560879452
20.852252905037716,30.958508810068615,28.922544869065035,23.685244531311966,12.263653595915816,3.0305644866728256,1.0244602487148526,2.2895159037018207,3.2859288287127137,3.834822274246739,3.8355509495453837,10.052524596147759,17.63626350051353,18.173755088604672,17.59216585292507,15.000000000000002,16.185065783497322,18.666590483930676,19.348177662071564
34.2595047645626,28.60071326935678,26.3376036174863,23.75208132601729,22.847790083395477,15.799991724070656,3.1706361706404023,1.7029136367429527,2.7888654739751013,3.184754926357881,3.0740002977852683,9.61419142747414,17.61898840008295,17.194596196414576,16.286441721061887,15.394945362510764,16.051568421132103,18.200559511791546,20.958970903498262
33.47405716982637,30.356989577404462,26.902393348918462,25.92081881709623,20.59404881390921,17.955766516410165,11.04193291046098,2.9297083861275057,4.28288274993985,4.008569951789356,3.444651975364069,9.576219765699129,15.722108092518155,15.50740255713746,16.83398301477674,17.257775300637135,17.273586746983877,20.228309492942486,24.614853849624502
26.561846287410837,25.97761504873881,21.572605053151527,22.379759668260505,19.902092221252758,17.78650906297119,10.361991706801055,2.9710964313978674,3.6425370844485307,3.627616449889156,3.6165641847980927,8.871767884843205,15.481387247706486,15.818529958880193,15.518867481218338,16.56578020865446,18.872175258826246,22.032868430489046,23.910109245017228
25.363499561614816,21.231098147649103,19.42338440248522,19.750072515893642,16.56482233930401,14.259807414250634,8.519325665480016,2.7843422848359984,5.054481160774598,6.604551897753258,7.391858331312536,10.209230304528457,13.809727555788754,12.550334586660561,12.632038924641527,15.982643554346602,22.8959919649566,27.110973013260473,22.9146319963551
14.446930208494845,12.97167282302319,14.522195206971444,10.380404980099158,4.612408272267812,4.095335357825239,4.1990216285913595,4.372127698440341,8.88089089887514,19.156263925280356,21.503843499206628,16.909241236268258,16.186211051641894,14.130993362835504,8.901573608693136,9.333671494162498,17.06441136236812,18.02469200203698,15.703568632562714
