V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23
41.91004242635693,54.51312277803777,62.467608747546066,55.2043079818894,42.08673837532139,38.13996432829749,41.270459944819734,42.34479352674207,41.24861125803199,22.82320313242491,4.133124489689498,1.232890834993552,8.736246248471934,18.36609770914977,18.851260926934767,17.38065494598522,26.30773695135848,29.86643749421245,19.87811014964902,5.8144434370081575,0,0,0
58.45585916677424,64.33275821552759,59.398920764723776,48.709988062478715,40.14207618591579,38.63727617920467,39.56561845255927,32.21283374642464,13.496813268612849,2.446783614617044,2.012941266655757,7.363095857509427,20.669511304466184,34.58755404084421,32.482393040399806,28.5750255395992,38.32851416054305,45.143514879897396,31.09723510546904,8.731431106115275,0.9055653397054493,1.7835521396916156,3.1415466189422747
67.23831072393925,66.88106527650125,62.477548629454745,55.53422399299897,45.53515192565582,39.23250201419616,35.64742581979017,25.671066079668645,9.466074642249426,2,12.220608814426292,36.80169550221122,46.80886193537525,41.11127555175882,38.163706098350005,39.87766512385972,42.07315017067569,41.53004520613378,28.671631269024527,10.089445560550562,8.028032220238277,12.13134128838911,18.21528094056653
59.29365937576946,54.32104325386724,61.48144419385724,57.05925275700936,46.89488312768107,39.724123196199756,30.70235097914996,23.48185447636046,21.118516158828132,22.54206932425769,31.694996607874717,48.77498401447933,49.093276507761004,36.85920477570259,33.08665559116192,36.18186672035175,42.55737044473318,42.158475489825406,26.899213164554897,19.845800228812806,20.724217418062075,18.80549545358754,21.582991508497265
60.938362148995175,63.115606867949175,58.39684707988954,50.41881217185812,50.597623945662875,45.98012621752065,32.386782469300826,23.039279874811204,24.84507625657066,29.84366007666844,34.9460037558771,43.42842388785483,43.89102732268431,38.059895835658274,34.465621487953435,37.537568201906026,40.86880876258704,39.9566900345167,36.681801912862596,27.999004409409164,22.061542095821196,22.11775347276675,20.72402428607014
55.43145300134759,60.68856543540895,55.67111695468263,53.70861995380565,62.95398455307584,62.33888828707418,48.73125228039624,36.44252841000567,36.80200444475236,38.939105665403154,35.99053401594032,37.473452283447394,38.85218647189316,39.15112252998165,41.57881323073069,37.99081491049017,33.7923170930475,35.069365855039386,33.92734683738705,29.584316581224655,23.827855054588646,21.222156008182466,19.102966903227774
44.70769667562395,37.31110083474936,34.761900489560105,49.74165444289639,65.72712686584568,66.33066291545524,62.375697528112454,54.91517597864697,47.4099998964988,42.11908774998873,39.96758891405716,43.63971486551101,52.52880417706973,45.18872413314248,28.069153881209694,26.711494742546503,32.76853946734403,36.388621397114534,35.3280607762276,42.90877523763855,49.977600500121255,41.3234193916303,29.349452381409115
32.652111616578765,29.509154736085154,43.652000425605955,59.487789108815285,68.02887417655693,64.46711748920609,62.50009230596158,57.31927903486951,47.8483568524967,45.776544567338355,46.939584551607815,46.17163075640895,52.205199896569006,53.529492279668716,36.66039815910487,31.040203999331425,38.2487792505959,46.82135758824715,52.18982262618953,54.995779411422305,54.388954495153186,40.526352875541235,29.780565240082815
29.23340842060285,29.751596319653217,41.03616489862301,45.0901515760881,55.26551202153016,63.07082131263273,62.836159794953176,64.93866394670428,58.078266864827185,54.24352375678648,57.899251449452535,51.50739731275499,47.046691266655444,56.624232718004656,49.91856521170053,44.07319218163323,59.19016657944547,61.29934663625366,58.33153557747798,48.901127481568665,38.31539266344276,28.833971644448038,24.499133359124805
39.062611347405955,39.65016734160745,42.12406630353931,42.30731657598068,48.53300132354461,58.99564023142361,60.13515658741169,66.42957701293923,68.49266228581664,64.13566109484287,62.63362490851924,59,54.06515467033259,50.57612196800025,56.65534504899541,61.84425695439249,69.29060924978715,64.90297203270987,58.019684597866686,45.737991216302134,38.779575282541316,37.70542185807149,29.510559606791354
