V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
4.850630210358243,11.358038794115803,16.150398987818257,14.549055275626834,17.128922869455337,20.814235453200844,17.172613135756052,10.767951918728077,8.502509354001699,8.98400889876768,5.2853762791610785,3.062035784497429,3.4491536911002956,2.9749868160504267,2.957981684508507,2.9378793313658065,3.493924120740414,4,3.5064274698976465,1.4701731928780761,0.01938636708402231,0,0,0,0.06022932833363893,0.12237903013581727,0.19897231441641253,0.13122369411981769
10.556340665777629,12,20.439606113077176,19.13082877444912,11.869735575638352,11.835175076328332,10.806256501190243,7.238059262506924,4.989767497833432,5.001671723698223,5.538871159174913,4.373364517738801,3.538200948651939,3.985167924856217,5.037517509813707,4.35373891715546,1.4449140079064149,0.12479006332664402,2.195122739190783,1.8342312820729907,0,0,1.5251704382293527,2.8335412360516052,3.8284960466734375,4.682433392470031,2.1691937835747326,0
8.535458812971452,11.606791604418415,12.728273063760923,11.50900975464615,6.021986925992866,2.952037710012963,2.964557809421641,1.3408787392701529,3.2840932481125016,5.999345846468145,7.635787964450655,5.698189366175664,6.252019485560467,8.914213080155019,6.774282828493057,4.983747511715631,3.831705147276139,2.8994332169552077,2.443846362149662,0.9464881730065299,0,0,0.08788901934379513,0.17343048988201953,0.25275948582698043,0.32918476843470423,0.15943521453142973,0
0.10397090632002437,0.0913215369841035,0.1962929839911017,0.2793851165210711,0.14994378488530394,0.054644615795508486,0.06977178453612058,0.05323355247811679,0.016236384322330766,0.01787913850762786,3.376237198106865,4.34326157312605,3.5996771521870046,4.097412592322166,1.8931677662469368,0.13840984383196847,1.1992574393875328,2.035846831882631,4.681108617281736,3.0207445718895416,0,0,0,0,0,0,0,0
2.967669856025161,2.971886167241103,7.4772657642634375,12.575080362824739,8.338673492377236,4.102015470536935,7.407312017305826,9.987524610050455,13.954638495811817,16.90980845567956,8.453848243083234,4.82364712285076,4.716070111560062,3.021807478637361,2.4169109565328446,3.5832855735001194,4.8680146349915425,4.8854863146735585,5.532131632656702,2.640662548159501,0,0,0,0,0,0,0,0
1.9399930128160894,1.948425344817894,4.2211438466581015,5.9459606145674755,9.9856221357368309,12.936936125137422,7.215449405143744,5.882033718094686,9.743764089461479,11.04578443481979,7.556725248098973,3.866096623920088,4.160489961312306,4.951735471067412,6.600576434385784,5.086489389436282,4.7297935081933575,5.9595045493136825,7.074786283962462,8.82432023398802,4.057685748800767,0,0,0,0,0,0,4.184255664520143
0.06674378387601951,0.04692199362035511,0.01587774931977405,2.9009598893285906,5.54340237313691,5.973266511765354,4.23620486437039,4.174211136890112,9.10058167840717,11.990044081030758,10.207855248553486,6.612214123833175,3.8401899857295434,3.0529137519311127,4.244613873228592,4.44078795718299,4.02890591365763,4.085638997258931,6.918207849473188,6.803256890202403,2.2131890729852945,0,0,0,0,0,0,1.9730091514263792
2.3822796968591176,1.9577303191388085,0.8231038414457834,0.6041762311566922,1.582303269182793,1.991284412937828,1.9998500644411297,2.008711039651446,3.2370612669112444,4.098247395433669,10.522385466507247,11.343182291009857,7.1382536910598375,5.913656060616043,9.37384657973822,8.302655515293614,8.184342131649549,9.729139766456395,4.23983454008547,0.35380914718060075,0.11774145958055113,0,0,0,0,0,0,0.15028224697728884
1.5869121965522577,0.018808858445144964,1.7968595403284702,1.171363314707632,0,0,1.2099326673122677,2,2.0126187806831912,2.029211511119008,4.525960106789801,5.535097407577543,4.474020408077923,4.062211151935813,4.776755231524844,4.557015954036384,4.764573047346251,5.237335357776995,6.65302506875987,3.034070827341728,0,0,0,0,0,0,1.6364468393376312,1.1085769619416548
2.2175238633532715,1.0329661017362999,0.3944651040919199,0.004964044066038004,0.008663364338158033,0,0.005475676955431146,0.6246622368893009,5.8480308188912105,8.881487113779912,8.904039945020388,6.527151814848329,3.204590341245628,2.0668593289133392,1.5113317570125047,2.8921856094360434,2.8663165435319953,2.1493717896360405,2.2597616638108002,3.2102328745880144,1.4755348313386276,0,0,0,0,0,0.1560114708675629,0.10714315580861017
