V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
8.460256646679596,7.926646411244964,7.4283159509028405,7.161753941626943,6.900710594322503,7.63085458326171,7.581314288857401,7.524867595124994,6.139035947917836,2.2509837497426166,0.4966816521870207,2.0078627205125748,5.344956960325668,6.278289300657432,7.646835236307545,5.651365108323751,5.606672950813078,4.041397182361975,0.842333762646113,1.196902790612,2.0110406539099612,1.7273107116112367,1.1496520718741636,1.1211298858495686,1.092583682682651,1.0640134624378708,0.7281198430009056,0,0,0,0,0,0,0,0
6.6175617993167855,7.817604619681125,6.727011678521018,6.2522614132647485,4.987949843832133,4.642817237921723,5.550223170769886,7.942288315443863,6.263576054042444,1.6850838882138164,0.998658110151609,1.858208861119023,4.072636057548624,4.441752850483404,4.6885661076837986,3.1747520365321806,2.86480141250378,1.8878695750971826,1.1496820492361963,0.8507585641332506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0877756543671815,7.893608430426644,4.159313798594476,4.1047360866397495,4.080659944788351,4.345220619449003,4.6169982658542805,5.262751349632769,4.77002299346644,2.8923201732903925,1.0093201338113453,1.9841179620381089,4.717091986709103,3.4354947437301018,1.5082966476988435,0,0.6737516592885694,2.3374348499680604,0.8583017970836085,0.6365778417940465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.80693459274137,6.013784940463699,3.4163569315321447,3.8426019692824482,5.558614693707263,6.444419662942993,6.1489488237004695,5.16851358024341,4.859840004231634,2.716120570519158,0,0.43571947840671643,1.9681305272531515,1.9999999999999998,1.682917243423162,0.5384824246524518,0.9140538556436225,2.097879011965279,1.7005720476346826,2.8243114229501955,7.029767879464323,5.647743189333771,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4251873478366237,3.4290533190939425,3.5876290670116955,3.999188954142875,5.706787834333728,5.6787021297817954,6.487771176765335,10,9.123945620673428,4.402623551311335,0,0,0.18476314899355406,0.96876799156734,0.8619042897048658,0.4655081041279267,0.3723869594476246,0.850771967076208,4.688597303656068,5.723066344483573,10.25453488368777,8.39625199418992,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6102819724063944,0.9349807517484544,2.5916148949359226,2.8854333304312374,4.567379412751758,5.309337263681143,5.587842601748989,6.813649865940833,6.266298315322249,3.472714073049462,2.416867958850143,2.0751789564554697,0.47260458945266026,3.0697580788960455,2.80332797527045,1.061003075909653,1.162584263350946,1.8088442174425883,2.6467538552944117,3.2118042835321208,6.68868163264044,5.66328787260942,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16583014988850134,1.1912011044380941,1.6898676752392014,5.098075669978543,5.702622830825181,5.437545663207056,3.843135401269395,3.2495401743652863,2.344737074772428,5.479385152861478,4.788617066163331,0.7596702552716641,6,5.759107592592556,4.106045403574195,3.805949586091067,1.5963040891246876,3.329298707664596,3.2412809664608466,2.1308117539353204,1.8375148121612046,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1452448054160744,1.0475602457204451,0,0.4827508257144294,4.564032035074379,4.428472528899745,4.584853341791912,5.838456846398655,5.369809393080998,5.180093322349268,3.14761869157636,2.79021063184553,0.7211856158926011,7.510942630448998,7.297012543543847,4.954957330623518,4.479673796454269,0.25169518418611303,2.6946477039827403,2.401693777137476,0.3026862567095081,3.4760087828411717,3.227175809921265,0,0,0,0,0,0,0,0,0,0,0,0
1.8667090655424925,1.8163172283267845,1.5857145803801327,1.7102600150991316,2.951955848970221,5.42448617209912,5.546883322741747,7,7.000000000000001,6.579763372395112,0.9428175747518578,0.8970547926219946,0.5305066461368153,8.000683203523069,7.59580579298356,1.9258740425297958,1.7707775234384935,0,0,0,0.15132836123598223,2.5479429332984975,2.384079609056372,0.5943439897755739,0.5712174030919296,0,0,0,0,0,0,0,0,0,0
0,0.11652879561837093,2.4302260012596957,2.311776655516444,0.7188497436698624,3.477000084190531,3.6076569108098164,7.878488652582947,7.897257002549599,7.738842917264777,3.402262582310847,3.303713798771832,0.12919550373581098,3.5303140333514946,3.3469789090264825,0,0.06664745540356343,2.0681392022071807,0,0.031703212439083195,1.0926413814855227,0,0.04045408766097873,1.5903515032529392,1.5622412887250854,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.10823167514910967,9.000000000000004,9.000000000000002,8.948438168657427,3.1462675801181255,3.0876361807574746,0.021989139857282906,3.933444961679,4.005305681196882,3.063313867721505,3.119001238692301,2.410639922948013,0.0015445130818921998,0,0.8818085626187632,0.003313978189960703,0,0.8223558344746459,0.8082578804894203,0.006377539722850243,0,0,0,0,0,0,0,0,0
0.01469366773609044,0,0,0,0,0,0,7.558828465334216,7.678036336600185,7.649861892286857,0.6988972550810792,0.5311469934531559,0.012794809196116367,7.795153136534829,8,8.025522849295786,3.052835966476991,0.5455724192011182,0.014428986306049177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.1147039020547616,3.3432766232161484,6.27919606443827,3.5338046542610697,3.3236461782622255,0.17163309775680355,0,0,3.899678523263284,4.054922640278177,4.9164904981892565,0.28878516219285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
