V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
0,0,0,0.38904022703541385,3.1428681117399035,0,0.3615050397317818,3.334675820696551,2.9283927444756856,0.08367616605605532,1.0310493738670479,3.0835598680926255,2.7120490433798268,0,0.364608385601076,3.3441815594591877,1.6155576568977756,1.5513461162863174,0.595999731934603,0,0,0,0,0,0,0
0,0,0,0.01581783237635026,0.21604152428485326,0,0.06750973826963386,0.9843445790859242,0.9982110088440037,0.028792458934563194,0.4530543910651088,0.8418097710568324,0,0.10966937404158182,1.5288903985341191,0.20795525461794748,3,2.9054190669495377,1.5720070270405362,0,0,0,0,0,0,0
0,0,0,0.0854990725777314,1.7091508913202327,0.527793374756191,1.0020525643971046,6.808920025138675,6.593604788856885,0.27091285708794877,2.0934264336412287,4.095660921994667,1.201370126825896,1.4793967210840713,6.035744394665138,0.3588636146415558,2.090333762752287,2.129088533771731,4.173077998985447,0.0374424525797164,1.0606193007427713,0,0,0,0,0
0,0,0,0.006559862935264234,0.5220785355231927,5.0428140375691735,6.378363838508701,12.116575392111512,12.133906068129106,5.557994160556469,3.860451903355254,3.89827041789786,4.762001903348792,4.762655516266647,6.4372481361491,3.8373629305618984,2.1002000967188232,1.2797958259601707,3.317603084650212,0.7058924743822078,2.6311988377273927,1.5192855776839496,1.5814969399829697,1.2342991029101391,1.282592653581952,2.2149288053216734
0,0,0,0.2799592631512631,3.8386254917572544,11.257029370206089,14.235566516293634,15.619308032230869,15.406240262858413,22.043389632773266,9.804720113447937,0.1869773693594268,3.9178403531368344,4,5.761731558049861,10.05285471560336,6.781796754459544,4.065597308853195,4,6.095668333316191,3.8765231428123212,3.996906345158118,4,4.618070205056404,1.8140376341259927,2.7616983609933063
0.26133389890697256,0.3079616620315376,1.1172566721911392,3.01701006615765,3.1079797232139543,6.350950844708872,15.555807336538022,3.614444967922194,3,8.417486523286417,4.995609060984309,1.072626410242054,3.17849102205453,3.2524923963263186,10.005055075472097,6.010575318073334,5.139011968206842,4.058693377139267,4,13.75637706263501,6.40742635799828,4.816118331486546,3.3104445531943023,4.858928516705316,0.2969967783058229,0
5.486432055981975,5.064449270613959,13.848001034401461,4.864057205785602,4.10570867152651,3.0854992069214564,13.354311986091453,3.857563457512116,3,3.1694316309191914,6.696076997911226,5.028929456012914,1.1091469034623551,0.7531066964624537,14.197779249763318,1.2926011005424176,4.089970750522944,4.047212098628016,4,9.364079423062991,3.196218166332677,3.9899652567180146,1.477523322311911,1.1908229363119043,1.6337392719789945,2.140817875959099
3.809449914195926,5.032953269958772,8.662318592642558,5.508437923264298,5.103437809918569,3.7581732582427043,4.1547463025316285,3.817345755358529,3.2386916689569576,3.9099251106714146,4.164373000981031,9.099151349624636,2.3253948423270785,1.4677055763967173,8.538382199121784,1.8078687685309802,7.948533362346769,4.846182859929229,4.323354164704443,0.513587339215513,1.8756386311092015,0.820730426642173,1.0935088958165418,1.2069222355767595,2.19601315842767,4.28208123687185
8.333226129544071,7.423294891086108,9.493384260349814,7.11087306391336,6.809337107063769,7.450564966622695,10.574813183371418,7.774180381766103,3.881254156179497,3.281956037411256,8.349313591229361,14.309795353970419,6.914153480319353,5.515315842365116,5.070119892513617,3.057628685009268,12.255724114153729,5.033472151709544,3.3946202749537853,0.7811550370026759,4.553425183499052,1.7324768245661288,3.0456916205822346,3.4000264822827604,0.5240011105148614,1.9226554229162223
0.005953266838097757,7.128577639849519,7.895397216765247,12.128299702233454,12.813240117049375,5.734175092044079,5.763033331416488,4.50622709538027,0.7317206482228669,0,7.319898266421509,9.884510434721815,4.854745182464479,3.363708115440673,3.8461191900730194,1.8905408099943384,13.274567264105205,4.762573327258039,2.550383325096516,1.5760453660134202,3.233927180946141,3.4147771798534317,4.19940109177428,4.397745743108407,0.8133088908038613,0.69977407483172
0.18748564725357544,0,3.758023117664815,2.5104808179629456,2,5.737756720869435,11.420255680809039,10.969579606816954,2.751937737661938,0.8748241994074832,3.3820782840574246,3.6966723438973235,2.7829999610520986,1.879999167796249,1.7605599241881502,0.3745722772636592,1.6986607277208485,7.242477780577077,8.633040153137374,4.453465862689049,3.083010750691373,3.2144214512972455,3.1313598042781656,3.0226740282349134,0.6333011182354656,0.8982645098775233
0,0,0,1.7280373465611243,2.283068792437298,3.5327610757536885,8.107908524565616,7.972325284170608,5.8271467845222915,5.345384099432601,5.04343967504695,6.239231801567033,3.00365417846682,3.693970135337157,4.251244488333953,1.4221131543052923,0.780659422572893,6.455949739515651,9.069076830481844,7.557567728066017,6.336425469999387,3.3086951000205733,0.5805772791959568,0,0.6167596800125332,0.20979214515376515
