V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
3.368937491641361,2.901379661006905,0,0,0.14415264501682726,4.816439903763148,4.866260376000443,5.126189883683733,4.032398111524915,4.037355022105275,4.943217831888733,2.9730912832225096,3.0851254256036884,8.390396370831425,1.9999999999999998,2.0021577661661354,2.1304839283467527,2.4358911381781208,2.4653811833048174,0.927868095481284,1.2043785458640068,1.2308210312551588,1.7204186259418317,1.0535397400265205,1.1286184421028869,0.9045320152470997,0.6446324257282515,0.6901169205495954,1.2915971004633262,2.8564828634309505,2.7817408246218975,0.575932479131018
3.923448751228921,2.2827180131944274,0,0,0.22424310027046665,2.7367914587875335,3.222485160686639,7.76479260793555,5.056712710538263,4.856776577587621,2.7884740696862846,0.092845092608779,0.5381592109579757,5.104116153136573,2.9098220225394584,2.82448524048141,1.9366318679544057,1.149332483887962,1.204028024579649,1.522043912297914,0.20841188287639478,0.3335190589397115,1.7355465924998326,1.465167652279959,1.4258648398396216,1.6108646802032403,4.7155825062894055,4.4571409418454015,2.8371475688523207,5.844401711759529,5.676586700565005,3.7503536567913436
0.5226692973310076,0.28027248584965025,0,0,0,0,1.0489696715565024,7.700958191584931,6.951370392521074,6.331964039504434,2.0092118421184417,1.9300243859372426,1.803332272531798,1.5173203657154588,2.9999999999999996,2.6478353143997264,0.5782231278567745,2.6932645654423353,2.572616888147095,2.2511246932258584,3.9377749222748974,3.522655593694799,1.34199377960187,2,1.8316761167966846,0.8045115807170462,2.3126200681810616,2.4384027913339326,3.337539486551258,10.664642344504653,9.63055529942651,2.682952349385755
2.6612758979421827,1.6740024612861775,0.22455357171934703,0,0,0,0.7219686536926568,4.0527795762646726,4.898632715426721,5.3696023206897445,6.358953855938812,3.921945909518609,3.5267704059691583,3.461708905877339,10.213980428144898,9.674177547540467,7.061329180171649,3.842597253771224,4.521827920354388,7.1594106397374535,5,4.167890859763345,0.3002625670141205,0.5509560776805644,0.48882517973728806,0,0,0.5564145807938445,4.048839593212653,8.146023346956815,7.215551617391451,2.4575938170443608
2.4373709210124623,2.154887278641844,1.6754458928342026,0.20217570253964368,0.09541365809186468,0.05719706442160092,0.2695636784759026,0.8392147088015536,0.052601314626536014,0.2581081970359358,2.055198194736482,4.956933921161739,6.459691340464154,8.755351349419225,1.1251831164358066,2.7213144437833643,7.318277733404923,7.354249716929952,7.295487555916679,7.951639471767844,9.676935992621948,8.938992758761549,5.821678755423096,2.8819653400034624,2.172722967624244,0.30517318282582306,1.3231368770371599,1.7445050726935367,4.011599708189638,6.205441286430916,5.4722129246576126,3.4762758698398164
4.447395068380266,3.150841411206591,2.8309528840241325,1.9783875711490602,1.5482194317734292,1.0898387135997623,1.0491406459890755,3.0319734935948266,3.3097814975920565,5.135011101955456,7.840507296429895,6.194952579581529,4.230527496286324,8.959478694663156,6.756188679956949,3.498211125829637,3.6247499781174235,4.06520805795788,4.456669451081344,3.376241657795542,2.469975063307054,2.7615207780083844,3.566154678090928,4.716460913095652,3.97204631447355,2.2104198467856366,2.657540111706489,2.73753291706963,3.418551651590807,4.605222364528255,4.225376643655739,3.0000000000000004
4.548106379223427,4.293591497382134,3.9002650424117236,4.5114574524350655,6.912673642659778,5.857113709006976,3.8711954809787814,3.8882717699447964,4.656688562983781,4.965588854614432,3.15693575096865,3.803607762219551,4.319654051859439,3.5437875910844343,3.473823341948067,2.7897719846275932,2.149800286867082,2.788720679542409,4.209638111696637,4.371492505582496,3.0813061793625276,1.5864721982815728,2.0891679557034264,3.099374038678806,4.099261759643894,5.019429641618109,4.960535967100318,4.693647911415455,3.2237227697779307,1.603902795761324,2.611914863788509,2.6398810690914334
4.383112273299688,5.714499417780807,5.296832283966275,5.138799049292416,5.833433971591338,4.256638071000397,1.1417526387143135,0,0,2.830620527708568,6.858294910388363,4.192223470643419,0.31518919058606887,0.2840048428123018,2.4403032336918518,5.885674157311851,6.230824005929146,5.29741000028771,4.390504121172317,5,4.43086722662078,3.4954402821875865,3.456112479438265,3.25619691055416,3.8881981125561307,5.3308854026747285,5.5987702527522405,4.898477181913899,2.4283824878379416,1.491701226961089,2.162198539141556,2.1102510073945266
4.428043903996705,3.5838848847208924,3.433852606717097,3.409131454305137,3.920760124112103,2.1372240029163745,0.10858309034516017,0.11909879731368143,4.504751434441526e-4,0.06252156329751928,0.2762563298519527,3.62333790623746,7.36826559062578,7.210359262825298,8.555688912633986,10.756149507876598,11.210650468321369,6.485329947432674,3.0138621825287766,5.783040368070438,6.333092433321788,6.647111181663867,6.172077194869456,5.674658766692713,3.532988491299039,1.6745690753081535,3.0508998543644497,3.8266535895340557,2.606221728596235,2.3331145417845587,2.488879591363625,3.094864726411082
1.0051517599833022,1.1346599906700328,6.183194318724502,6.8172780159175215,2.7744091727627787,1.4702148228647114,3.076410717712823,5.968382044670754,6.482036510544516,4.360067164863797,1.9129921941139203,4.964892199829558,9.846843676460605,11.5890332047069,10.814454687503758,9.784213656338029,9.485713228187816,8.051776206890024,5.402083512178619,4.441984068104476,4.343790077264774,4.173170000120476,4.120018288819465,3.018511051489923,1.977757522988375,1.9831739301574731,1.9982359194442498,2.2532842380195612,2.3978043866642107,2.4975441278202837,3.2585950308191824,4
