V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33
35.078345592309255,35.72296086947151,42.94224708557991,70.58533423074086,66.23785213543735,50.68338122197223,41.73591982664226,38.51772055363134,28.388719831541586,40.732485008501506,78.11893257355906,74.1362223483557,75.00063203613156,79.97853190729263,84.20092449742883,83.05860407398634,79.80937562814105,70.48281124008967,39.36442219681522,37.29329493986491,30.17694426851608,5.911792058937263,0,0,0,0.0503758762730968,0.49328607341657693,1.284002944438108,0.7995571585310719,0.05255859512730546,0.1590559224962724,0.09201495790973509,0.6489099934931162
0,7.104528599336412,40.740301910827824,78.93222140689704,74.65069173381318,59.06323702455435,46.25637315529247,45.13232539521242,42.4558380338492,54.85401513115327,86.38255357514832,86.65778163987868,87.28819900564804,89.55970620960841,91.71327059382364,90.11859195083156,86.01687878283043,78.24510708815086,60.138532044787695,64.4937677244859,54.87688885663574,22.469928972373957,2.980806334476365,2.051889438250175,0.37351246105831104,0.7240837137366419,5.279284534161749,14.784092994042744,10.97786610088301,1.9566633973929346,6.4329622296780675,6.7070263959110195,8.961493665103415
31.166771534591742,32.25801292964835,50.733114472355815,80,78.68509031072335,72.37838768883303,65.62225746055366,68.64569205597779,72.36407860181802,75.33500869838399,82.12368138517515,82.67484295929641,84.20272566538986,87.71355977477508,89.02273892350036,88.73357501698841,88.00017059759762,85.00258591645787,78.20561816612212,77.19497923719591,77.78392836027233,60.80982101424598,23.73139889352882,17.56936419355422,5.525177944719082,3.574788788034601,0.17579939209740036,0.14347676632954598,0.27129209317380587,18.83748536458026,57.675785224832154,63.17034621256478,75.4005546555112
72.65315586838929,74.34477239484623,76.08006539046589,74.50915215308544,76.41890896506573,79.00000000000001,81.46884306594264,83.95153584872399,82.24081541227412,76.21422646646711,71.73335824872979,79.01892763318905,80.89305864649818,83.5483569922313,82.84255005421267,83.62199853136102,85.49139039461272,84.93136988756503,79.61962879997051,72.424041403077,78.24279161496062,75.79853058446344,55.4870407187813,44.00793835374673,26.667751035770532,19.83026824176611,7.699328936337346,6.3863800475308805,8.532912200444798,39.78744959187712,85.7714107638862,84.50602351492348,81.92080241356801
86.00954965190112,84.81738979608127,79.20422043182216,73.89291192633935,74.69659085138905,76.05568104399164,79.5649821627051,81.76016030033509,78.97321374864873,70.62634701300412,67.42021101854526,77.00000000000001,78.21921571654157,79.83918177788857,77.87486825646955,79.34524094754022,84.58566764203752,82.63609666092056,75.18948806093422,68.69828510319068,77.4168986430687,89.35876266151158,86.25260202464615,65.67632270445814,44.09496868392082,53.281212130045255,66.59872631564814,66.93677265180042,67.43678720354063,70.44037585255845,73.62638486491663,74.84489444632605,76.10471235231175
87.00376786516995,86.25332654966795,81.58488739589522,77.85678038827015,74.76985837197643,71.58365135124009,74.8825551221975,80.9034045292018,83.63261482958278,80.83460854436456,78.49435815493268,78.91096653374845,76.14910988928004,73.56870804661835,68.9846999929643,68.57234241692527,72.29286183298045,73.77025112730033,78.62691664983848,81.13084800527466,83.16788787732102,85.53184837455446,84.27241833100841,56.30173315828615,26.373748174583937,14.36840622728496,30.27635627804954,62.99242198642105,57.126487380068504,49.73322705136974,48.310951786708564,60.59143469998307,76
82.04924068693528,81.65090937894783,77.81312687779932,74.64417058520252,75.13516432284908,75.53288545509737,78.63981676111851,82.79375785319465,84.08935644286456,80.23332895440359,80.25162121643409,81.97946495713526,72.13590147902245,64.43664474281205,55.59527784911846,53.892682429404516,54.86942396624483,65.15141321617031,78.2568204975311,79.73669419689799,81.2796269320396,82.2410402967185,85.02924758927995,79.8384394015388,72.65149031714319,43.727074696963115,15.366739022706835,14.562263367289134,27.257843717434305,39.34972020766335,19.234393369241843,0.6094986439254652,1.972686911477461
77.02085209376969,75.84404950751914,75.08630971075584,70.80368586591304,74.45780294001054,78.73749971842625,81.98869688009563,80.81559786462373,78.82294699612132,79.46755433703288,81.25029538088022,78.4639974130155,69.29532447953896,64.66448671770029,49.21411917821855,45.95266811279738,51.286485020494474,66.93497737491953,66.0250251596629,56.85879248722685,68.93149371742955,78,81.31125003439318,85.49722185124588,86.80207696455905,86.97679411997701,44.36047664455355,10.85707927039332,10.277910037828523,10.92732088479896,4.76471769587478,0,0
76.97060636871547,73.16901260037666,71.28454653912213,65.5793125791083,68.84628452157315,72.38582093365522,74.79416966283901,64.29842046459967,58.199093081569785,73.6760331858894,81.96596506101459,77.17492918344885,71.51444023941836,69.8194544075227,61.567076549639026,59.17582871279822,60.57071115397028,72.47332686167199,79.38383653728039,79.12961885752931,78.47064593797987,78.14327531326015,80.7949965339763,84.2100709652625,85.28411524654277,83.14118020010048,83.13550420201054,79.74723367565689,34.21969078769781,7.139163078684022,3.918042222774155,15.853452813270323,24.13850026368303
76.29913373089818,69.60258705756476,67.10338759755157,67.04041237788225,70.85475954716345,72.39566314061322,71.71793847646373,57.697962379952386,51.356738859705246,72.30886934109537,81.77593361156056,78.78052576062875,75.64894086434451,74.6888867728673,74.51180878039233,70.11580661567095,67.98113674642173,76.5597680687123,80.6246830849797,80.46255593579451,79.81968080533409,79.55606914812839,82.88869493220986,86.38460765684067,87.36685813266658,36.48107860853164,11.336536288808666,13.200988161459552,17.097437186672956,17.647422899344782,36.11183281870779,71.34911399039629,83.63859887579213
