V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
20.523001858322626,20.436151416392914,18.898183284158698,18.06841482298372,19.033581974665477,17.58686265552184,19.999620471009134,21.930957377641878,23.500820685140788,23.830156288315436,22.2560153035299,22.716856592158855,21.13334322723702,20.517852236363673,20.26786707670289,22.389946252882687,21.18387822435516,19.00448685813751,11.909008472052136,2.1838406873661897
13.838956361287707,14.086202569122094,14.00920909582506,16.333321484840965,20.23317660837207,15.690981377360615,12.837365353229693,14.075135751174614,19.794861899672025,22.431363300464458,22.235498136324956,19.48690382731533,21.01072907359108,21.65453403557578,19.627004767476333,20.08703353899562,19.42172710699423,17.39342300360626,10.520501886530871,1.916455770696393
17.52951733475868,22.885483692717145,22.74182124377583,13.98016319512155,12.009888951925888,14.827931102989314,15.798653951192883,16.924700524645914,20.06287111610154,20.441482212216815,17.32584188293623,17,17.453645088728123,18.767436226161823,19.211769078235744,19.919983346737258,21.014706414463948,17.567467122047972,8.113271706638788,0
26.850250027157873,25.944002154012047,25.146985124359556,22.063142988047346,16.21583702448384,15.567397102588412,14.744520154454422,17.524540073130904,22.278910654857825,17.02310899175566,10.710231042207937,17.176907730681304,16.44069611027426,18.040402229027418,24.004815000388298,25.90657098968584,25.23759027123691,19.189464365072908,7.665137470642311,0
24.450047066489965,22.075111531057534,22.531345398185188,19.723656916534182,17.889086757295125,16.212246257923844,15.372619376256889,14.441295293520099,16.877610208290196,17.201144725817308,13.934001232576003,17.750257680143953,19.70711589423574,19.95248851047931,26.28019347546529,30.844311646202506,28.82006180961026,20.20017257460435,6.991669293124348,0
18.485694731460516,22.261625542866287,18.80131862947549,18.136658990663125,17.3204031062703,3.9310781178470116,2.684827573653915,2.4552169258309195,3,2.6252343910203835,5.652690062052696,13.71155917662507,18.441410568238954,22.473168848888836,27.572391111277774,29.579430000649495,28.392465444577073,18.679881872396017,1.7647638489102666,1.1614379049063954
19.984986268939004,21.52698963039221,20.77946416833467,20.212259826598252,17.977862272896232,11.128966991779722,4.407439830635604,4.366520632263263,3.815442157361365,2.415739576791876,1.0471746360998777,0,6.9527979588417805,22.5248877563971,29.559777785199177,29.625293317343,28.542026118364518,19.51561356510268,5.832023442243272,7.358967131328407
19.94767985491499,19.972215327075723,18.599354898243003,16.224981629991614,15.432165955831714,12.546139683086727,12.275953342701666,11.21299729522949,7.353423530491454,1.394826764780808,0.1235208629360163,0.4289047835371249,6.029323678912174,17.180375353357395,18.251064249615453,17.705927768720837,20.162447395486694,18.373517061930265,19.15407418788801,16.588645777004583
19.151168520091723,19.594240001570718,17.770669737183468,14.767334579941409,12.777003188088855,7.9058421198094795,5.096384106194415,4.099804183526772,1.4307500078451454,1.9647125676505257,1.5477864871162357,4.0122229622274075,6.5056264251336975,12.724641148214438,12.288274045738557,11.654396421113885,12.986023923807588,17.152339987552658,19.848395479380837,17.43702184507628
17.170142828592578,18.281074102771257,17.87830405519248,10.457979704644073,5.579008892682214,14.08404855151621,16.41588667259323,13.085763606900011,4.40145897543033,2.5506924222949845,6.409886105975602,11.679062974973345,6.872847884318199,11.047599380617491,10.786524382452777,11.336416410241906,12.835973449214954,12.320873974241843,10.197513757175079,10.411009779798665
14.670440466422164,13.902398189551356,14.323888038264954,12.148792904888683,7.379838112196332,14.874992451885415,16.061029514394555,14.73864502987029,8.79192208129385,5.952024787925152,11.342740403187257,12.519461273366362,9.98948830234156,8.884128456878885,9.33804527607831,8.977683272907193,11.39445982391331,10.189513402507622,2.801008296611517,1.8413243732898856
3.0000000000000004,3.210566276190169,6.135772525688706,12.534294487553971,14.790696615387207,14.344609274484602,10.276163166229225,11.696965221922344,10.46671869737686,7.7457966104361224,10.93295485405235,11.974062836097715,10.266143916140601,9.323715158456194,6.773713788651511,6.58147200568953,12.557329840486975,15.805803943479104,10.202376974022307,1.7930422765437255
3.870537044592845,5.73238112862018,11.057800853941215,12.158925830979076,13.827156170735392,12.441841868820385,10.630583648246159,6.9225635794099425,8.517203990701864,0.25322382537387017,1.3267119542813053,4.895414048187017,10.26517240409698,8.822929482288831,7.131476628468825,11.267863469353339,13.795210247902977,15.414479191803817,12.30284550013273,4.313543460047452
12.072554009561511,9.936599683876253,10.704887140817789,12.542777489067996,11.37764804576825,10.96805580464909,8.713022440830457,10.386787842148072,5.170546111535214,1.0962294010123115,0,0.7367182709478056,4.857773023574371,10.527020990173488,11.595275843086796,12.72783810778763,13.193106029462047,13.451459254744885,6.431268007010657,0
0,0,3.206573998206716,11.817601666188729,9.37535661712161,5.977804790650619,2.4820800334798685,0,2.11579540090942,5.305568018061348,0,0,1.132069803915213,5.903460642178864,11.765318135622046,9.592814303441273,2.3883496294588875,5.103695357280792,0,0
0,0,0,1.1052542900147404,3.244816226890605,0,0,0,0,0,0,0,0.6875981603868361,3.9646965714595686,7.07006857303416,3.7522307293882458,0.22219565494596205,1.6933321302801188,3.8465401922137152,3.368778242057692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5733202007712344,5.6464428357541845,8.24526866143496,13.562096635335097,10.76099497748487
0,0,0.23116958374885588,0.9341819757419962,0.30339242004977823,0,0.03685776465247785,0.12099669174102115,0,0,0,0,0,0.11884572831455398,0.5178267772795935,5.708774283721993,16.102989796517363,9.771410505435481,7.805222033468675,4.969892693682878
0,0,1.9036132199542866,7.671616898829281,3.442961165428571,1.9975202755639498,2.191819570818834,0.6382554262340983,0,0.6258981881851636,2.4368362389028126,1.8570074909578413,2.1560598969506737,3.230643615110039,5.994975086923004,5.969755016106607,2.17948957891432,0,0.4156755661168058,1.030418353779209
