V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
27.059780265971284,29.91216068105551,33.007133757515774,33.369702014503915,26.10345694068336,31.696740176207875,43.041392324745075,59.22445119377953,61.35038960171737,63.1589332435883,60.72747342866902,62.08662893631424,56.89265385978653,49.02509488749604,57.0888439440821,60.51181762291358,69.25832247407999,73.31683164355567,72.99333123461186,82.89295735808442,74.6928435586009,67.45661556036724
28.16525087445875,30.53704168929347,34.82411998324835,39.54508438253444,38.017024284040076,37.34806168149333,27.80811038385331,28.120001145974918,41.93903754825181,59.95296996135492,63.192191162660336,58.308096840010734,49.6340555840217,54.06342405303003,60.281238079703385,57.52347058345218,58.679671402537934,59.430359623414645,67.56614132716162,94.16870512508139,94.5040537680045,74.97634952045286
32.06554008753567,28.870531741072195,33.78395870106106,32.447828317242035,33.787670700967986,32.12099530960592,33.03525397754952,33.71445292831038,38.35986535514371,50.09510644286842,60.76162232769503,57.440709472594115,52.24848077355422,66.17617425703124,63.80871275489379,78.7372721225528,79.21970315031484,89.88366156501323,67.70975047332004,71.91253989663697,84.03976472104787,71.46385178255312
32.6552710844264,29.718520943700415,28.022185356154413,26.58366130486263,30.038047490519734,30.47854394759148,34.813194125550254,39.28918434409349,34.83775069434824,43.05973713865636,60.517467448365785,53.52999217984342,55.25037718665378,72.84579463224281,73.80914784714722,73.92275970722916,83.12193419497927,91.7165144721083,71.12198478082941,67.10124025533133,71.41095324332574,89.15848592448619
33.65833687670696,30.934973909953104,30.612569108371776,28.223287181973323,31.61543117346149,38.44154345086264,42.37907755574258,37.74265932388797,35.995479187249494,39.389711224135056,53.052036568433245,51.76708932405768,69.80580629374087,73.19956200871803,93.74598193512183,100.00000000000001,99.50788648218129,93.14674021401272,77.94343297104827,60.335310139352146,73.57088886827015,88.76205421329244
33.12122402622246,33.97010496340577,35.79283449529394,35.66950712290008,34.18678172021195,36.75306961179962,34.21529083600058,35.66102513293186,32.59817639138829,38.29981214307311,45.957002530189634,50.89111174972875,68.46125138816339,78.07107159491761,100,100,99.5375314595329,92.22982442489649,74.87684823395458,66.35124567082522,87.49745230160791,92.63735910095481
35.60116767237364,32.065705519710875,31.296990307875152,32.91928427904773,30.038695645599045,30.4278683827122,37.73371716821369,34.075926923135185,36.08889662812429,34.3259732943917,41.81143560319804,49.02976686001115,76.13100866175358,99.27764757512494,100,100.00000000000001,100.00000000000001,99.75468172993986,94.73584477570294,85.76315393593838,83.72175643104113,100.00000000000001
33.10756996931922,29.983295526821106,26.386419350432046,31.990130483092077,31.055050330660148,33.06935534999395,34.832749735200366,33.17867831040131,39.32569804121212,32.96668516178527,36.87674603706669,64.17673062821619,77.46904714796743,94.92674722530367,100.00000000000001,100,99.99999999999999,100,100.00000000000001,99.70261547190819,90.69362855825358,100.00000000000001
31.07253019977934,26.238698519338843,27.899590486010897,26.19455891281146,30.06084869693706,33.92942338009974,29.98262311614173,31.880570688454316,31.155500155478617,31.332725651502983,37.08376734959184,71.73846556669221,100.00000000000001,99.96484376226175,96.72299783793873,96.4167559933172,100,100,99.99999999999999,99.94121996350451,94.82468866149004,100
29.132413236095132,29.78081503929898,27.055485887237367,28.917438773029716,34.920000033567746,31.025400970291564,27.911910610925332,28.955694041904206,33.450906446039824,34.52285506925477,44.01479552650108,74.20115581810886,97.69407553923276,99.98216164590073,76.03906648135285,73.54324792331667,95.67071203631623,99.96435944318581,100,100.00000000000001,94.28166106497773,99.95152286931648
34.353988120216506,31.96282067554106,33.68502721235048,33.881814892450805,35.939846217823835,31.06014371998808,22.710070464248794,27.416014169898105,23.935591898299833,28.151943312614485,45.76443954254854,69.06845867472617,80.48262288356199,95.38049843720776,66.64529759414103,53.28389906627198,73.68267955164308,95.0765811680412,99.4752933743839,99.9879275612123,96.27658003783657,99.89539495805144
27.10478482841839,30.89243260276079,29.27332680329078,31.915488836697545,25.398864588847285,21.24938583848089,1.6327272835187525,14.761581785072332,19.685530079331684,31.69269521450255,58.42165097118848,77.48807551515242,81.24861768243551,71.70794728063127,51.28484924681367,42.70298651336396,61.920634620296006,80.46598951137102,97.62472698939133,94.07958894635081,92.99239513426085,93.70262372010393
16.691750998904805,19.502618541524186,22.086671704709502,25.883219351827627,32.49612501354316,31.093201806358547,31.80420863853626,2.576088881513412,0.051033130214774805,33.729671681406025,54.240917244438535,94.80527998101823,97.27713465096464,99.79846607978311,72.10235750122175,45.275882521973,46.56553662436453,91.35766995678303,99.60772660770624,79.59383400001524,77.13885491798406,80.99399762896729
20.56168501999926,16.5420477789278,16.216947359016707,19.803169030305938,16.45491328967329,26.009322555073446,26.087357487269557,16.201831899408237,2.1184041200152137,34.045995716357496,48.30210437716673,72.37187264222311,75.76357022189003,97.95357246907541,73.85893437976881,47.08324171887044,40.24204147789617,65.03421458197822,97.18312589214926,99.99999999999999,100,100
31.70660246241382,4.059964591608387,0.5995394447780101,0.4386845422145769,0.11992079923991952,16.16830253380556,26.217111061339057,23.71252671823404,18.42561719122721,35.38950913621688,41.35821831756775,65.4837063797753,74.57274345911702,97.43588738429995,80.06519835125445,67.22807541987385,37.97960612466747,49.343542667293214,94.84918378034814,100,100,100
24.79139262862634,15.460154117652246,1.7551367560405318,0,20.054031448438963,18.552509570858,32.00955697617566,31.2619311416343,32.96921591111667,30.314112004383134,38.41427339718374,49.68201563616063,74.16732893664535,97.20254232626488,100,73.89529137322396,41.52828540754733,46.973601969768616,93.5813474580014,100,100,100
34.59056665810162,23.019502503678225,2.925350297047636,0,0.13441258052331703,11.219321938023064,30.07515304555929,28.841117657654518,36.57278744269538,41.480720948699954,36.00810560878462,41.520441260183134,67.38193420540995,93.02075604819036,95.87334092661442,69.93506884584356,38.948743238226314,50.70020053310405,91.88798558757341,99.74603931239588,100,100
21.157468469311624,22.39207642183891,3.515122433795403,0,0,17.62081106995156,25.951839489366122,32.17133842178849,36.48880929648006,41.8801228803031,35.124231726607604,37.929307569830385,55.79320424978818,68.95611119671818,69.10559744322842,62.2055759006384,36.230686441068094,45.89836270933395,79.40389485422452,91.08022647215566,92.73387460065149,93.5198463627073
2.0786812938437533,2.879151342220715,22.63110687609246,28.20419822484442,5.993960513492749,16.735668750625702,22.63067896635632,35.26616901000497,38.62257507054659,39.82590142982308,24.4045721092198,33.42016503566197,48.05980090148355,48.61710909541877,51.220003521864335,43.43651870419275,31.53191905116253,35.68790725233306,51.41840387256119,59.246427971047034,63.54971407796033,66.82304475106056
