V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34
74.71227360284519,74.1039628032845,76.0850633453089,76.18889223717854,81.12205545823566,81.23603455430208,82.31393060210577,81.4209817551129,81.44622160072048,79.06539560441317,75.10473726711578,75.00000000000001,71.96547380254408,71.90098266877327,73.94549945792326,83.10680113127485,83.52231475651377,82.92843437115377,85.94703852552077,85.98296036879766,84.00976742345193,83.92502927639883,80.8631397520491,80.85320471755688,80.82291756506147,83.04514502274375,82.52581108659744,79.927691921977015,75.94757828256319,75.82652648468145,72.88750630367012,82.05702080087963,82.08362658888498,81.02237428343867
72.60791711158976,71.7564837068399,73.71688349272966,73.93052581135125,80.75616500688325,80.82472982222485,80.18622137081783,79.19730302870111,79.1649388943306,78.57054006122878,75,74.89849366094673,71.3350715847243,71.37055577067989,74.30132081272367,73.99999999999999,74.16423380803364,80.1389619889493,87.89985918291342,87.90078570398678,84.9751285677314,85.00803826421837,86.54146098751396,82.84810096311206,82.81926008620843,82.80172873005306,75.9321325588421,73.27844140604563,77.6781622531236,77.69797931990612,79.61817603565406,85.78819598757066,85.66004030623803,81.75431275937486
73.48994900381838,71.48624251094161,73.5573690929688,73.83255606787486,77.2443363078083,77.46398889969896,80.05993924428446,79.03562879692551,78.975275940748,77.17844343312045,75.62423816200076,75.95502895558819,74.10726490544916,74.33020793472535,76.86729007013682,73.38404651639027,73.81822323572713,76.75957802392969,77.35383942242149,82.07048983911316,82.0878760180757,81.99033370880306,80.1926556201552,77.4822092223052,77.43660311104011,75.84021740101785,74.68383521791749,71.63850621238224,77.16533441715357,77.76091567820741,83.95755200953127,81.29730604868548,81.51050940921274,82.7499003498047
73.2559946816893,73.24658372489935,75.54850556185524,75.8200949681283,77.76009418784209,77.82338627460852,77.78208233746116,76.13067388564471,76.52840347899826,79.61671625547038,80.1193372388678,82.61239331768819,75.30851843266983,74.22390627660715,66.96614487537836,63.206288955444556,63.54678425629366,66.06973709238265,65.45629617697779,63.53751752397525,71.37083623646137,72.96368547664184,81.96349011963838,82.49127983338906,81.75201593024012,77.64361188045488,77.6361727794423,77.44269465637086,75.33949953292685,76.01633452215854,80.0842021840359,79.00969493928186,77.91227183047933,79.2725593277665
75.22152714276255,76.7087637070029,77.86122848869462,78.15590207186388,78.64832858175615,79.1513110505729,81.76144508964217,81.55205174903634,81.69159797821376,82.5507442015744,82.48710701336907,81.30258435353922,78.29524273375577,77.71839701168611,73.9095955141411,67.47148901313118,67.82615061128348,70.02602439535168,66.57082403948283,50.57205894120947,44.067711948560174,51.47915814554382,81.08589340987685,80.14145076582139,75.91850023068436,76.24642615724662,74.84065332022553,68.44790629752964,66.7416492140357,68.43365218062868,75.04046311745289,75.91928971022924,78.88997793702579,77.25892388664903
77.59198877244123,79.43485178627144,79.78093483220512,81.1237293417214,82.3826821554903,82.13321297787779,81.59233172655104,83.46123285959936,82.72992830104431,80.29064999348459,80.58974052199646,81.58497639857728,81.28196761951934,81.15535474861646,80.01963980028077,77.09681810977955,75.8275227821315,72.06872253587065,72.18806885663668,71.69433096723156,68.85108089617344,69.40236171372841,72.68946857515236,73.81016656020556,75.2891652610726,70.76577953748365,70.96730701030069,68.66596303074905,60.892899409619396,63.36064939929413,70.85002531864367,72.37481630501746,75.70866915219531,71.84334999457799
77.50754519013125,78,78.60165056275704,79.17130534197244,77.22661549621665,78.22210569344327,80.61539102576572,80.43946458886437,80.35171881134411,81.15461046585783,80.54403386985382,80.45426119310636,84.08956436334884,82.9193881562889,80.16614587133397,79.25281385408724,78.02337815636413,80.02501178637569,78.4281237928629,73.75615353464734,70.95302764544567,71.5318794244701,72.918973844412207,73.85330582645557,76.13873573517144,76.07567399115865,73.76882694763485,68.31994805946701,67.3530481675875,67.31894782022027,67.65075952453508,68.572213384779,70.30957131846067,69.26774734614679
77.54117303896146,78.27371067178963,78.96714454540597,79.35911114933427,77.77781421876767,78.51339124459844,79.75150416236983,78.08387930948341,75.45339636734133,76,76.83438283797217,80.63774220308329,84.9148602849019,84.24937332587642,83,83.0358751406032,84.0850755942234,85.99848283925826,81.70949643808689,75.34664520799727,77.64025631453924,75.92990509343302,73.00000000000001,75.00157596324749,76.82683626986405,73.54585211202597,74.61508253953619,76.35546359215631,75.17309772645739,71.99787032333067,70.11466736394304,71.28120983288834,73.72944655518157,74.09488850810807
75.2453241580459,76.57648677565204,76.93086649204939,76.70382589828864,75.69346243156673,78.66171462179854,82.81655221083199,80.6522884108715,76.91595616423177,76.26409071715858,78.27045004109272,82.37947927559784,84.08071526175424,83.65611034333469,83.04653538288154,84.22680530432467,85.59078122582775,85.00467415657488,82.92730373543587,78.65866950977272,77.05581136092111,78.43046768064958,80.28109884736189,79.68063522296848,80.11928335041821,81.59120711184428,81.0588816444277,80.47544940468049,78.4790681978033,73.72915012855921,71,73.22825966405982,78.08069201380879,80.34057982773956
72.56307074209207,71.32424008880295,69.8412040625059,68.68329127763721,69.50671144279556,74.81684525244967,80.92588160302282,82.86776973124438,82.09500372565252,78.63809601263658,80.25132620295255,83.18425347917295,84.56007098525961,84.39256545735539,83.87366283594142,84.46698409860431,85.49289602635463,85.99090474172318,83.22236835375926,79.94034538752531,76.79227994688677,73.45117415615178,73.75424477144787,76.23820900757724,78.03463458728632,77.01706748598248,77.371448391082,77.71706003558499,76.59820877827528,74.36420890219887,73.30952236681807,75.3161406283078,79.35039446523089,83.58308689745469
76.40942550769603,76.82291888550489,77.20735345888514,71.66626836997233,66.08897807253314,69.35207215333308,72.85734631071224,78.39305725782279,82.63986032644434,82.01445406808286,79.247234070471,76.44483835240396,79.78693133132377,82.02471600116323,81.0753791760142,85.13253937005874,89.5006491089394,89.94593533916803,82.29951562385328,75.23806575429724,70.28134733424446,69.90090543514223,73.90130164579523,76.51086632254281,77.01533760266778,75.14971122697366,73.97043315374172,72.91839812455667,68.70311113179231,61.91349453158049,59.456866966077186,67.56815954984314,75.48563468991313,81.03613045224822
79.43982458769908,81.74401385522282,83.6433668425974,79.76218184434154,76.10409137399662,69.12718564584905,63.275090369718384,67.86734875062916,72.222471967924335,72.74341796682103,77.48078851402852,80.83091366064056,82.19818554211162,82.8927118022965,82.80039810302056,85.7136518876715,85.15756297364716,83.12555814197961,82.39762474636333,81.63577178197673,79.00837056065447,80.43485643836469,82.45973750431206,80.76199938914458,79.55179899912767,78.74989339342704,80.84243951856702,82.5547773953214,73.07390198083849,57.967853815936934,51.95593794314322,57.296050476057616,61.63881146140457,73.35306810532656
