V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23
18.452222315306948,4.691143148988116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3739228906967622,1.3130740163725365
4.673805002006305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5881816986358956,0.5864481631916133
5.9614912113270355,2.027992356671058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3891419503968107,13.94909923146717,5.170043311359913
13.591896361908907,4.434934408073263,5.342505441158037,1.6307541707258013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15496715302248,22.022315949212665,21.488993694910953
0,0,13.962876451324039,4.079296266989796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.236715847190471,23.942126935032473,23.92016778664743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7733582627826745,1.95240437633446,1.99927932778601,1.731149580448171,0.2869721320203939,0,0.21049914180456453,1.684845731198393,0.4632825734589491
1.3958851830452537,0,0,0,0,0,0,0,0,0,0,0,0,2.2472234589083224,16.63963196460968,19.823876937430185,22.34780262416131,23.28116870932565,4.4414798843234555,0,7.900815408291543,9.880943454268136,13.21194577192925
4.107387215208354,0,0,0,0,0,0,0,0,0,0.9796326468618993,0.17658076832760178,0,18.153959028264964,19.3680006067951,16.699554780029633,2.74999778821404,0,0,0,0,0,0.03760172499522872
3.4333611967431628,0,0,0,0,0,0,0,0,0,6.1374468737885755,1.0301534442170424,0,14.97518503892479,16.272494473463247,2.3676795753673865,0,0,0,0,0,0,0
1.5726472843639767,6.713851253892454,0.8731760378385928,0,0,0,0,0,0,0,5.84735784085514,0.8373842099889701,0,0,0,0,0,0,0,0.8148080788190021,0.6775814231292346,0.037099406209676965,0
0,16.55598880842467,1.8712038894093135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2699651227571915,21.94827431031458,27.711580591543534,2.987204524967101,0
0,0,0,0,0,0,0,0,0,0,0,0,3.523180402380884,3.444439848843432,0.2542430017304346,0,0,1.7599771873157144,24.93387266388315,33.112570892268586,32.451202329490364,2.808355020988824,0
0,0,0,0,0,0,0,0,0,0,0,0,26.25887973128205,24.78378776177452,4.310645458725134,2.5427198550986634,2.6091275376518634,27.780014025018133,29.171324341568397,3.0668394717296446,2.856535176406089,0.19553021488397396,0
0,3.0836168969016158,3.0511845934750115,0.11236016929478522,0,0,0,0,0,0,0,0,23.17972646354143,1.0311365771985952,26.168785600673367,27.28104575024708,32.981062842835,36.898046622523665,32.562050969209636,34.06465473742942,5.067157163702067,0.1858704541093124,0
0,7.660945659227314,7.954164447960568,0.14874648129974355,0,0,0,0,0,0,0,0,3.0554226538391815,3.3901345799373885,30.14997327953056,30.65232195826972,35.955774229791345,37.82956780022546,38.62867155453148,37.76850505422438,34.30931821743891,5.67018302272754,0.12006408739770898
0,0,0,0,0,0,0,0,0,0,0,0,22.582803502289746,27.99567563959264,36.88332691694068,36.907304387219014,37.07824124116321,35.873754408919,30.60916438547227,29.89015947763965,0.13081948229208373,0.014888758601049379,1.1851079957029599e-4
0,0,0,0,0,0,0,0,0,0,0,0.3460609801479642,17.444369190364426,24.763496951970975,32.17021361768006,32.76159315885885,36.99999617967104,33.216861970455405,4.998076276655277,0.03482680210345203,1.9576457937864593,1.9513948564374188,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939708642779394,24.13032022297801,27.953307573805315,23.7595220608672,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
