V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
22.979131883027318,24.36067881491453,23.80310249814535,23.547322476796708,24.561864210657877,24.971937482289825,20.519024414541715,19,35.06807317600748,38.808661178613676,38.182673702087,33.24422237691391,31.55550913067772,33.989567781034516,34.80729439965587,47.493024878894005,51.915591397606235,57.16503745773046,62.55726654481112,63.82675547542041,66.5545622475814,67.48174709744649,62.89252959714784,61.384726012671855,62.93931026443385,51.73166809888197,47.71750502534831,38.257422740151405,34.97179548436996,27.06338395743924,24.343033527337493,7.212926380852412,1.3410522774771247,0.3211668501204678,17.267534778614124,23.327187400163286,15.059314650636606,12.019581131272847
19.79002123296646,21.624827479418137,25.222008251764215,26.645186858190566,23.638709767726002,22.40103090931698,22.333820438407926,22.373186681805777,33.909893247780346,38.204148988939785,38.18082959833832,31.07218652797977,28.288378698766973,32.91704037263987,34.726468045652894,51.81793513610809,54.214492701291846,54.67621114193833,62.28454147713704,64.94512879085663,57.316015222728524,54.20525360255595,52.01056468201755,51.09518550402074,48.39022785100211,36.60265621700203,32.30864462826396,33.35834177096551,33.831245785836884,24.25317358555139,20.460993386332795,11.901179735532155,2.435419368121061,0,24.29817354986369,33.957735302603844,34.70259092064968,35.18288858403348
26.06955488267755,26.756463679633896,22.10680205248353,19.95167982525855,20.614942930801217,20.966397563315574,22.615743048029064,23.32979429539008,34.648348998691134,37.531933719607466,36.53813783320153,31.102689297532592,28.707188221406728,26.14230671636316,24.891518616586584,26.250177471804648,30.214273449190202,31.646624861179056,41.471499574556944,45.77721561497715,33.81437391301463,28.321415576322657,29.428844162134233,29.847985815513958,33.92000762531357,31.099307704902166,29,28.493503896444995,28.212343843743206,25.9873824911079,25.051383101310204,19.38174963103379,5.254427576093311,0,16.277279952193094,23.563211327288528,43.219780645871715,52.31917514339291
38.72375823635779,40.81130318109656,31.463843044546188,26.817543031549988,21.51569178860271,18.74482520164685,22.873078463678507,24.99732269824767,36.310643798523316,47.759149851196106,50.822622152719724,32.70729885919117,23.377957587372833,11.890400258189413,5.930381448061878,4.680811631928746,5.785402516767997,6.501844824380555,10.80415081428681,12.825481963685167,7.7073919512580815,5.064408511914523,16.650913527327013,22.645654370473526,25.429693889961428,22.96973287523225,20.92687778043181,20.60709287701231,20.421036647604847,20.796128431804917,20.97524606296428,9.524121997070441,1.1946668472111253,0,20.783247291729946,31.628446285033217,48.1308025331489,56.671524525965914
45.8089127987342,48.617217951545655,41.45394373678299,37.42327131184116,27.286166571339052,21.526229573502754,30.633911766161876,35.92014381168586,42.58850566504295,51.617595716270856,54.582460430986785,45.52577837083808,40.55303116874428,18.920237037755133,6.418507881135024,2.371915240321359,4.154458270973006,6.619427926711211,12.045098293322845,15.256193858193061,7.557820518538304,3.061456913312,7.719661303672084,14.242742740438622,16.88740801855993,17.275724373295038,17.394249262953146,17.37919924844695,17.36413404789263,8.60463478224463,3.339580884820257,1.2786589345523909,0.05614904372504098,0,8.278038054497966,12.969902995020101,39.507422324688946,55.2278638707665
46.18985306120764,52.676731162378175,44.97250692226443,40,30.648850422987074,24.642173649813607,32.22212715826994,34.662800651587744,34.45625365375327,37.05087675995391,38.060330332324405,40.05235578744088,41.367210639164426,32.341252494059994,26.718359032620636,23.187677023540267,18.547562134813518,17.04163730489405,19.15235837085085,22.2963621997622,19.463611006738613,16.93579306342814,14.234206989755403,18.197388952641987,22.050708255147256,25.709673151212645,28.178141454440762,18.57012035024831,12.119025839902433,4.80465460701712,0,0,0,0,6.523057313375137,10.866434427424421,29.48868828124295,41.77557828491144
40.46857043833761,45.87461106390285,38.12312655601305,32.52356724089635,21.899919287582772,14.158365010049273,19.83150718884493,20.430530969417177,17.78236407878871,16.88311800742592,16.157831249139498,26.355751392795426,33.86325498764174,36.74219150329175,38.930109382165924,36.09590226118342,32.16107918941541,30.89936062734089,27.77961864426502,26.044833971087485,34.545524050813405,40.66884242153143,37.715931473233155,33.36685775383406,31.789760836867075,33.62663873245555,34.97001071176225,28.59143747329728,23.94493713396263,21.505222367899794,19.77948886073313,8.532301720328334,0,0,2.869190578126343,4.966033373241764,8.065727796569972,10.1755969678466
29.906369707408302,30.337117479700815,25.275330287183667,21.19532977820909,14.218115490495714,8.633312979439925,12.036222564949748,11.80935702174411,9.378280738530378,11.346562392457617,13.021274005249786,15.280465450544966,16.92944511156132,29.318890890066015,39.6002630414047,35.28919531714017,31.94708568283962,32.11123877240268,30.89665617933434,29.94843794597385,41.3285127128094,50.76029517480419,50.140687664294425,40.692698694527664,33.22545970081358,32.17586015548138,31.2626053823538,21.53607490253872,13.321432652802018,8.46658396910826,4.327012407681725,1.8922074072826742,0,0,0.32561654023369246,0.5697752089778463,0.6855660093664294,0.7635078299399001
20.24188767521357,19.80349151250023,17.671228985750034,15.771646271582489,11.23900369343496,7.113351347711868,9.184638426647709,10.137203899010377,9.30199770836755,18.47509785493637,26.984054296992777,17.837387863062794,9.319406897643903,22.62691875255586,35.5514485043782,34.797322920040344,31.48647056246638,29.564486535837332,37.83306026154522,45.65350655227545,49.016037200437985,52,46.917179496563215,31.465687698627328,21.448429875870936,24.205588821199747,26.859481771553614,14.054758794710803,1.9981519323498556,0.9319357428678945,0,0,0,0,0,0,0,0
9.96274634570662,6.8837687365063145,6.364213875177864,5.853787433656146,9.2365510186709,12.86898243483333,17.12010266489899,25.932564175913445,30.690177692730842,37.442536532400034,44.24294004336815,32.53113986853362,20.49473942276461,28.063978782778484,37.42832434557191,39.190614034618015,32.8187852393861,26.14670673061099,37.970872732610125,50.27175867116768,46.78993930002889,43.08172351824694,36.26672239149944,17.028556919983128,4.217954204388256,4.96820170594914,5.70196887409104,3.207819448995338,0.7957481651414573,6.273382359657912,6.25129885914445,0,0,0,0,0,0,0
