V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
3.985471642243429,2.4786425996883703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68154934385552,9.428516874708656,9.09448382489736,4.715897885297169,4.0607662862712495,4.385200773563524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030010632150251,6.106367837615529,5.921244435458203,3.0738290474067345,2.6823853396386297,2.887441117185833
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.3983545104294266,2.5132055705018095,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.2054779771189628,13.890562729755525,19.13475082573782,12.217969383073573,9.804325830261153,3.726578315280466,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.5741769816198286,16.947751190762588,20.688955345801375,12.071946111299116,14.439529454930364,12.152574661326092,3.69777320722738,0,0,0,0,0,0,0
5.688570302144498,0,0,0,0,0,0,0,0,0,2.1268336008523416,10.590781335600955,17.4407212628207,19.447858252057618,21.00245292025693,23.49351501290556,16.722686739332048,3.6253285574277365,0,0,0,0,0,0,0
11.532224455150837,0,0,0,0,0,0,0,0,0,1.3467062945899646,12.685414781459809,19.024777396709244,15.299938076905795,15.413892615178478,15.745575513998812,8.887728401869863,1.3976356789978581,2.6989411805659347,2.124087031082515,1.7836180022505874,3.5937760404609875,1.811395990379537,0,0
30.507775023072202,27.462517144883442,25.21772486485775,22.9907106845804,22.319192632571067,13.91445774034847,3.0856832730125365,0,0,0,0,5.495064900523244,17.15912907789337,13.759909248386046,4.1798795411961045,3.4752037005737018,4.400235773564548,5.82393457877474,4.205445101546145,6.18530204072222,6.014442067957287,2.4125080504980856,1.2171604664382538,0.8875297771274223,0.8974380818731471
27.893732825872416,29.04559936817465,39.63563211130601,46.282195837033925,39.69749455717999,34.530676216010136,25.61180141823178,17.20823471809981,15.338222504738688,14.690510956795373,11.598834951093728,13.28811674363977,24.227239664593036,17.294661964341906,3.6056593365878156,1.800249274987052,5.003299060598466,6.591809247272221,1.5979383726480072,3.203416437689752,8.595920537813782,10.743626666789567,5.370662264312878,0.6069798845779072,0.6117838104508041
16.019393766383224,21.866156322538103,30.719507430675044,30.540236138294706,18.172725928038062,33.55451314537313,44.8913763115098,35.034727136465506,32.349775777530645,28.553213654429957,22.027823311265443,14.686421824787914,12.513843478844288,8.157796925263176,1.5815518986290913,0.7890316459525426,1.9996289133263783,3.7975349692351426,1.791250156780947,2.4018892949813675,8.414562741669235,13.535448847690592,8.986062031410633,1.4806956588804154,0
5.1582188405428155,8.716899709636259,9.715092761697193,6.61892915652099,1.3208858029059993,10.922968617239656,18.86986909750093,18.698272550698228,21.10271857046862,18.656931986521485,15.775703149405208,7.569484608429359,0.5973908038839668,4.560109088530439,7.84634351547694,3.876545136856741,2.1231154648749597,3.2919380107476,4.211924539852796,7.897135171777443,9.78801318784151,7.510467330728394,3.647520417970158,1.0130485776467426,0
0,0,0,0,0,3.7573406003412804,10.791846820943341,9.081335411901868,4.2857467484845495,4.101580565529252,5.048886772448428,3.024685922377112,1.8437261366063553,8.075950569488795,12.397482081958152,7.940957169311378,3.19456896616751,1.3861147164605514,4.7606246705075925,9.608152549236543,9.810084616891757,4.851749996844601,0,0,0
0,0,0,0,0,7.084973144054082,19.77734797729797,16.491606849445823,7.92141465822554,3.8663236502687464,0.6024578457387706,0.5797425257583623,1.211682409535443,3.598453726670079,4.782346535909434,3.5761177842945697,1.1816456065601324,0,7.608343232868249,14.649055428772238,14.345200429953104,13.676656492610475,12.111831623954002,5.527579593050574,0
2.5545681685479438,4.9428971988047445,9.059675120964796,6.267226251032768,0,2.9902117936703814,17.9690263165456,18.489298853828764,8.1336584744256335,3.9653977597770327,0,0,0,0,0,0,0,1.8286848432463936,14.792917499380689,25.63117758550123,25.70724237353834,25.920730395789644,26.108474698551085,12.796086948874377,0
4.784855857802048,9.233630179672955,21.371301727357114,16.090638267514098,0.29600510873332403,0,6.242608354453307,6.882955855943782,1.9637701797471354,0.954926404973413,0,0,0,0,0,0,0,6.744325848713086,20.866087197461358,30.860473905725584,33.367274435128905,34.152368635981155,28.078322350641677,10.552286618161748,0
1.9923899813059085,3.842317984120619,9.869831512919134,7.639319302916126,0.18673850305274817,0,0,0,0,0,0,0,0,0,0,0,0,3.7599631974310785,12.260357913307589,24.402745301807514,31.455364452021616,33.215413316807826,28.59858296349848,13.426270950871134,9.195599449532143
0,0,0,0,0,0,0,0,0,3.7671112609723076,3.473457747151047,0,0,0,0,0,0,0,2.1081535568704934,8.105564024715395,11.897924377604658,14.392576471510495,19.210778937122207,17.588890250902185,15.549624563304985
