V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
33.20263670257274,42.333219140547115,44.92886520317593,63.161162156565936,65.64881849149121,63.677986346333874,52.861464893287774,52.29726749178309,48.383564036329375,47.873292947349555,46.608276793791006,70.50377277650375,71.4175387539737,76.25261347432757,75.49288292217966,70.72832745892009,69.6634868168695,63.057045116445494,64.13198475748324,71.38808460297278,70.48601259017812,67.7343926321804,51.9365717389105,47.333164110796716,21.073445259452704,19.776674674853034,11.352229730569809,6.84000120317497,6.695403248796199,5.940615604175933,7.615939529677247,17.574758942860644,21.473346351835005,43.10968470011065,44.94642034764817,51.91549669973479,31.78904632853387
26.95197444953264,31.328088221641753,32.15737537551945,40.838371777110765,43.23038887579793,45.365429555693225,63.179543094988766,64.52231744927185,75.79651783208439,75.92728616053303,77.98298664945796,80.85467451275674,80.34851226859158,76.25572107374109,74.65992003641058,60.64970462573073,58.53746144566326,42.98527831004549,43.98967740975723,54.629326308919275,56.38646398178819,54.76768696273306,42.56299442638026,36.96547623931523,21.58683811555479,20.67397046294412,12.667873439951293,5,4.789870091471279,3.211295529644124,4.851744237755743,17,20.25163404056019,46.076082604556504,52.933371838836784,57.67082623799152,29.901678628701667
46.97118299140529,28.428531186192785,29.351621498552262,43.863285248143946,65.47457081589322,65.94462143201699,72.82288914164721,72.47170621651811,67.07876226231068,67.2357961804798,72.34526143956136,76.77545449157873,76.26651822877041,68.88497452064163,66.28115844134886,32.373697828447206,31.613057709880398,22.417294122594747,22.37095007978489,26.02421914702567,31.446150514889375,31.276880507919863,32.512944507545676,24.598757380306104,20.39506408540624,19.911549029205528,12.745067840698635,5.000000000000001,5.315362077129623,9.19065682556179,9.72549542473853,15.75143985342203,18.54776006608946,53.26902572311896,72.22597726548706,68.64056952470497,27.18115396426712
76.73262525170757,38.94359314926144,36.03644500032478,33.269897155430805,63.54347010718825,63.432401671752295,69.92888051197632,69.36980115366187,52.34080504368247,52.12387911942541,42.6047226022683,73.35968698352494,72.67881086850532,53.47810494732528,52.71838618376508,27.581093032510484,27.551561521661725,23.687069053348953,21.147006494562252,20.826565079890038,10.447076435808059,10.670748488026593,14.724664520150379,14.895853469484008,21.278791314189853,21.028574905692,15.478410192238268,6.865447648569185,7.013102064557121,9.430562233889404,9.561098142127134,13.588340206671113,14.941031895095817,47.507145805951886,71.91532822908412,70.4704764431079,40.28078925094503
71.10334285173761,46.48155764860458,24.18039669223181,23.860291355557674,39.54383181891595,39.79306265167379,57.94136742545508,58.04698458392399,57.07383774752033,57.01744189320744,35.95418047345904,57.566252455070206,57.47454053376941,50.35833796201229,50.11886584246556,31.810413765209287,31.579335849879406,36.43030355948312,36.70011455870993,37.13064183219822,18.464438677788177,18.48751554025841,10.653480862302313,10.660234566968406,15.280672058387372,15.20547575681271,15.40427101523282,8.157178587895409,8.105907803995766,6.612166559744677,6.617127295168819,10.964334815415661,11.045383469199125,39.4489365694781,63.63860495543295,63.472854581267285,52.73309118655965
48.96205383176436,47.21407038596165,24.68500213473662,23.54077006833462,47.40495127980678,48.93106122673747,53.06101900588259,53.49876045207509,48.16187579085302,47.624188397480026,30.58657633510422,32.74907386563933,32.795036214784616,32.03986003738605,31.886025528950633,21.45916441764532,20.96557177911449,53.36191563845589,72.15763141189016,73.02177948038981,27.932736790445716,26.14491630874787,14.06294227752793,13.627968530588447,12.395637786998357,9.091390036176842,8.31434464481061,5.466748073346843,5.373669598034638,5.978932943241782,6,10.659221156122364,10.88587096754836,25.97423245472279,49.90412757343347,50.49797748945082,56.704095886013135
57.61428009115971,47.51081726529482,29.89143609175236,28.437442103756425,71.71053116455006,75.70084207688882,75.49429625696526,75.50553541679234,35.87407518164422,26.491856083438684,25.984840707949612,22.996529859850533,22.62425213359657,22.041518841309337,22,19.216275943916422,19.016345057431188,54.13665231065491,75.93754409033437,77.34503898908233,42.070555078191546,39.45303071424234,24.176498906985316,23.100335593058983,18.68864552935667,16.346655186945142,16.447080584675167,11.108835225569011,10.798875968955555,8.10913208619333,7.942135867720809,12.65862810134935,12.961297609084104,18.418926680593902,36.295910324650215,37.50585997455539,43.2910372092109
61.04269349567176,37.04358316409729,36.54015294607425,36.864553179588,67.9427040697584,72.11418847609039,76.73479740112114,77.3440218871136,68.56775625721217,34.759592675671954,30.384899501749803,17.173031779897066,15.48020561018097,22.81165396707788,23.843972589397218,21.584193191586927,21.251303083365375,31.36112616352151,52.87520025659352,55.20966349604901,50.115191785653636,49.18674188122047,36.890241229701914,35.3669059036948,23.455715867720826,29.09516207997426,29.855590003998227,19.220940059306237,17.906142465352765,10.74031176078432,9.8482961239679625,8.57467868446196,10.549196515290184,12.400755130737213,26.69100316217283,28.245362965843412,21.4726954087544
44.773665207220304,26.831312306826394,27.743664768608763,28.513419496225538,53.0132784922624,57.34580260817515,66.92965889323813,68.41829043521737,68.51478181394776,36.10615418103703,30.120684745420732,22.220189963635317,20.793061024771145,26.758652687334262,27.740231402842195,19.512251192714622,19.26779584240049,23.940751574326562,29.184942210690274,29.799610274958308,26.78077452298486,26.292849127794128,28.479807110405098,28.6955925514598,23.57011356925654,17.576922917851544,16.546507336037973,16.0572071906685,16,10.739020958872095,9.896877881454632,6.900257289852556,10.17279453410369,10.774935962526975,16.09606311309196,16.86745451873159,15.515556625939775
61.41556439621237,35.211956908829585,25.39433682444805,24.41435170394344,30.697694258768614,32.00734335888047,35.26451748443389,34.773832827191,36.656935430000445,24.997140775114076,22.183413465360488,19.479214391001264,18.785478970991058,19.24397251944883,19.335628066491346,16.74797954091822,20.68583070767273,21.750210250145358,18.34594550311525,17.615099839335613,24.132231381181498,25.55836518511093,19.787394409808932,18.53750526277157,21.810069765462103,11.982325938651853,9.699511738988168,15.15211417267556,16.35556942119339,12.116692623354716,11.125749868648455,8.0517312282401,9.679989852344743,10.211483986177704,11.06121429988032,11.269554047049217,17.049993062306882
