V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
2.6244421379398375,1.936768951685188,0.36337165578931063,0,0,0,0,1.5124303519634676,3.519823455503677,0.3008219944638559,0,0.05833436407751684,0.11023075181714437,0.03645301272536846,0,0,0,0,0,0,0,0.047480702920171106,0.18616381500369744,1.1913611772666264,4.068119423212178,4.431314803983245,3
0.6306241734145638,1.3956029019980614,2.652906105345882,0,0,0,0.8753561429780689,4.697551095767175,7.143136813361364,3.552240241191079,3.168122441067757,1.6249063329576732,0.709831678898588,0,0,0,0,0,0,0.11328163163183728,0.44917906768500415,0.520854146421145,1.7322227702381345,2.6786173705250134,5.130111725698878,4.0825720753509875,2.7258825865916894
0,0.33698057008529886,1.0572165704268828,0,0,0,0.16095212457536096,1.1830554103818094,3.3754220990653603,4.884962272277649,4.480159316183855,2.9154520761393217,2.2939156166797288,0,0,0,0,0.053770169581190484,0.35610981378575984,1.1782248143505671,3.6204703258940163,2.136462513972695,4.100261098688884,3.678428914345823,2.3236206162539075,2.11246010429408,1.4579872482344078
0,0,0,0,0.40672214816028135,2.3741905729445705,2.019099296200978,0.0560723546096866,0.35332424218390357,0.5906765297579775,0.44561968712982897,0.21854860958404027,0.12593802568127851,0,0,0,0,0.5833622370889352,3.6563085132933466,3.701362571863732,4.462104471658187,4.384674517706802,0,0,0,0.07003848991052945,0.5357910972687787
0.6754161172649846,0.697976129139351,0.720544782780444,0.6456502726794673,0.09106901845033585,0.6350922177968267,0.4955980496883926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6096086263889896,5.328388856993563,0.8686629305250037,0.9046382275460325,0.2619219599529552,0.8016354320901014,1.470430136759767
1.0600055498007863,1.6948851752656982,1.5940183031277506,0.23802705068914548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26958708519375346,4.728685761264,5.143248420151592,4.425925491834338,1.0678548575373896,2.172421857056253,0
0.4017878287780046,2,2.0336848837419397,3.0032428242793836,4.502418875051366,3.1284587836755984,3.1134675905895075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027914304617182556,2.8805195269828525,5.984045734886917,3.5586382402659154,0.9995455900836236,0.9418270809879992,2.5686254829311437e-4
0,0.6189812213090113,0.57745954755514,1.7869403835271718,2.2126171262608203,3.2071305592312793,3.19837804535,3.295021460994881,0.05886121663723488,0,0,0,0,0,0,0,0.10897551510431135,0.20320825757021413,0.010001471611653467,0,0.34349503769336903,3.2999546133910878,6.377262087005752,6.919932258843632,3.2731961408335253,4.857369433282751,1.2114676664197312
0,0,0,0.2542086286093021,0.2466638406975214,0.6456894029833564,0.6044167377504219,0.7042675841522167,0.04013437016004959,0,0,0,3.4721594349406866,2.0529133929521235,0.14556065307337102,0.006952889690298196,3.7643674437637724,3.923525407974891,0.31272714461765566,0,2.4285876792057852,11.062645926287708,9.396365602766291,10.502332015639542,10.586385274281064,9.2772366353116,7.239374866637691
0,0,0,0,0,0,0,0,0,0,0,0,0.24273111852858473,3.462676771900619,3.0537007113555057,2.997649934886226,6.416553075760804,2.5312654467295372,0.23886571695455333,0,0,9.1828362111084,9.934007908163705,8.799420380709162,8.592601280181405,11.79224434966881,15.896644348516546
3.284390912778187,0.495774146581147,0,0,0,2.6086227843783525,0.4895666703341603,0,0,0,0,0,2.3256321945965737,2.2239452537379756,0.41157475825719986,0.01165239011789064,2.4384174461902104,0.6013519096430201,0.033715678000667056,0,0,6.5580779633368875,8.437421284361388,7.124219639915727,6.799408432864039,8.852068276461118,14.353055765597276
1.7310536995232113,0.31175388572696644,0,0,0,0.7471545968178182,0.16966978666340127,0,0,0,0,0,2.365052006793642,0.7224750726333284,0.012761027218791186,0,0,2.249195142280247,0.6255252871263793,0.1951412403514323,0.31956787146300936,6.169824834428187,6.540462507281446,5.905924109748749,5.802516015439052,6.0395290545551195,7.348850482843831
0,0,0,0,0,0,0,0,0,0,0,0,3.591454970480557,3.3687571461189982,0.7604177572697377,0,0,0,0,2.128623048034137,2.896581626844158,5.959453653737895,7.041110464430016,5.927582910109093,5.583129836445343,4.682357253318066,6.274859678304129
0.9269960905259889,1.3403301763490483,0.39874805544837477,0,0,0,0,0,0,0,0,2.4960827226331195,3.9571970586519774,3.977435377519077,1.2248899358062464,0,0,0,0,1.258399286066416,1.7993713348511844,5.324402964843031,7.439578333836717,8.858849724653915,7.984947394332629,7.671612548703333,6.952417633769924
1.7692414951379822,2.6670760202485253,2.7354950862589824,2.848825910111111,0.9936723358974906,1.49990974113382,0.7994079095168055,0,0,0,0,0.2777684936709728,0.3371153974281554,0.24649165986562516,0.05546500319459987,0,0,0,0,0,0,0,6.478493484826621,12.215128956645676,8.020420612671638,5.054610461848382,5.645484851329386
0.6694477220547407,2.244147952605453,4.043560707686574,4.709116070257144,3.621368817060181,2.5439667254828078,3.2390953392376938,1.5598928717011464,0,0,0,0,0,0,0.5720305570814247,0.39681942596374714,0.01648107639482907,0.05304826424977864,0,0,0,0,0,0.48655329641246653,5.23268759905254,8.376556291716811,9.63493681931664
1.7407680797746488,3.227377758638726,3.654642025314775,6.003531838489227,7.760143156459457,6.197110013182363,5.041400478362822,2.185153152310048,0,0,0,0,0,0,6.854676582642087,8.429373113851273,4.999020392769474,2.224235560691332,0,0,0,0,0.4385019237679961,1.5499936756551373,8.36331051705315,14.597704779467625,23.11908427613855
6.251204799679235,6.702706218723429,4.340107757784489,1.8242734480249134,2.470394279549658,1.8742865302046825,3.6524014224468537,4.850334914764609,4.079507868950844,2.0439107830846184,0,0,0,0,0.3157197547726839,0.2299567871405826,0.014520812267064028,0,0,0,0.17306090435049254,0.442491891036853,3.138720226250384,8.946602757895107,27.85977881164723,44.16959707272353,59.52335101499249
36.032035034372235,26.085263818169416,9.65951905176033,1.8308838063524824,0,0.35244381524490725,5.765206044999858,8.836636615399874,5.812807918328147,3.118086359956318,0,0,0,0,0,0,0,0,0.10606749937947377,0.2892406903278115,1.9973549236983366,4.215038405250247,4.644440617740202,6.337191043574796,16.631235333976647,27.809040429936616,47.72989574801613
