V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
29.892165430872215,28.78362125775329,25.028078783112516,19.024866613788003,15.759274729330938,13.376409760718314,12.495495471981826,15.34759963925606,16.81549222138437,21.33851241009386,28.563487775516236,31.054881243606488,29.3627463794284,24.99768148632657,22.040981327265268,20.099173780233322,19.440469687441112,18.030486392193858,18.383680685023382,20.886010235699224,21.26266042570149,21,20.05006167129909,22.728823345125075,33.04702558491417,34.9985107791806
23.109662733747044,22.549241047770476,22.208073244903307,18.399064546146,15.059459959957541,14.487608271902953,14.495952772349256,9.954090472776628,15.91910356668066,21.684062362565868,26.17462769523508,27.61351820521466,30.280850480512406,27.39638063651102,20.886913003035435,17.841787076434276,17.44554609163207,19.419816194724966,19.058802689275808,22.188870324830294,21.99139195421143,20.698151605266787,18.179282276497624,18.86642598729334,28.49357306038653,29.513907364759692
17.078737867429254,15.98454699735623,14.836656437196616,15.181204796114267,9.13675147512534,13.941308633790328,15.98681451681227,18.008653043053332,40.95525151438369,46.59998097924505,37.66986137203172,34.67880085048266,38.80896968178309,36.750553116826914,25.61771485253133,17.787521753652747,16.27468895619888,23.38889552168282,20.469723639027023,18.915881329190803,20.805860897953615,19.034665886797733,17.71892282049376,17.166527990612387,17.662164762513925,18.210133893677554
17.62420649792932,7.816061605578315,12.578024259670865,13.108361331463204,11.828444684260933,28.971841991266967,32.707582361683244,45.193297369813266,67.15212290211088,72.96146198628892,57.482429004919425,53.10237591169199,60.792428579169396,50.5636880329884,33.62746083005807,32.897229117951866,32.512616252070195,51.48696398055457,37.133092827766795,22.457088884851196,18.912656972290748,18.67376008884518,16.591351950576737,16.55586661383783,16.652420738711022,22.46195283262394
25.819491159381712,23.16219296597394,39.048998991521714,31.533014144824996,47.48282728066674,61.976170562056765,66.93142578797882,63.32146735971514,59.14718449225957,69.29994632164627,65.08597690468153,65.96914372799517,72.2221369376291,55.89299221974244,44.04365629519075,70.00270061620056,75.61768143527334,80.65736777655448,64.69844625215975,30.428075496384757,19.141254423361506,17.96351667459657,22.389493491895454,17.533110126755652,13.55539764337674,42.011823304083954
34.93923453981482,51.37822411624911,63.76926258438391,62.51860299800068,69.94294440788487,71.38466407706423,74.9107656582639,53.73962427515676,43.436328494205625,50.84099552428998,52.656112823353325,55.83706141728683,53.05423176059469,33.57403390242662,39.41890527281038,62.60633464420814,73.87332633951478,83.2773425674063,83.10162525751059,34.036833016771894,25.449739443355103,24.23684616749071,31.704358986781337,26.95281143837665,14.678087852624905,26.58199808670443
30.221551716818105,43.97944779326099,55.134206264728306,66.83469625692385,61.86513800316176,61.47428194073506,50.85478328085364,34.881804988468744,28.328761089682207,27.387483638960113,27.669628449077592,25.04017506950434,23.34565931892532,19.06659853857888,27.66382763094507,28.709048549933346,52.3238239641405,82.51530178474253,84.73610825824073,47.26725717146826,42.56031249534796,37.03660812169055,39.513230613658344,27.367245984822596,12.99372632691774,13.92111254783537
29.34150598334542,32.48707453764333,45.581341056803666,44.741484361158186,40.79949136991425,41.409057171922186,30.666280107071373,21.312917409545157,18.36713695765173,20.403357149814454,20.358640435083174,16.891820676499528,17.608604120722383,18.018438150403632,21.317174455093873,21.580843981719358,33.25606962551168,73.68581634898803,79.40167652947629,74.095740913941,73.6990870530664,71.80092531917384,45.7353205028404,26.664411190091258,17.680221089854776,17.131856842598868
29.604661525246797,33.0743782444301,39.64047050094991,26.548030479430434,25.043953656769222,24.98177984390106,22.060354441482133,16.376934293186142,18.64869802840955,37.61070965125052,36.88866020217879,19.504323537281426,16.315825873021367,14.01031070548866,17.977222377665548,18,24.16993387063841,47.54614375913487,77.03497368278201,76.81344145924962,76.82776201258258,70.69435277492492,36.418573027329074,22.96523104819335,20.237047351159873,19.887577399246297
28.040450361219573,29.00849917663151,31.054622472639824,30.75345124254908,31.879586688370942,24.650663122173345,18.076543224272854,27.79894475682234,42.25791363518364,42.24345884866153,42.11332918641401,20.34655795864579,15.702910445791005,16.01035126074358,18,18.14555902074571,22.643622754515775,34.94375010307692,70.20752793118487,74.08502481977669,74.28068461322893,73.1656781792011,58.349242914777676,28.952787234285644,31.678104970112752,31.787218688636532
37.3115031864748,23.074428419189704,30.886766641261918,53.08686176573817,50.054693979126185,25.21413748350288,24.8413640414039,54.26981286410875,66.68702047120668,39.233445895852284,23.81451900682326,16.465150467135267,15.897172657517375,18.909735763792426,17.403890371938225,17.69838376345781,22.101368972243417,37.789468313143914,50.07244787665904,66.18896340129326,66.52040579761535,69.3797106426603,41.26383384510485,27.107908441539536,17.08008806408738,16.89119796269172
37.41640350786198,22.533131187581102,36.480102494478885,70.29016445479745,67.43110708782355,46.69329749434691,36.98381237519156,62.5643245173513,63.45280178993345,59.14510534714059,25.347407850565936,13.790800471538606,13.576213656547433,22.314059209258733,20.868268265365117,17.347643951619606,17.619780658733877,24.462756181125165,46.948254977364385,68.34469459050746,71.15991790652882,70.85072609075141,59.94645653379538,25.73294235899538,18.310231570752038,18.451269033308947
27.808789856051337,24.687673892767528,37.40965344444702,63.859228296799735,63.93553713246595,59.87671069302926,47.87787315443708,56.75055430376544,53.879172054128475,48.50121658018823,19.73443720745715,14.095148894740973,19.81035395235185,47.2225410229226,44.106237424869306,32.48503003152362,38.044758566934284,51.08327469766951,72.82278111280195,75.628045075505,88.2647001409589,66.23360729365001,55.141874652498416,33.77715079070618,24.944788088651688,23.99425749201842
48.647785659558636,49.494683171100775,35.18720104278035,48.62584839398406,48.02357266998285,46.06527516113415,53.9133632196877,66.65455773238753,53.10811914001615,47.05354919114363,21.957465611061835,19.18847921611161,45.45863677268958,78.49827521222653,76.05906157968096,68.6581354797715,77.72846575064568,77.9327971625327,74.9841948780364,78.12094192981957,90.48861713787736,86.69653000971256,74.39109950801543,63.71723890032676,60.443721524736965,44.4339610498469
79.16961027421313,76.4326540935067,60.6756880000042,64.67399313611526,62.63788615964293,59.69648278765474,67.23134171889565,77.89881018684869,70.24879721764756,65.92379602578711,51.06272733216002,49.87208550800272,78.41172406134484,84.92923980577143,84.79447861702866,84.05397761707839,82.42497651681157,80.32748343178068,74.2100315943233,77.00307301756308,87.5216605076795,84.68997267521166,72.35965603545345,60.90827660740522,59.8925945260437,54.6573169854389
89.74933547472234,85.52584277571853,84.3657535893654,84.83879293365897,85.66652351751475,85.62633061014392,84.39154475879094,83.8351470791147,87.08421357049453,88.60428920322573,91.68377489840569,91.0753472214528,89.48831703041066,85.77116397419532,85.17534489141036,83.7323157329572,84.28790929231157,85.45862737557411,86.40572061321208,83.9037192657861,76.97828710893062,76.30646794640928,70.29527138051054,60.71354631372394,60.752787128770905,64.40780943031409
88.27656489058478,86.34129537157834,86.69106617093746,86.1923844914293,88.01628550198785,88.77182918243113,83.27467836480272,81.31584640349008,82.16931127594327,85.4052173260167,91.40790369663513,91.83687175085576,87.2876466303456,83.21452807011617,80.68159398381619,78.9962495209902,83.25479085202016,83.79244960851901,85.17335692347007,85.44068407192486,84.26230894891232,77.45530918501287,71.44721141048383,68.43331694862283,67.76812166089086,69.60093736355799
82.23591176124636,81.397354040148,78.85600132262309,79.20095374149015,81.59210157438054,86.11519569908644,84.43127345256401,79.56665037222038,79.4799568039096,80.50506536507645,84.03526464156252,86.28440009731895,84.67601797386526,83.67897398949833,80.48858834727834,78.54635549297903,81.23195390394508,85.26812790903455,87.72610342366724,86.90557348976552,83.2024739155501,81.97704236399214,77.64130570728219,73.57158086030469,73.02538707273386,74.32239582034136
