V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
22.1053367474002,10.733766924581758,35.90122496009302,45.10975789419251,32.555420118893736,31.458539501571213,35.410921949236865,38.69499839832663,39.18582327519046,45.22745043013078,45.61041726267391,41.98091003841736,42.4492269499566,44.12746609421046,46.14056304628485,47.81116918346961,53.82437857452712,61.56882004773033,63.693591304431024
15.356221286033465,0,11.93513822909425,32.59086611643403,36.821227768665246,36.38847692571974,41.73463822267111,42.0915640913939,42.57449306439729,43.52580173634405,40.45262880616215,41.922791344432625,43.07904234247521,43.751892630062954,43.95021111729449,41.64284794289211,42.32305796491973,47.20819811338686,55.18815418015481
0,0,0,14.408283870996103,34.90322840626501,36.48521584470702,36.76285257895231,39.70126307982181,43.53216990577849,46.44959233926093,46.54313789841504,43.49018516312037,44.471044222397396,44.70017000500669,46.190123434967326,45.716004321339035,46.31195428386184,44.077316994051984,53.81700660940482
0.287005114254069,0,0.07589203615119162,16.936095150816847,36.67305429749229,35.513482487294034,40.243840540338454,42.038506143550705,40.838404966303756,40.96993051716335,43.94129510043348,46.16490800834504,50.3554887228203,55.70383006418962,58.338636458477026,50.10652211747738,46.10028631782144,46.23589880850052,49.776537945124666
4.739287493187905,0.23160452927059438,2.253093311176674,16.757922414912304,33.10673800794701,35.506362068301435,40.240281651120824,42.409128224599144,41.38067986513452,40.64150641810873,43.614015668647596,45.07097675170164,51.199625697425304,60.91659151208816,60.21408856897796,53.883220852233634,50.51095172862387,47.06090179664005,49.10905333320361
20.787805148079553,5.287744230395894,18.382423077456743,32.75701876923744,33.91481642895775,35.30802081845776,40.16283234345353,42.306052058056984,41.10876963849288,40.9364367847886,45.66046153089401,51.411908002617295,61.46470644512726,69.69486193720617,66.50188480110842,59.616855352713046,53.700702865750394,45.209978083241204,47.13726606325435
37.88304940856941,32.71754641256017,38.63950740991353,38.43305627835855,31.686315472446594,33.88283767314785,39.414740634228366,40.875990458280526,38.55803048814271,40.675485542682516,46.532857728416914,53.52260110570154,61.86209871442162,70.78310351185905,73.51856261290587,62.0140859454675,55.3685567971861,51.725746030302375,54.63696428872905
37.74412372240121,37.47251554051098,36.02299410658512,33.702549338131206,32.81364865393879,37.560539579940766,39.18074812650556,37.12062180612389,38.719885707916745,43.094364494645816,47.7204365778361,50.43723144937875,61.156645510752554,73.7649864123033,67.71675745313213,56.252681499661534,60.13565270205303,60.89171665342022,63.50071939065673
37.00734972017731,31.76253096935068,31.062778654118233,31.973678330270943,33.80110331553561,37.49515714320397,40.158086250661356,42.739147702836576,42.86249939591411,41.971550215309925,44.59422472157371,51.23543531500694,59.99903081283988,66.27265606461336,59.04817273728854,51.55864924965976,60.35601300458081,63.489715791799824,66.98378348755472
41.31541801762397,37.582523187939834,33.00273319068838,31.418173848194748,31.085558089202753,31.008334223905067,31.039215837982265,36.973074436675354,39.89249888834986,38.48448626751619,38.71438569885223,51.108065548744804,60.78111620968072,55.32335781606374,54.186531736808675,50.26144913706289,52.088101760039066,51.2904397002655,51.72430028566545
38.42729094081151,37.12362041886267,32.94523982084906,28.91823617676389,30.009568621107253,31.738906625680936,32.839532045851755,36.824744486971504,39.001259760389104,38.7548313824673,41.91680284726482,56.51011535526372,66.41258271435369,55.27065143309821,44.92238869223445,32.281769220898425,37.24438253537861,45.85503125492583,47.09184206413482
33.2797448897429,32.591100517167234,32.78213317094655,32.2932618324628,33.30212221319823,33.343748724127565,34.6618761460893,38.205221932321166,38.39179227611801,36.839843873166615,44.10343116422273,60.599305959093584,73.2091830341968,65.83753716723322,45.762582511820355,26.01222372650021,30.556379874160562,45.81269457185627,48.44911994635264
34.2909662902997,38.594424879498945,37.84946597263368,36.390905332045406,36.414582952574406,36.43977354030565,34.980779224060356,35.58503702188328,34.169894617841194,37.58644660895602,49.98635369184966,62.60675483715624,72.07440183450073,64.53011981518634,52.91561541359118,40.97142982050215,43.34535921403052,54.153773992870455,58.067485084368606
42.38766896184702,34.81641972776825,34.83612482507141,38.50208108039183,41.28044099580522,38.061063190476375,35.067881415435394,40.355529139204585,40.717426804569854,42.16137107438923,56.684664838568224,68.43414033605137,65.52724508476634,63.53703600611382,56.528583825952055,50.808772580576765,52.25255299029013,61.10586725600844,66.88594428820329
