V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
5.131372993768936,5.230644800780263,2.1236521933549564,3.285262104906202,6.593842516977321,7.983956646449765,7.128781887597822,4.495289712744495,2.9999999999999996,2.72047883769287,1.5358196343055774,0.299435895624424,1.0294859101723517,2.4185888661034687,1.9999999999999998,2.5320585751844487,4.8591536067098176,7.376163980447899,9.805042820880615,15.231511058893428,12.380326839807447,9.397674742094772,8.30684228869562,3.9999999999999996,4.092577401671239,4.196665316936403,3.887877826702354,3.986683697047043,4.518709152195853,4.850222539590697,6.456904477671773,9.102708778129044
6.810363354878608,4.380344809700367,4.8027491266180515,5.395500621881964,7.978477013337958,10.964156636346722,10.749507921292771,8.181748568430852,3.125788940783679,3.164767067893936,3.0977660410685046,2.9041179872132044,2.2329239528917353,0.7848896274566195,2.449727927400875,2.664438360893353,3.7118845620791716,5.408023070905394,6.079065240757538,7.509209388291183,5.709056544109037,6.256453079251942,7.247980592590746,4,3.693599694321575,2.5820346024287804,2.3667677887355847,3.0640956620567583,5.718855517452739,6.842339458928982,8.756469530569506,13.84991710572422
9.374315357144061,11.317741586375014,11.5122799873177,11.659314350600424,12.058921302286237,12.968252598272322,11.57163169926832,6.027861845301382,5.961998185296571,5.754730041413549,4.4023468545145255,2,1.97838167822457,2.53295371478728,5.291955260894905,4.945678090181802,3.915731268439483,6.5998441409575666,6.186178650671295,4.230878800386956,3.01701262140546,3.2073148118907255,3.709588401716976,3.691496692599274,3.4297457425503706,2.5862170429895786,3.7256567702212866,4.4276219312210765,7.597148965406391,7.582771612056055,8.3684303146173,12.602097935807173
2.493119120121862,10.624635642425382,12.926401914097694,12.342217785021269,9.879785077779195,13.980200584272323,13.06515949793178,7.483104926842572,5.000000000000001,4.984230294821671,4.430467041337361,2,1.8837609268002962,2.0708286456499514,6.8579538498724695,5.927054106827763,1.1187262639376496,4.60771095588748,4.352291879200352,3.22204783308105,4.498093091580927,4.164895385728277,2.6750750905485448,2.390867924709116,2.3122243682844683,2.1493512195943953,3.2055540988780433,3.80064383508991,8.190444495779513,6.586712754744801,6.4983463313180945,6.837105618512002
0.9149185508028996,2.010630113528495,10.232565058660892,9.840667487665623,7.001449394037438,6.189799459692992,5.830759808856048,4.07950890351554,4.909559765336873,4.665499511970053,2.905563971723545,2.0840933452905315,2.210568072177055,3.484799406133163,5.723770263609304,5.419320166991582,2.858234778801628,3.1922113130578267,3.2102601105904593,2.9614134826526364,0.2463826793622835,0.4369679011961711,2.221627476119862,1.601257933100124,1.555275941924164,0.6192245244688528,0,0.3811579164001452,4.946450516111132,6.409346301383928,6.427494992575345,6.5988087886393485
4.3492275106061475,1.7493080886348986,0.81445088537312,0.9120381770505523,5.088432829033043,5.027650251079996,4.837639203293952,2.000463708924206,2.0262195072964517,2.097636413799566,3.0621743020096943,3.0801641860477003,3.1823081348933138,4.7308399519228725,4,3.9164394301088947,2.2653986884572808,4.376556605094806,4.378735630418577,3.4588129003168273,1.242447739214354,1.315185962891842,2.7114845857290586,2.406615811799476,2.34793266146337,1.6146995492203067,0,0.07541053508270057,2.742969226249096,7.405405556344456,7.382044736452353,5.718396729875293
0.6443331028593872,2.9491448412384536,6.402421950578037,6.544063613463394,7.819061257038831,5,4.974231308886398,2.0200934526480885,2.9999999999999996,3.005137521413673,4.2317466924425275,3.7712943246370445,3.717050973097535,2.664426811962566,4.256315824554708,4.29655087825024,2.510842689958426,6.5254129081245935,6.607179006666935,2.262753509361433,2.238512997618895,2.256585481246533,3.087349922530403,0.7445368041131296,0.6891471243465478,0.6710413451126377,1.0337029468146148,0.022747899928338644,1.2060015312253702,5.4875823593108315,5.891449881596571,3.621619941739432
0.8748896509675602,9.83411977206005,5.355948894026048,5.142738575962345,5.15831066459108,4.077215283434478,4.017553310967063,4.960258555735957,3.195759004573676,2.9055702487636315,7.34793075577217,1.442253875095385,1.3523939247639984,0.5863502559343302,5.602837156968745,5.172247922886783,0.27392585737238695,6.963766530086073,7.40094109612725,2.843237288689288,3.19221889076702,2.5414021604879333,4.508422049509124,1.6447119528814182,0.9611972019826045,0.9750626704211471,1.9058839240846464,0.13449521914964502,0,1.4854103521267703,2.894551142314472,3
5.944554646870475,7.353210418376497,7.691312204950589,5.23583397726733,5.000000000000001,4.964039334132667,9.434201503032142,9.982060210004562,9.009528133369177,0.9417413836825487,0.2015597457530479,2.551614508654771,5.168383811574884,5.521893960378298,4.951625812461652,0.7489319319202725,0.31688511838463385,0.03710301571056989,1.7624227503493999,2.062906186362753,4.619456686856589,1.8853037007336,1.5335896515440557,3.5997868871393792,2.8227669490265526,2.6789166758750707,0.9126238598637681,0.40005548182975836,0.37544673179408516,1.616428213596293,2.4934514794631406,2.570114951743351
3.993028037898034,4.345147384736117,5.158974864835327,9.019336120289816,9.69356537305821,8.957463418044645,7.328118932799676,7.022349436314817,3.557208686266309,3.9062278070809935,4.092924422177741,0.6008877072962509,7.897136256595903,9.095957707029942,5.041772801872986,3.6387777216256776,3.6996208356585303,1.6229638995150535,4.307744115686165,4.748113591638271,7.4666777577291885,3.5953525048882686,2.2964072383893774,0.9536485842964739,2.2858153915481942,2.6342919135771936,2.112345352426375,1.756323146981113,1.743014856145996,1.8221615206534636,1.2871461222402756,1.1481123890271152
