V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0.7577754997987893,2.0875879023567063,1.086016865101928,0,0,0,0,0,0,0,0,0,0,0,0.03083482582320097,0.13212925189621116,0.17227768552152198,0.07481759813700972,1.2122516838911823,4.988990555924884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01411787286544431,0.0036293239607240665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.571355231527761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.469267693816839,2.665010753558013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.909889040329427,4.96477562172884,1.3801414219684593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.97029249921925,20.591798356843945,6.156017817792906,1.4285847115153085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.51130470155069,45.419009862807386,16.78752469903661,3.9137374497310677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.94597772563476,40.60706451922378,13.13180040642553,4.065379245063832,3.0023713986942866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.564533499172335,18.792619337511024,9.058151748700544,4.180034104431079,5.110454695461257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.834914831184882,10.150498668172999,10.327636526004795,7.0723403230794775,3.9041764910453236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.522762822704207,6.6498293810734985,7.131372551171143,1.212949977093841,0.5405147705747849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
