V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
68.73056705887838,97.49249605918752,98.04763196105634,96.83857091119464,96.78352984502756,96.7180470887194,93.19353075575243,72.40371829697254,37.32272433275752,16.68097067964047,9.286838326728258,32.192875500765936,73.19344099482483,65.08565079685988,66.80782764016999,95.16925761524581,97.47458778507425,100,96.98538811938892,76.76447482037374,63.167619676262774
41.97607164520754,84.58923311481847,96.50670452218006,95,95.8291517570122,97.28452550314815,83.03270999587669,44.098879525243824,20.530474709855934,23.260227715844948,28.30693093701386,50.5521255424388,83.60844586386435,71.90822482907316,62.34921573547764,94.17937131741307,99.2096746038149,100.00000000000001,98.90303113880617,91.27537455213452,84.2325862606204
43.476173837416596,80.74794525594469,96.28159475303086,95.22800237415616,96.0278639161381,94.86455860123789,70.04475090270212,27.988256409487473,28.47360001528847,50.884423370771444,71.08767905641763,78.53179566871698,88.34926391712835,78.04635402316723,62.63706782506945,93.14346757402166,100,100,100.00000000000003,98.10305583338847,82.4638464908045
59.52610364318126,91.11633662086494,97.3711403173505,96.81207272525027,95.50738081093714,81.92179920567521,52.45766301748849,42.73221571670528,60.17530878566225,80.44022487596509,89.87752566041465,87.77663622138928,83.17485195987109,64.25409642139508,60.749262164493565,72.00584619651863,83.18775629898522,93.85628847949957,98.64015280908937,98.48371124270996,79.57480792372722
60.87095480783058,96.45561294990723,98.44146330330068,99.14845752831191,98.30100086052886,91.49549046896614,80.20103888348919,81.69836311776959,89.23751323421072,93.81302287461,83.56362246716077,61.97889552523083,69.79508877528713,69.18964325111503,48.09503834253023,38.80479612511592,36.59596478540299,57.28395704314917,92.55115412287002,95.66009281766785,73.94447424786924
60.14033927119699,96.68687659526401,98.25112254820942,99.16119001678405,100,100,99.19397263200489,97.32377352915466,93.83668339999045,82.99392869652054,65.29723051857702,52.8577676357718,68.5456790223546,78.09358128827115,42.816204893005875,29.225678028214265,25.774055437824114,36.69300841953565,75.81458529952033,97.42582551967142,80.93436835597707
64.6931695076196,96.68546804604155,98.19663358047418,97.40535341533307,99.99999999999997,98.68430030085673,96.06799878135384,95.79631344779446,88.04303853374226,68.26860606951124,54.94533680851435,52.683806678183316,66.36222817124214,81.36679938255405,64.54553894820141,30.115288909698258,29.612846019724255,42.53423254743832,75.13232862595659,98.64944759617208,91.11778348517431
85.1720920513993,96.45555551954062,96.63511492421569,96.87954219198083,98.70773102487887,99.30108670468155,97.38770704907111,96.09812414535892,85.57633499539617,64.89053987642124,57.37588572787361,47.37909401742611,57.52459997861577,64.88613069942542,55.863432079054235,32.64825761021994,30.46010222927568,42.00684647430247,69.77302335183604,95.59001848120883,89.87070195752142
96.96788488705648,96.12624306180714,95.87525068619664,96.35743072408607,97.54768055664276,100.00000000000001,99.01739192336231,96.67247768789146,86.17236411972986,67.31569294738843,61.72445113384315,44.65707470187132,47.911694998734156,54.49257286040109,48.12369721837119,33.49303163963469,28.31251774978435,36.48864094053762,56.135860764590966,81.16269373714839,92.21377964971323
90.84912885942288,74.65212392155942,71.51411089200106,76.6578451981699,93.79643033095296,99.11554265335621,99.24481607772162,97.12581655005924,86.65364362483558,68.93678172548307,65.61735525772477,48.67810617723796,48.9864910077137,56.070492785348385,53.069266417603174,43.5959218872621,38.80580966753203,38.448155034154674,50.326805760496484,75.66731620039779,95.36141625020407
87.55927011365144,65.2243482448275,58.778888875567304,62.80623755516882,82.53868166535763,98.63411958602882,99.78323772477805,98.27076202771084,87.01647961940938,68.61383834328888,67.07381239321063,56.915803123535596,52.53879053727016,56.343367319577894,57.849204679129926,53.4029738601581,48.021521957722356,42.77305782490018,49.29865450960835,70.63791081399506,96.91100037079721
85.83761567355778,64.6465942838091,61.46130746339172,62.57786973332451,74.26113714390829,97.72194250320452,100,98.95965125319837,92.10337440970665,76.35150277823796,63.6143621592724,60.98705190606379,55.15415871004918,55.74499470664112,56.46045356004248,62.67658266941743,66.97137757873264,47.37882831978772,54.18769044580364,69.955471856837,94.10536775124348
68.92023497986384,59.5016479807805,62.01159102281167,64.69211787466342,61.26196821255162,78.21452112005511,97.35703720986005,97.03164080097642,93.87760851961659,78.7073174765785,58.26769323407987,59.235743165116915,55.67969685261974,58.40178576565604,58.411708011664,67.92572310581018,80.10790876190157,53.660981684664655,60.233761071036305,69.36002990618935,95.14311254443766
55.97983716148119,54.2310460562014,58.772124321514035,60.35968132189402,52.160167566599434,55.7920732829809,69.65495466886226,77.16869035924441,83.57399319926614,64.6560486992843,59.96879684319068,58.59313762732711,52.48283369495636,57.52647369439042,63.16527832308453,79.59617394357437,84.72087524240006,64.26627621695106,67.81193059021562,73.2779754691062,88.59225398644833
60.16210912315407,63.006383443161766,66.68149129106949,66.73580602229754,59.49078054910766,54.813553458122684,52.81961896968543,54.98023204926871,58.706546758256515,54.327484892576145,59.39929011867843,61.36322288449175,56.94511291641284,61.08777241545976,65.70756241687285,68.39147591515055,70.97574724405375,73.88511671845986,81.39684615948177,89.56636028831774,83.34027297629416
