V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
2.1999016562477145,0,0,0,0,0,0,0,0.019733574591611607,0.7650348352800989,0,0,0,0,0,0,0.0012133469793514666,0,0.31609202883311655,13.693762774690196,19.079303568017416,19.96967823773063
8.241598724103051,0,0,0,0,0,0,0.0014617338184321307,1.7450565277453645,1.774179548028279,0,0,0,0,0,0.004362728066451366,2.9846855858308614,1.1725702732704866e-4,0.17166791906455375,4.113561030233157,19.354806076576782,19.02385506263522
8.611749787509387,12.150367461090575,12.475022355789513,8.828229176472696,0.18342951642801314,0,0,0,0.2502242170164081,0.22448138708198812,4.4290576340737875,1.8927527859025162,0.037388354760283495,0,0,0,0.011140388757770063,0,5.721872928027409,5.743150355305998,8.93468092014721,18.660683141707416
6.6918318052893335,6.084257311231292,17.06930205131352,16.60701833369253,13.89602898519763,3.7504122724757796,2.5585156854768947,0.10681661305293307,0,0,0.4649406903106857,1.053673647665986,1.8348219235237104,1.8989031250976947,0.07943784667118765,0,0,0,0,0,8.353672703481385,16.163939084539717
10.230983921695133,9.870965292621412,16.76646022184393,17.205351379122696,14.734662261793556,6.208849094863818,0.8041619555141961,7.250671286128729,0.4921633552928526,0,0,0.07664180886354524,0.12840372573549075,1.8813691869110958,1.9338418499120047,0.12233219726517963,0,0.0021057211855949674,0,0,3.5341105152914833,9.195605914273061
19.295113190905905,14.721106787656765,15.348964643917622,15.411157769952162,16.34128849325281,6.88058687900603,0.50411351024820406,1.1859017037177344,0.09699811546280951,0,0,0,0,0.09348492321691397,0.07103255034691552,2.6972689235413627,2.986516610234784,0.27293996644636376,0.1261320101004602,0.017589426378575274,0,3.3976296879541783
20.05672519401905,21.040228507139794,21.926994516657082,24.27942942120541,25.056059436758744,17.622741798684803,6.293166514610718,0.5401818264012289,0,0,0,0,0,0,0,3.5619488866092563,4.88607601219539,2.3665182530594375,4.699048495376409,0.6369090250128173,0.17221576979686057,0.2188753141912159
6.380857884112381,21.549267858197894,23.291912608862543,27.90730655537356,28.61877337157651,25.984256845808034,12.897225380667706,1.407240552627114,0,0,0,0,0,0,0,5.20657672360308,7.733209492250034,7.0786923746808625,5.1709325062040215,3.16396604041416,3.1853756540600697,3.2908822595227982
0.5049441547017761,12.072820009665,20.32697284924053,21.79082353499289,21.717568157108865,22.685421798057003,9.297859915084338,2.4719593377802083,0.2570702534091269,0,0,3.1277780091638063,0.5506026906517766,0,7.3940735321972815,1.406486742880194,0.04005867973273489,2.583709659535934,2.31325693562797,1.3314334529602163,5.9540795596239535,6.710068557821549
0.2522702330558545,8.509388336900793,16.59373410209941,20.95220840679114,18.92828577508344,18.64327379696909,13.71800932164038,2.4083057617993195,0.043656511005877786,0,0,0.2756798049111672,0.045539586708584594,0,1.8743937197881868,0.3624571966972747,0,4.9364728838160286,8.275797354638367,5.442030705856894,3.1485840858212595,2.7832640248450837
3.5011925090536384,17.36569360539928,19.777027844674258,23.43013572262935,19.220681094234177,18,7.95930919483285,1.0354690260400745,5.640473193932457,1.3467785416391276,0,0,0,0,0.05941940440383382,1.5934748896087276,0.37815994235683453,0,0,0,0,0
15.671221161410289,16.60566636363489,19.413936394624038,22.693203736362058,19.77428081256719,18.823902830657822,21.037581250514503,4.635834973993927,8.369466933904745,2.2512863913394376,0,0,0,0,2.278485871009899,6.056296599448858,1.473939679099353,0.014236687521549366,0,0,0,0
16.806414078927215,17.50611193614191,20.75479424509028,19.019362613036918,20.04366887793153,25.07355170850992,27.293014554566177,11.653317269472135,2.715370763896154,3.011364952392862,13.283929898287466,3.8358363334630874,0,0,0.08551895143172225,1.632745297045522,5.810435827566424,1.650251452964305,0.02899785692599183,0,0,0
14.301845978565972,15.33560856308841,10.39054621804886,7.159745841849933,13.70442837338333,22.514199287270696,24.644479644049998,7.1039224147295394,0.2642580197811299,0.3426369598934149,1.43485022292196,1.0666546431200237,0.23648327178963735,0,0,0.03264571772700249,0.036499884073779146,3.6953941630370277,1.276213755782729,0.020441700905691442,0,0
10.545599858245861,9.292429619106233,2.945892914582934,0.8874809194661412,2.3024275511678542,13.35928535027562,17.29078141158454,4.717412790019245,0,0,0,0.060950859313051976,0.018869574609953685,0,0,0,0,0,1.413652735302767,0.7317442689228817,0.10709336256881079,0.4632406571647308
5.000346671628445,2.9804212165405124,0.39603633148428785,0,3.4122118846084826,11.568247812646586,6.058692912770367,0.6920728044968363,0,0,0,0,0,5.328490482939894,2.2820845319358076,0,0,0,0,4.726416713754947,2.313415335881751,6.068106524317835
0.8687692204435357,0.37828947541066876,0,0,4.649758804240449,13.4104116942421,9.243653650343818,5.975447956537375,1.9300808602394872,0,0,0,0,0.29243229238548235,0.09679863061890902,2.0002845576132953,0.9470190471068423,0.08982343054522286,0.07624400165119345,0,5.797874673365653,2.662974845138659
0,0,0,0,0.8936629016887384,6.227153727100992,12.538585942317589,14.680668128922305,9.614161696115476,2.395099740061467,0,0,0,0,0,1.3368452029119382,8.552448838291044,10.673043131494428,3.394051197087355,0,0,0
0,0,0,0,0,0.7968170477735719,2.071174719331583,2.3491218235670543,1.4290168755808264,0.3336452204360164,0,0,0,0,0,0.02947832726081717,6.4100709760161125,9.930423993945048,3.539340645468291,0,0,0
