V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
0,0,0,0,0,0,0,0,0,0,0,0.5257197885361377,0.21842423110672807,0,0,0,0,0,7.062610436854378,8.311763153615615,7.693322557692079,2.267714580947574,0,0,0,0,0,9.73092948027756,66.7158527433739,88.35352912580657,55.88991956194549
0.45615659151102644,0,0,0,0,0,0,0,0,0,0,0.8776239651758779,0.3845769221485258,0.7894026651549578,1.157954375643307,0.36136755612615395,0,0,18.336825117210466,22.350478616812975,20.545085217340223,8.713392896327615,1.0749148493844354,0,0,0.3158628668671341,0.4626791570560641,0.14440674016931454,53.25865526666827,76.96408325801599,42.505635258101094
2.5738377608923093,0.30104186267938093,0.09918948128551962,0,0,0,0,0,0,0,0,0,0,1.2651364521029067,1.8517188641479494,0.5935910490562405,0,0,11.999207973166644,23.593746335589884,26.525730612261786,20.95155484378237,5.974159214046114,0,0,0.3693391853601258,0.5405479754282488,0.17355851575807363,46.90783425960646,69.38135141976849,55.0147795606382
8.688449722410704,3.382564146958971,5.985695485584059,2.528164329665188,0,2.55788590632594,1.3418355166075961,0.6641133777024015,1.0249348730703844,3.7990350127556103,1.8077855365853819,0,0,0,0,0,0,0,0,21.390203312925593,32.5063770373041,39.44837509223616,19.85456052144266,7.864911208325536,2.7273052463423637,0,0,0,24.65576625718591,37.17186418502597,70.88679265675188
38.02043679260178,30.505752224379762,36.16538651329954,16.97893163973025,4.699953278814564,13.135064948574446,11.191454397777743,5.7227500064699885,4.692111155419228,18.649333774711838,9.489500343461048,0,0,0,0,0,0,0,0,13.676510304343484,21.077853045712587,31.72209655553528,20.054099142683718,10.19315868591575,3.6159492867880787,0,0,0,19.626861337627368,30.894347495351873,75.24112643274796
91.39006156498957,87.24481019615955,82.15044845982632,51.68392686947349,35.77727306300671,44.01522187964892,37.77070166176391,18.523577043338893,11.016797084447834,35.06114456403246,18.45838393314799,0,0,0,0,0,0,0,0,0,0,3.6371834640755067,2.162942560868044,0,0,0,0,16.50228647730086,45.98696020352588,57.629576604654545,75.76448892404463
100,100,88.20716210636097,68.73837507282096,66.82080306507285,73.34832646809033,53.62991895786584,27.900208808858405,20.319772925807076,36.978766545857376,23.38587900205917,8.070311239281766,3.2107989677590827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.639077791464256,56.827759998634264,68.65904251852855,78.15166928301676
100,100,78.69457978560114,38.602586676553095,31.006951880925932,37.5617884001996,24.54060380383195,21.783553081831137,26.01373475794845,42.24975904607284,49.04983310531133,46.29323441768129,24.49410333801014,5.100521979002336,2.199845319930364,0.9135131442869101,0,0,0,0,0,0,0,0,0,0,0,5.188958674875385,27.283544285806624,39.76188041102449,54.519072680509055
85.98001624329041,86.3716573718406,80.45979597233423,61.77994905724263,32.7223187888518,18.546367115521555,7.825624195647123,9.42198452877046,16.187207031551267,39.70692732016565,66.31285060147886,73.12256227470644,49.90532351345908,20.19582194101035,10.72442754081515,4.593560492265744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.547838366867296
41.91531948855712,57.672713051756176,67.81285805928013,76.731457611443,51.16447028400475,26.049765102156027,11.573907365109203,0,0,2.6296684598065942,17.490338350204226,27.351401375424388,30.475338977554685,31.661684487013865,30.886411611135344,14.150825608780615,0.32975229586554655,0,0.42985195678109445,0.7839886963251465,0.7967590731927423,0.35893389162003897,0,0,0,0,0,0,0,0,0
