V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
0,0,1.6298594773333377,12.586902409729856,17.50771322184517,15.446559183057472,8.614071229493439,34.49040437164149,0,8.559533752027294,56.798592526441446,26.43251184965423,22.596496812927604,6.747821163745474,49.540324642394324,52.94510719043169,30.762681365202543,34.93764394575042,30.06906971065871,0,0,0,0,0,7.728770534196797
0,0,2.877745824810326,21.705505325264287,30.54373963114416,26.386817539950425,6.189467805506327,35.74992486259645,13.309204942097319,14.006827081304984,53.82885619698962,42.9628588996702,36.909464308009674,3.0082067010837106,16.629034585686274,6.6807936862665995,14.463220765606627,12.214371974275586,10.471006790872808,0,0.18367927316986385,1.0527430018545505,0.09028092774848413,0.604827227908255,7.029589912780528
0,0,0,0.38089650654358226,2.538202302383647,2.1399224883094896,1.731804611526449,16.14799462528861,37.39976910107052,20.170893134517023,54.464612846448865,20.190155754817216,17.670595048876713,12.757023230289949,57.57600587458032,28.17085648196394,0,0,0,0,0.42078388848917214,2.4401151892533597,1.1016595144608912,3.8080639122017166,11.015211842957138
0,0,0.4539904139437399,7.997633461495303,35.56077039016238,29.835945253615908,0,6.346955029914653,34.55090961384788,2.75224323462697,19.103627484085454,27.407262650055003,29.92490402349388,22.998681181489644,65.02325457300097,57.9817762766825,6.523143380444015,0,0,0,0.1958036245918939,1.930960552446534,5.6302111217150035,5.597803767683581,8.52692387182968
0,0,0.8091561030610047,14.369170953140713,63.29118873641262,53.31330665639305,0,5.893634331904906,30.86299937399407,1.3536401780198906,4.770919705007776,7.6345323752917995,24.190981407713394,29.64705464802092,20.641682727304815,34.16105679806143,21.973126738275873,1.5910671200621418,1.421041368845482,0.9291110759607939,2.870879215277533,7.1528791441019015,15.944192148097132,2.6928472047473395,2.2269336385312215
0,0,0,2.4282053807481008,14.734120240904357,12.351138845835905,4.749815609899041,29.589832700086333,31.604915032876587,13.434140793768528,32.68401805187459,36.24509916109517,55.71902713766862,54.85878932115287,25.110320303185834,28.705312373519465,38.433560920510836,7.220005551120544,6.533619622638007,3.62605502433704,5.4222847704423796,7.609859969304957,18.801941032750772,7.211183201058523,6.003828621040176
0,0,0,0,0,0,10.110205918387027,53.40621566086675,26.646447170690905,32.61724369269469,54.43852164110887,61.205518159949136,93.53852066510957,89.74631288832138,56.84265293965663,43.79924395426063,44.17451017730426,8.207111417018087,7.528473621285005,3.4208282486611137,0,0.36450918960522544,2.099359330114703,2.108798419237953,1.7476555614524305
0,0,0,0,0,0,2.0738041524122357,10.58841346174574,10.713266428607668,33.25090090300962,20.59889893788809,28.845020305702064,71.26118369951494,86.46196306758964,63.75255664830536,64.22668196532997,0,0,0,0,0,0,0,0,0
0,0,0,0.5251436963232282,2.8493869993669363,2.693909965063267,1.713580832636779,0.06343246759785366,6.87951993430481,32.227368557368216,15.38398037520469,20.477046434438137,45.21026980567446,48.53034882488586,29.253896255682644,39.12085598658567,0,0,0,0,0.16897648004182383,3.4139618886755705,11.65599367240668,0,0
0,0,0,0.9662441479096353,5.159177447744388,4.941200687514841,3.6975044737507594,2.885415101636624,7.550373034051153,27.83573693321732,37.74001159941484,40.531595688899415,42.88672194881636,0,9.177351057031395,39.70175606326284,2.6485651498099196,3.1286627752523546,2.5078252079757024,0,0.6868547740681596,11.890024196623493,38.125214938025366,0,0
22.904183588398702,21.22622551838742,5.653162997011323,2.2826252741652944,2.8322594835496675,2.8058569650508627,3.3211392905705672,5.52401152361199,4.888410574407985,12.894524675078063,52.641019887621646,51.439979091464444,37.56632674791285,1.0452886455862598,5.959180024172329,29.110306039150302,22.51125660013043,22.47189460153833,17.973564846012806,0,0.6832326637032184,8.99841182041658,25.470643640295542,0,0
39.54276865497826,36.97160221462623,9.99464667306582,4.119284011420305,5.176302206468148,5.482076573978944,7.8459684672606915,11.161673426134232,4.077545795491961,6.262048792421767,31.333944501597063,26.621591460486357,6.612258861346792,2.1631236228865487,0,7.911456640721908,38.81910581357348,36.017211882296124,29.385628624367243,8.066995767612294,27.815603752235692,19.917679859257227,20.250550799019024,0,0
0,0,0,0,0,0.5351006635449003,9.342361171119947,31.161099677441754,11.915769271999334,3.076234601729765,15.023373181132122,16.49496509912185,17.342254450182324,0,0,1.1282752409308825,6.298157245989892,9.335240796458343,9.277239125194326,24.206693065746748,74.26455386625106,48.8784503606438,51.435241454653784,0,0
0,0,0,0,0,0,4.982412069852243,21.30781550427084,11.84066718506896,8.05345387995758,0.6688488567529405,8.279030576947576,28.899105550179467,0,0,0,4.881580477874628,23.01169159580798,24.14022417749972,29.834892385424226,29.84658529395692,8.972494743728214,7.800753285012705,0,0
0,0,0,0,0,0,0,1.7379222837966228,12.776480888792591,23.495443658797168,0,8.030616642064729,29.134862360446007,0.5016617633901084,3.4425042391833927,14.332896215486857,12.087844344983594,22.159249990110347,27.40151736610185,41.859213809713104,25.661910085298274,17.9188008162007,1.0019067723888813,1.4426093912331779,1.116332797095361
0,0,0,0.46914113244521377,2.0920986135181674,1.6118013550703583,0,1.4698035201762745,9.599343880616901,15.577252297589533,0,6.191741883848013,23.71946348438817,7.0161536871762475,7.96329158535846,32.72261687705647,17.027882971013252,0.7146162101416659,0,6.0820429491332995,29.751443243538233,34.79946827144565,21.942501764748904,17.93545200309846,13.826078864958989
0,0,0.7261265602014099,9.800643927086083,32.07103144073928,24.573088906363896,0,0,0,0,0,2.0014991962870465,13.161649938915644,21.474888194565963,0.7811300438603423,3.1270973734055643,2.0742473163112605,1.608411042601699,0,3.6322525489105555,23.45365586382949,52.55235683013051,62.54056218484531,54.00942180690049,41.70746335038155
