V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459628634431888
0,16.32103166381852,8.503477288816146,1.0613013814442434,0,0,0,0,0,0,0,0,0,2.142863953825466,0.6433109857946495,0,0,0,13.205110666376257
59.91545105218658,27.825456310234404,4.2121944912166125,0.11909289178613101,0,0,0,16.011904662464172,22.461640118560087,13.847485255557864,21.634034828395908,10.823324376289932,1.5233285820065319,0.1582404384552281,0.0460489573636062,0,0,0,0.739395128482863
39.597505410165766,26.671481050755588,7.224732516268727,0.657540834980437,0.6868011389068936,36.769321734743045,52.506999148633426,31.150670377914736,7.288083546395484,1.1865684459685757,1.7671022529471574,0.8516365295429509,0.11532475803112993,0,0,0,0,0,0
3.7492995727100595,4.007247289777931,14.118069484601385,11.814405140481867,13.495456144315163,27.09269122626698,20.363339104360442,25.016887301800637,6.72880796026734,0,0,0,0,0,0,0,0,0,0
0,0.14650477384256505,1.3967831629947483,1.1901410765455807,1.3070419772297315,2.2045183053711623,1.3984850184572117,39.37375404097561,12.807145244415109,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.111072962466276,0.9932421895346915,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20.965120819200216,7.170704343293161,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6.894971230590456,2.4181520756353763,0,1.331598192779972,0.43793794562719957,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.374225385125868,2.620465047785415,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.8430628658158952,0.659221201516025,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.08941528898820272,0.031183401763056392,0,0,0,0,0,0,0,0,0,0
