V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.426268310746156,47.620158656031464,80.45331853032971,66.67426738495213,22.519505986803008,3.9011653189183795,9.25719813807914,18.94711677482754,24.218693068467296,24.153672032410075,22.465869816565245,22.631529642853167
0,0,2.7344851295567256,1.9909556256635843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.536108179901459,16.36929955413906,25.48096717956798,12.144623195657811,0.7292651754121254,0,29.64074496790013,72.22345001813196,87.23856029216273,83.62864032206912,77.35672124483796,75.30080218114115
0,0,1.252107635647876,1.054378132993057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.910511398986707,10,5.127365599124716,0,0,35.21578975196818,86.13510265776188,100,100,100,100.00000000000001
0.5623523909163223,0.6766584502557186,0,0,0,0,0,4.226582437024819,9.660388428330329,5.500756926209558,0,0,0,0,0,0,0.04423286253186547,0.3143172881632232,0,0,4.222714214754349,9.86868001049956,5.679986375116455,0,0,34.34518181163865,89.80970274012017,100,100,100,100.00000000000001
5.378099228707166,10.841834579034238,6.506219925345592,4.085788764578779,0,0,0.5847844846619091,23.640583472433335,60.0438621745675,37.92751607027721,0,0,0,0,0,0,6.680160658983332,11.871013556594132,0,0,3.2999527513678197,9.127007189060722,5.869424710654864,0,0,32.480778475189624,94.98643662468207,100,99.99999999999999,100.00000000000001,100.00000000000001
11.303062317465269,30.152179612228746,26.588765945881022,24.851342946408348,3.2684866178464467,0,8.426984403753805,29.866335568944052,35.364223276966044,23.272563783277434,2.6903966130791375,10.092512314155602,13.450012600340177,9.512716216054729,0,0,14.66719896130522,33.43771303997413,1.1346352303346827,1.5855842392365553,4.379567872072064,10.98155691506349,7.890582424854638,0.05059666317490007,2.9039529369541297,32.90462549829566,89.10286557096609,96.86638366888968,100,100,100
4.683551526008744,14.836911761304295,12.378863367092919,12.086899736779408,1.5833220717741117,0,5.0126181373611125,15.385576527659053,5.404644788444195,3.537734349377224,11.515434873458751,44.84610161097671,40.878529946562,32.88403831379075,5.670551336959797,2.9028811442989086,11.950859642813095,35.89933084278244,23.699232612454054,21.95129450582052,16.807539479975766,16.46103054808986,12.421249075009229,0.18965106155290506,9.374672835953396,37.48540176771837,42.42987678501146,67.50555731629161,86.15161781493126,87.17964216318676,91.8667333568855
0,0,0,0.40486648526571206,1.6471340630773699,0,0.7258284879257408,2.670937250608113,0,0,2.871487843716939,14.30884032302705,14.694055575035394,11.42943506660779,0.38749938043187077,0.11003933007853221,4.153723619013156,21.647907774725176,16.342825950248276,15.703476178744937,12.856919327058815,4.429649287753689,3.590106781742729,0,0,0,0.23991170082270422,7.309398308355007,37.61261008351291,39.600900940191316,52.49390485908202
0,0,0,0.14322302497841355,0.818850861792615,0,0,0,0,0,0.16738303162560916,1.1829780227374902,1.2786953543581556,0.8827698219690269,0,0,0.04153265912054929,0,0.03766456959842767,1.6071104058594092,8.943840489166535,0,0,0,0,0,0,0,0,0,0.4816873647756597
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002103808851038643,0.6991200268952547,9.44833541327613,8.81631826020421,0,0,0,0,0,0,0,0,0,0.013952179273668876
5.644490002546599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.831631134583594,0.1869274389082135,0,0,0,0,0,0,0,0,0,0,0
