V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
0,0,0,3.505450454643158,13.65889711137429,14.804648116702033,7.359885839128392,1.452138794372507,0,0,0,0,0,0,0,0,0,0,0
0,0.4429743031615174,4.726111579283079,12.910159557441162,9.813971911245863,2.665763975830696,1.0534342056065817,0,0,0,0,0,0,0,0,0,0,0,0
3.8164595387469893,13.909118453634369,10.078751996096134,2.6171983044597877,1.4644395280619984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.19529948728652,9.422181589541733,9.439043362535905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9547024905336157,1.8351408605218054,5.433290918089808,8.459876116587814,0.6480028828109514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0879407895426424,0.8110929961289226,3.588950947783961,6.900830410749461,0.6717112478732193,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.35049826271310425,2.830272266359375,6.266983265867992,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2686906154696339,1.5383257443926583,2.1229262770007407,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.4266931504034364,6.9515400356536725,0.7323404246333094,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.20773854061545138,1.0058780522443147,0.10027610738317345,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.12629792992355007,3.1359691219103363,14.876050341018619,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.015146546653070922,0.4566368662197031,3.3486985389355697,7.279742146038219,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01180413715557914,0.27338267775307523,2.4500204548886053,8.351733813175189,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00887793409852502,0.49536932582583065,4.681340510674287,6.895111411905415,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.025469675231207453,1.0199878864257024,9.148940320541758,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.7283130274819533,10.259478834406728,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.5917342126021248,9.838627288250263,1.4359194575779826,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.4996421300328244,9.76970602464935,0.6476991560926537,0.04787110998673413,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.41052892186892465,10.630785539086022,0,0,0,0,0,0,0,0
