V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0260210469114885,0.575467836981573,0,0,0,0,0,0,0,0,0,0.25538334900835974,3.6355732290420373,2.1946524468605424,0,0
2.6031840383397884,0,0,0,0,0,0.2670473634539379,0.48491133530944464,0.21543287254358764,4.818081759569621,8.733897665826756,5.174254873019851,2.346192661588326,1.0424392157138282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8051275619379945,3.7264115900837136,5.724923649710428,2.575774158545776
11.858191455331013,0,0,0,0,0,0.7559883623762025,1.4806650144869264,0.7258207974127098,15.781931912828624,31.16536271403201,17.75248716695568,3.0859548749729804,0.7735322055880357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04588787994594351,3.0539519176448704,6,2.988887949924899
20.48662751495278,6.251715688739492,0.20132754980655523,0,0,0,0.5009887579820687,1.0471621982621964,0.5442549744121252,9.746076428079862,20.3556409304293,11.5719297626949,1.1462306640431656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085193802125027,6.945627847506204,3.872006905414359
18.210707876146536,25.912752968395246,8.740761007942996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.787165589210021,23.00320691066508,25.85073523028549
12.97516492093735,36.96123895743494,24.402031989867602,0.7560443323701758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2718091547333923,0.8347355825263401,2.2764338255998173,5.253945354644714,6.859674490280598,8.019334835229362,3.383743124526833,4.289828741609129
7.912031392582206,26.449686182134304,22.098532403433524,9.444528393557212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8301751383487,5.487571822710253,2.3074746927048424,3.0249638418981086,12.745699355978829,34.219077390502484,25.654152714608898,0.7716153379641972,0.7965648448370704,0.7490924960242193,1.1487682889017645,3.9572817604042
1.6145108433783875,6.622283684576274,12.384574026535411,24.416712568956825,0,0,0,0,0,0,0,0,0,0,0.6808111089729659,3.1105987485484805,3.212461946171905,3.462875907613686,3.336742903308881,0.7036599547213209,16.370497332094907,58.863329057982135,9.119215920781725,7.527563477911004,2.652629382922982,7.125041713879711,4.920563863026045,0,0,0,0.06120064802487702,0.2037003617534091
0,2.267007040690553,17.47244780921009,29.715398350414937,0,0,0,0,0,0,0,0.27568378480046996,2.0502214347985324,4.0400488967045565,4.0177507960102155,2.9384998324524716,1.808796268569906,1.763801869626045,1.6596419845796737,0.30059388196611975,4.609566415787094,21.108644675535817,2.632894473082418,2.017919687463949,0,0,0,0,0,0,0,0
0,4.4716628939646235,36.6018169946025,32.4815554460017,2.747507012266308,0,0,0,0,0.22743187730669848,2.047545403112064,2.4711551941231638,5.0373580316169955,3.5625964124934772,3.146950696129484,0.6870322073095447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6590435398592622,25.02207715802889,23.959853663363536,15.529682087547114,1.2183546369201892,1.201270579926593,0.026859849101346915,0.4670061646763695,0.664354314686644,3.4044739406412203,1.9687017619209684,3.009845480074055,0.4313484391673072,0.38860941125161463,0,0,0.5411090755564631,10.281748905875226,2.0726972022338424,2.0281426824227156,0,0,0,0,0,0,0,0,0,0,0
0,0.04333637300558584,5.27148875970426,5.283004817565947,32.57290703100651,15.458131561752213,16.036385229168495,3.0935301401527897,1.9255219606973073,1.9655763456211004,1.4890179399965937,4.1865193082914534e-4,0,0,0,0,0,0,27.82028217337015,17.496090176790517,17.84802193817594,0.15869268501296807,0,0,0,0,0,0,0,0,0,0
0,0,0,0,30.082997464396655,29.720677091661557,29.402894594269902,6.126606841796763,1.7937679596317913,1.5635187658779306,0.08508592819769653,0,0,0,0,0,1.1657140444962184,0.08038342380356667,10.762223412953825,7.827018316700749,7.132921783651712,0.4391408647060991,0,0,0,0,0,0,0,0,0,0
0,4.188652742274774,1.1269394048489474,0.7056871908150028,14.930072446072792,28.92487323106069,30.859831826513606,4.479502267054455,0.12228309440775234,0,0,0,0,0,0,0,0.6748089035621089,0.08700952042465282,0,1.7867431263158198,2.0956241857573095,2.1568530442457714,0.27596813678241044,0,0,0,0,0,0,0,0,0
3.1663229660351058,9.240119563468143,2.773345039131275,1.3027946596515227,3.368806859146779,21.995275495120804,24.80384539646748,11.535772104754969,1.59856071932595,0,0,0,0,0,0,0,0,0,0,0.8031053527129802,0.9171357827121749,0.855909120068499,0.14451228282110265,0,0,0,20.624724383147036,25.95704409804363,4.9825213477049335,0,0,0
9.01473697889583,1.9505915795524225,0,0,0,0,0,9.346205918928089,12.980931800641793,13.982736144113002,10.837697461127167,2.321165027724835,0,0,0,0,0,0,0,0,0,0,0,1.1416066179562372,1.5434344237811601,3.3854161977143655,12.765926392909503,15.171750589477638,3.621030591474907,0,0,0
3.1137029741481586,0.7754056811293714,0,0,0,0,0,0,12.006376598056947,16.144610153909557,21.483317795873475,14.04812172677583,10.456408882021256,3.1297946235672005,0,0,0,0,0,0,0,0,0,0.35533046136961416,0.46507724986519516,0.8698473704854766,1.8965482533001803,2.0543073409121586,0.5471725102802978,0.6057881124872738,0.8902285124340529,2.8083829293767515
1.2729326821738418,0,0,0,0,0,0,0,0,0,9.612866123440963,18.283776823839634,20.518573588127996,18.38264628094681,6.19759319837531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08594280976035973,0.1140315191807108,1.4269798283065207
