V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006728441406723216,0.010972496120984214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9895660420074797,3.5507369728811637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.66195207931438,47.15234682650484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.9664323020836,53.73260834246082,33.71661136683536,30.333174752026157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.804927549826391,11.5315505148131,76.4571157623824,69.6378441667271,4.951296970157042,4.475690313129281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07907746857610598,3.353942981407415,36.693528025218185,37.15812553791788,42.466828774903995,38.61809060237706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.06843957087992311,0.7633896608519453,5.228621828505888,53.79847026230647,50.44529803499348,13.486925793215702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.10340580555293162,1.220983016008454,4.550264502773442,41.17591910039079,15.70836306432459,14.437696779644702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.15727331507616457,6.481827614819441,60.96420699870599,57.25624724078515,11.765316306834794,10.86856571401047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.409155038436303,14.388358864588287,0,0,0,0.0020675564647174315,0.1490209595138266,1.6620350945162639,1.6189555219062828,2.2384686874643736,3.891468008052427,25.457736768355392,26.997336279248287,44.865276339780046,28.526913893272884,27.327109717420992,11.841040569778635,10.967334603927958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.6202026866446,92.07065227989766,51.92836834049989,48.726265081250546,0,0,0.9346306773901861,14.533550341177381,15.510043437324848,29.212174896604942,27.749967281358806,6.502922744785906,6.113095294669657,3.6544911397290227,39.77336314019073,42.92257681589708,85.68474179851287,79.85329109652089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.90898776297921,99.80182026353145,98.0379740060412,97.97603497291807,96.02310798908229,96.16844040866594,96.3470439843567,96.99217997074174,97.14799054005128,97.73016594865173,97.43801705193391,91.40964571692653,88.31353452786303,36.604652013078514,0.9957294204016297,3.2029268962795796,37.113165812740164,36.73618742038668,32.381913746593085,30.350182130055515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
