V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
0,0,0,0.07032209145258082,0.4699447459490402,0,0,0,0,0,0,0.08919731445073487,0.6410376207602856,0.36417860739444774,0.3322979325534536,0,0,0,0,0,0.26226028324112727,1.7836696282585578,0,0,0.05287228018499481,0.34512743807766294
0,0.16041398464908976,0.8552006070787809,0.9866331387466725,1.6296236577653938,1.3032780216103195,0,0,0,0,0.12201256193735441,0.5558009303385882,0,0,0,0,0,0,0,0,0.25040597693740635,1.3849210603842463,0.9057384929544481,0.8656869426142442,1.0580707444620416,2.01475035855481
0,0.41349951386717576,1.8528621266013607,1.686905706150729,1.0102128306967768,0.4973455736688345,0.7721219341786473,0.7519585020192499,0.5745480062661505,0,0.06577382200367742,0.25881675400412485,0,0,0,0,0,0,0,0,0.20878122690889966,1.1548950829036906,1.6410478126346804,2.0000000000000004,2.2377470649546782,3.096600189192519
0,1.416096443643109,5.402095381742448,4.212635733953045,0.744296916228619,0.4561673514251844,1.9653076749985072,2.499247383265242,1.8385751634198997,0,0,0,0,0,0,0,0,0,0,0.24704115135056362,0.740112549916443,0.1283143668428983,0.6844661281614856,1.1436084698459907,1.3785846109198174,1.8152585858959902
0,0.2335685285281972,1.911445739607196,3.604210422076837,1.7514548321550272,1.2389610577063026,0.7565235369081066,1.505421839056568,1.09794825860217,0,0,0.7656461003973741,2.5864341731950358,1.79087205315644,0,0,0,0,0,0.276835675356276,0.7408693265630942,0.25952053342347353,0.8917918378642506,0.7338663875866128,0.7337531550452819,1.1701133592466342
0,0,0.20496422984303966,0.5817936300019451,0.38907068089051544,0.28782771603204177,0.07724289736463666,0.2550453315207631,0.1851844616348486,0,0,1.0822058743229017,3.355722405535256,2.2865118726961278,0,0,0,0,0,0,0,0.6313751899234903,2,1.8190236368016357,1.1508561256776735,0.5437431480646044
0,0,0,0,0.2956223466997289,1.0704384205472637,1.525562227376105,1.4852409113533407,0.9182829192992827,0,0,0.8458380452572795,2.358053155279631,1.9697498093991848,0.7713032462513247,0,0,0,0,0,0,0.8685236624584621,2.441248028209075,2.2733314823389508,1.2995585502420226,0.4825081077499439
1.0416253926117938,0,0,0,0.08078801006795748,0.30815416925328476,0.4791071867942899,1.1157904361530138,1.1962475519588218,0,0.8159263434336147,2.250823467778984,2.130197435236148,1.1343542000981666,0.48359266659725875,0,0,0,0,0,0,0.6331210527195484,1.6832268565853346,1.5176762216757076,0.7365306899656905,0.7729186734665683
0.13361005992098027,0,0,0.36342681351753175,0.4447380528281768,0,0,0.2307066665384864,0.31647477138192776,0,0.423156375209988,1.027794029934291,1.327321797211749,0.9143153535296606,0,0,0,0.6940079936645168,0.8836733043024109,0,0,0,0,0,0,0.8471575482323822
0,0,0,0.08843235852665186,0.10592409072003442,0,0,1.054009134731506,1.1233043571098797,0,0,0,0.6454967527715859,0.7314523982906348,0,0,0,0.9040304877373062,1.0501415740156812,0,0,0,0,0,0,1.0938049586125729
0,0,0,0,0,0,0,1.167382131015274,1.1113093088800334,0,0,0,0.18743435886811005,0.19015933954810377,0,0,0,0.23644221070866092,0.24176377783274935,0,0,0,0,0,0,0.9379945567683574
0,0,0,0,0,0,0,0.2972508221037278,0.25944779955906133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.3672616188290391,0.25296077369298303,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.0114081847051604,1.3605086290502735,0.4447597169543455,0,0,0,0,0,0,0,0,0,0,0
1.730442396561041,0.5563578020558543,0,0,0,0,0,0,0,0,0,0,0.49683986303298355,1.5879562001312801,0.685135373084605,0,0,0,0,0,0,0,0,0,0,0
0.27423216254061894,0.6886455137874642,0.2407890441617841,0,0,0,0,0,0,0,0,0,0,1.809567785084599,0.787874476243794,0,0,0,0,0,0,0,0,0,0,0
0,0.11907024736135934,0.04591476944566255,0,0,0,0,1.0636797463702603,0.3658816791073591,0,0,0,0,2.1991493500034265,0.8040132275950337,0,0,0,0,0,0,0,0,0.5751600137861623,0.4832671378192557,0.10007298255798167
0,0,0,0,0,0,0,0.4397280322681003,0.13600307592318706,0,0,0,0,2.3110338467689218,0.692176807314284,0,0,0,0,0,0,0,0,0.9181833533595373,0.7750157749748121,0.15620293656522916
0,0,0,0,0,0,0,0,0,0,0,0,0,0.9839620711079073,0.710142867857404,0.5537178385485626,0.10439029125069754,0,0,0,0,0,0,0,0,0
