V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
3.655479325986415,2.07234406761201,2.2025302075124746,2.646723300724977,2.578563280010844,2.3693340838928716,1.826082258528852,2.791310709618936,2.6306083294978566,1.9344287450515236,1.5095158618447646,1.4109523672725095,1.9999999999999998,2.0537126973929474,2.368140633373939,2.2123616265480166,1.349064507681206,2.2535886890878496,2.500753390870738,4.406844926022245,4.0102811275248795,3.8976143774184613,2.694223225903841,1.4262461592104332,1.2658551238386089,0.3804620076369657,0.3575573418709968,0.2902847918718086,0,0,0
3.8370365135735707,2.931810513216859,2.5769133771151496,0,0,0.03475750892201048,0.5005586026453135,1.590940203893431,1.8347111082077132,4.121530210342227,2.9265309609512746,2.2955913755209383,2.3183777284092044,2.4044696736544826,3,2.7934662535078694,0.7445777229218449,0,0.3989755497248564,4.439524861544447,3.4970878698712786,3.2668473782196346,1.3721616082360137,0.43041843417141323,0.3758250018278415,0,0,0.09625388049737857,1.2709002930525495,0,0
2.946526014837201,2.128070243421036,2.053990108179548,0,0,0.08448196498570701,1.5652768528330676,0.028041508971624256,0.7392569643904171,2.278544312261551,2.988813546781087,2.7085710142601345,2.685785465472847,2.675331854471431,3,2.954010211654031,1.5441975536380244,0,0.07469246340543174,2.6131222689507956,3.9872042910687893,4.067520336766727,3.7028315216537853,3.392457044341289,3.4658774600205673,0,0,0.008935141375562032,0.6406011410432035,0.709624131024914,1.4515792017428912
2.9628114502852356,3.877833065929731,3.8348364238538206,0.022452268130954613,0,0,0,0.5811747374344771,2.966341414764678,3,2.740204256738455,2.013858792463206,2,2.650486662322025,2.6459961849490825,2.621543852587961,1.044663433155145,0.029639301522557192,0,1.4212064118738623,4.41681753025813,4.453524208321472,2.8314857285627433,2.6325740071103225,2.4952612699245256,0.10211080834271848,1.2031203661887122,0.061020874867336185,0,1.6134524328378093,1.9855543781564613
2.0019835788200813,2.052286043837138,1.8580749360315838,0.11713615322617041,0.23114174113947691,0.2931549070429567,0.33862207774799086,2.455217298529476,2.57039322515074,2.524875698854777,1.7967258567954727,2.238457924896073,2.3058887951705866,3.5608345633840672,1.494582670955298,1.251418056082287,1.0179965277931378,0.4716635656146829,0.4427686802856539,1.4353871385820949,1.532435318062217,1.4660342416957441,0.13669549799336486,1.5048281540952653,1.2186415537744109,1.2056874590348812,1.9215893761822092,1.3721415969154773,1.343146409165534,1.9328071489381486,2
2.0868823702349237,2.8728300255038914,0.49830317443206074,0.193960281130147,1.7779585242868696,2,2,1.4577550463003188,1.7865256156551985,1.9336080647337743,1.5822801002038958,2.0794861002835545,2.094821250933272,2.0264466642863743,0.5784238105350348,0.3701260127489536,1.581168163659623,1.1236606472914947,1,0.6087929696256092,0.07939808328012805,0.8563657320471746,1.0600383640751398,2.233543867977289,2.5513818667663664,2.598670705282666,2.6215713300883006,2.1071429600539844,2,2,0.8181786764793408
1.098919193914321,2.635054580437614,2.169111761079499,2,2.0941231995594043,2.025871447437667,2,2.9580865281140065,4.154678156999193,4.31227370653194,3.4463318590662526,0.6472850794552338,0,0,0.5235421586934041,0.6340387302248324,2.1982675552476847,1.6566642816909454,0.7480411307873253,0.11494122944984603,1.1327715337075812,1.894261391912388,2,1.5713817037684104,2.2077353412272815,2.4055021023507166,2.382602285649769,1.5856916834498822,1.3367774776897559,2.3711182391991303,1.7168144939392378
4.958845374356761,2.6642630708800867,1.984098384902603,2,2.587113392233515,2.1802993937125494,1.9999999999999998,3.634825190676425,2.8571500626534045,2.4501647909520328,3.8005698001917514,1.0977841447481684,0,0,0,0.7986346049752574,2.05724455378332,2.109100670660078,2.424823146139481,2.7186448309532167,1.9227503512675628,1.8635056186854273,2,1.6714131515970003,1.0620143699242741,0.8193493867797359,1.6517600279365703,1.2857447270989948,1,1.4520106920037716,0.8813530414596913
2.9507248714091814,1.5344779509298212,1.5946767976123826,1.830969050204847,1.2386868242038642,1.6041220871465405,1.8473185694442344,3.775681784846283,4.051235917416662,3.7790770908279185,4.107644023171391,1.32928293685478,0,0,0.22705648261991912,1.9028505332105152,2.6195532775441555,1.6527504132662987,2.687887401348357,3.3063603642998047,1.6841593164036295,1.3327006945676159,1.4824913239176527,1.1019920732922164,0.2969967057438231,0,0.9129303818722958,1.1271543439734246,1,0.9999999999999999,0.35097080755489596
0,0,0,0,0.6369123812573614,1,1,2.1547655123515144,2.80599110909814,2.7832363611193185,2.2844276708398055,1.406544167181353,0.7854855484220826,0.806765827942501,0.7923722502235262,1.481411261739991,2,0.7736423164489052,0,0,1.215340788680286,1.394168383315692,1,1.0436091095313298,1.1181835445463313,1.163961548520433,0.7237307329984992,1.1189918244586727,1.6506981240804983,1.673620688554355,2.3386018077392254
0,0,0,0,0.6348212751872395,1.0515946537510878,1,1.3809351086828068,1.6202987209066166,1.937366732351194,2.235366920409714,2.9503161734249326,2.786722577267433,2.6943777716896085,1.322332001697918,0.92004804040001,1.627882859903054,0.935064175732037,0.6482934629167802,0.8812110465882781,1.0070299062454127,1.543693875925326,2.0183388422824504,1.4520522987626552,2.0901992437479455,3.1556176659299027,3.0951664567025516,2.186202544912565,1.6981798501401433,2,1.9591673573892496
0.003969527226218808,0.040623685165548,0.04716214644432452,0,0.9386341328800318,1.3698279012332635,0.9278299410115227,0.40776263949540686,0,1.4212544745981965,2.7687927210433303,2.112276276924873,2.0893590263773167,2.7004577805518464,1.9838207383790072,1.5347715772842012,1.735905346614967,1.3953484565753895,1.2886645973061692,1.5635613601457554,0.7880669222088879,0.7560116703368012,1.4849996447974232,2.5166722249764617,2.8652966554417354,1.7054515670183048,1.8063995160736117,1.1792868244442436,1.1351541168930575,1.9999999999999998,1.5303779403535525
0.999818120092641,1.4439399740460734,1.0254920333417612,0,0,0.4055072458826845,0.4704596747211982,0,0,0.7158071259246651,1.5459042928643034,1.0540307793154025,1.1912941723409392,2,2.600452600166312,2.8796144430442565,2.2724231544201015,1.5255491104157932,1.2992707533214518,2.2968159183811387,1.545995466206119,0.2738648162079862,0,1.4110288569624474,1.8367510067588853,0.23883057625769075,0.3450599158460183,0.25568590635006877,0.6735322175433118,0.6778083717562544,1.3434501038374176
0.9999999999999999,0.6017419125142818,0.02447044063452692,0,0,0,0,0,0,0,0,0.7732634300221601,2,2,2.1196024679877894,1.9578476867779555,1.3596243885156947,0.8638528128765172,1.1903182260643597,3.1437889558465355,2.4897169679581075,1.106372403149645,0.315131308791681,0,0.3923162565086421,1.2869571878271822,1.4408511138442588,0.9256663646248566,0.23646797683871937,0,0.5741622253709269
