V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34
1.0603408157687817,1.83852597587414,2.0769932804150417,2.2259800255190645,0.13897957463248964,0.5063643491140467,1.7521138501110163,1.4610957143977719,0.3327173087191532,0,0,0,1.1591053593965466,3.9142047016064003,0.936524522421095,0.7157813862755478,0.23096949555703197,0.9593325303132949,0.7306758160940716,0,0,0,0,0,0,0,0.7529751629228094,3,2.9889893976217534,2.935711636999491,2.881993245800432,2.611420277105535,1.8510840984819996,1.406477063633265
0.5481823562503383,1.9999999999999998,2.207044837830997,2.729622131540367,1.7142339422554673,1.4237234471881262,0.2556941730613871,0.1898341088012313,0,0,0,0,0.6810046942106257,2.485835036558681,0.06738173035422901,0.04677844779787323,0.4253914679713525,1.9554254321536644,1.9549132660370139,1.9413408102916359,1.522986770048285,0,0,0,0,0,0.6793298170185106,3,2.7719527214100754,1.792836058244973,1.110185169410695,0.8951814940275586,0.14109317109526753,0.5843366527893825
0.73796845152948,0.3385581962087005,0.5066930728315826,1.591264224624123,2.853213683926436,2.8090636571956624,2.604747206936646,2.135893958277907,0,0,0.5104947701521404,2.7179346622828504,2.790174538915393,2.9546262008621946,2.786136552199488,2.808918751414765,2.3038512273187646,0.09696299751956233,0.08172662886410802,0.06647418161266307,0.04110653223802938,0,0,0,0,0,0.5974632083557397,2.9438757768384543,2.7468560191275464,2.221060662389592,2.8976360805420196,2.7127795092085356,2.0666353877973203,2.0589547470200165
2.7393671759069886,3.3072744617132472,3.2307982076770405,2.3302831894834464,0.45206830860171343,0.4295281255814256,0.4069638252472958,0.46383392730492057,1.1674235640722928,2.66087377927287,2.8836736044994398,3.9020731449830697,3.6062087162784997,2.0827794802545627,2.0751937343310543,2.067599949374555,2.18905900594382,2.842835212718874,2.3747210983770692,0,0,0.3395861116526073,1.9715632745842349,1.6389860903496392,0,0,0.1744314076506672,0.9758474890547805,1.3144607000456874,2.5363331432637626,0.9527284978006385,1.2872886097128484,2.81182692747582,2.644613256247549
0.5783847711883855,0.7083340161167845,0.6554392091054448,0.42015976731812127,0,0,0,0.018343550170756263,0.526114594122739,3,2.889741388785196,1.9488163380038142,0.35016531089624353,0.4351899119832547,2,1.7311126834668225,0.27333698754396174,1.1125897176962354,1.075889599909534,0.9589484191210338,0.823097318216312,0.007690246013575554,0.03625274762703981,0.01778339357210612,0,0,0,0,0.008620226361496857,0.06024496881391431,0,0,0,0.29473384765593175
1.4446814589071715,0,0,0.09344265684746188,0.8415048247109874,0.752686150793546,0,0,0.0445237031637225,0.3625518097917081,0.32663623417254334,0.1865798449093769,0,0.021583371831695498,0.16601013899006967,0.13264377232420463,0.23426341768483522,1.9397987119769913,2.063617402949162,2.910082849972448,2.56243886976658,0,0,0,0,0.0028874551461519527,0.02482364933447467,0.028454660110121707,0.2593271826885864,1.7392755973522727,0,0.006215408386397238,0.05490279931269809,0.07098143307847382
1.82793331459904,0,0,0.014966874139915536,0.16239779425760897,0.14102912548881014,0,0,0,0,0,0,0,0,0,0,0.013907041370444935,0.12821509991775387,0.11853487455947644,0.14659620559976852,0.30248957235826557,1.9328177971519682,1.9481162118286077,2.0632706710287376,2.9681419042816444,2.991161868783932,2.8910493370302603,1.768948604255548,0.20591454098383838,1.744626257673694,0.07108226840979821,0.18898133227876623,1.0509922714209212,1.1607931337012607
0.4180982864418329,0.8112111397145579,0.7667263962386781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07868357143660858,1.110587257700113,2,1.9261908683148679,1.1058104005612976,2.006854405143828,1.8401075975081336,0,0,0.15837575425124165,1.9367373071615785,1.9212947803057252,1.9058361780052804,1.8903615003748406
0.007664681638722776,0.1926903116821433,0.1778757277678278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047426025845022944,0.9534505290264816,1.0515270670478403,2.0000000000000004,1.8958242130910157,0.01941981238722172,0.021525198390695895,0.0058267926409339196,0,0,0,0,0,0.005040354769714188,0.10181754021712136
0,0,0,0.013297718039193777,0.8258953512465328,0.8188523859293313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015703036893542411,0.05295259620585351,0.07243152587126869,1.0376639195745923,1.000840289354605,0,0,0,0,5.256051209223888e-4,0.031172062652545122,0,0.0010434605006172063,0.10266525258756208,1.9060030842544862
0,0,0,0,0.17674034002450384,0.1704951540962544,9.697594075203461e-4,1.6800341639950525,1.7041748080384207,0.007236486580306335,0,0,0,0,0,0,0,0,0,0,0,0.010451276372107661,3.8752872197443087,3.8832086599910673,0,0,0,0,0.013437545477337975,1.9855995375501636,0.03980597535611191,0.06344223107764238,1.026036651882754,0
0,0,0,0,0,0,0,0.3093269310132916,0.3036309897591545,0.008167525936655741,0,0,2.5650000575481102,2.6579443225224755,0.06846940479543101,0,0,0,0,0,4.591729041751798,4.734372216817004,0.2789755732058124,0.15128775998213115,0.0024185648396725717,2.8753496996682304,2.9555812775863513,0.05483895229109035,0.0011554827412967722,1.965645115173971,2,2,2.0618976446168356,0.14723578883783733
0,0,0,0,0,0,0,0,0,0,0,1.644843554087224,2.1063651096653806,2.117922691644507,2.641180576259177,2.6917553306556536,0.1322374123553004,0,0,4.419821722042199,4.093200232485405,4.057031945731423,0.18454095081999175,0,0,2.867975151283188,3.0000000000000004,2.021862665362236,1.9933387242056126,1.9912537550239884,1.9874146347540018,1.9801952481012632,3.891716954539877,2.93686404912756
0,0,0,0,0.7462636788712683,0.8177991611714374,0.06437941221403069,0.7682976571753772,0.8403792087104512,0.06486197054008956,0,1.8490186647484506,2.8053130403829583,2.878173343087697,2.171325955810948,2.1066527507211066,0.15320504588694744,0,0,1.2115493110218756,2.0758979455568247,2.1218763350168777,0.14746057394053125,0,0,0.08467516655137093,0.06786507523783436,1.8679784092950291,0.14756640538624252,0,0.9263205078871374,0.9841043173034869,2.8020859191053247,0.18762860902685075
0,0,0,0,0.17367468458163257,0.18610239957165187,0.01821932243513746,0.1536879720081898,0.16352318879357053,0.015689720176112844,0,3.3477907121903243,3.853476607153863,3.874269545015949,1.3895657777918067,0.3080426452014336,0.020027376989321673,0,0,0.0724358309085095,1.8161757787836597,2,2.7501851165585034,2.8513730800428565,0.2687096354378215,0,0,0.0342142402081632,0.0020423174610555758,0,0.0077611315262535036,0.023973561896360473,0.03942815445680922,0.029899970820493463
0,0,0,0,0,0,0,0,0,0,0,2.0061571380513037,0.761643299612961,0.5185363434676489,0.1668790292756939,0.013961794135508928,0,0,0,0,0.13448367703751324,0.13750021824674546,1.8306656345256107,2.053448760852246,0.2413219810361331,0,0,0,0,0,1.768881341110704,1.9838439066638747,1.9683898868272465,1.1294726159098212
0,0,0,0,0.6780765446242748,0.8060949802295012,0.12208038894494232,0,0,0,0,0.25337133775957843,0.04162579569659821,0,0,0,0,0,0,0,0,0,0.11139075037922225,0.11471009538265997,0.014155886049265952,1.6438590397042216,1.9313127745540284,1.94668587144564,2.8050177867505544,2.966220413192779,0.42441014881791894,0,0,1.688809620170909
0,0,0,0,0.16941362635562673,0.197806079219094,0.0331212740751507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07656201911167106,0.07650116982519568,1.6786702264525561,2.0190887148303656,2.0151676898630093,0.3303431588351234,0,0,0
0,0,0.6209612214481222,0.7832826254692198,0.1572239212731728,0,0.6462054344991941,0.16078978761528903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05582450652192897,0.05355479540618342,0.03815070002043243,0.0043002262720413164,0,0,0
