V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23
0.005112322130636209,0.24974458169007963,0,0,0,0,0,0,0,0.0358929691037538,1.771466510174553,1.7838073435197916,1.0741366048615015,8.5594177360113175,12.990317838080227,0,0.0031212009740912107,0.0322047761751228,0,0,0,0,0.005089304458091549
0.0012630239220262208,0,0,0,0,0,0,0,0,0,0.2288436688271369,0.19770622568264204,10.165800709143497,18.32407033043966,7.363010442595562,4.817280315021446,0,0,0,0,0,0,0.004120370765699911
0,0,0,0,0,0,0,0,0,0,0,1.7626580554444347,8.11174137287356,8.734021374060543,0.5395013492361436,0.18388071841632858,0.002178480016115642,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.6374730849827217,2.55910366376545,0.6238691495950236,0.017872314074691406,0,0.9374956545376252,0.04200178790033973,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.3723642874518452,0.17853822010727027,0.00876256622086053,0,0,0.01988601669729509,3.542399932839707e-4,0,0,0,0,0
1.3938804592370748,2.1680541726672917,0.1985160289591214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3210880854592,2.147403556869767,1.5974665155254821,0.8591420478439082,0.08548924200041697,0,0,0,0,0,0,0,0,0,0,0,2.6219414186924395,0.31767561299740305,0.0020592278735437133,0,0,0,0
1.858214324575012,1.966771901645232,2,1.804162539066597,1.6082948469894758,3.016274637426652,0.4245883804005301,0,0,0,0,0,0,0,0,0,4.321449344621774,2.371434246277629,0.2816614275420844,0.009636757590583332,0.03562853699443054,0.007212744305086076,0.12610526444088616
2.7692209261764593,2.112303347369161,2.6446746372865246,1.4588653722976304,1.209614251089922,2.2082600259699214,1.750523704719711,0.2517836128027701,0,0,0,0,0,0,0,0,0.09409159284635923,2.551142410318224,2.977820130571108,0.436470897309633,0.8163220597094438,0.14063048221340513,1.5795159022687182
2.2720728345885894,3.890386670266951,3.8482317316784624,1.477448218858277,1,1.8281097338371701,2.6802370264368025,0.4871173528511955,0,0,0,0,0,0,0,0,0,3.3111591494111674,0.6917621404669169,0.008430077551118593,0,0,0
1.859103164893455,2.6211474963894306,2.529010421878539,1.9052598409565609,1.1526796319293986,1.8068075685369664,2.1443309739988026,0.41757476344640815,0,0,0,0,0,0,0,0,0,0.022274301878655277,1.6014360942796906,0.37481855337609216,0,0,0
2.0977650349717174,2.583455003606337,2.1628834132892187,1.3919940510099154,1.045113421788769,1.7855064537198553,1.3551092427337879,1.5637981643871413,0.3651820926300351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6805369860452242,2.5886102599327976,2.2359812021674625,1.827288019097933,1.7895326034988646,1.9540465344020572,2.4901982632861,3.436912745494496,1.5238380645168206,0.867504725597966,0.20797210383117637,0,0,0,0,0,0,0,0.0019613482930301664,0,0.06078564278570385,0.06845141175783304,0.01670834236469027
1.1404730127241947,1.933845301152361,2.0622061351130454,2,1.4136489160875156,1.195101976389184,1.9224736751099665,2.9069294604429174,2.184843360831842,1.8672888557559004,0.4836214448052005,0,0,0,0,0,0.7261509685770778,0.9924434269328782,0.25441434892678744,0,1.4284144500549547,1.1870179513490358,0.23816197749415152
1.4050155280011973,1.7214426785715709,1.4531320349273422,0.668334505681643,1.408402289905593,1.8046847262021528,1.3580247578787463,1.282592037144687,1.8043934702126403,0.7483558888509849,0.06527133570921005,0,0,0,0,0,0.01692956406986356,0.007777096970643874,0,0,0.028366684145616796,0.015277194197071941,0
1.8905806786528523,1.4030248734000863,1.0726175061718137,1.3827929732467594,1.3210069306786258,2.322291431131114,1.5453951192814643,1.5852635622645388,1.3592208765605924,1.5537983117330432,1.764947096309985,0.5380036366964907,0,1.9531340004714612,0.848962346727203,1.346031464408915,0.5846457691367027,0,0,0,0.6733006307902244,0.3596639761363857,0.04218324904697899
1.2735461061776672,0.579065875746114,0.24244751360640576,1.4307902710367166,0.7854895894662468,1.5537746343638457,2.4921932375982245,3.34992275505507,1.8671753217590712,1.0905613972948736,1.1177424182309021,0.35365213014701896,0,0.14435158358790978,1.9781271076710718,2.282766576860469,1.304598086917759,0.3181754762303892,0,0,0,1.2843535625309472,0.5964793031830089
1.955258932620909,1.8258953652487724,1.5146829876503067,1.8445302715904688,1.203160780335153,1.0618124932168642,1.8381002463056777,1.7238047540647878,2.272415872925341,2.7328541207471595,2.183917293454037,1.830352153254869,1.2258594467250257,0.3179145037760621,1.3519852249419428,2.6452182454399606,1.034306703151305,0.0028876530421833445,0.007432536308626741,0,0,0,0
2.3387185862666042,1.621990161762381,1.2428693304505414,1.7190738257550533,1.363570015688393,2.0231640335245693,2.232263307700839,1.3635780947011797,1.7314948611321317,2.68505628308099,2.924793348791384,2.897448043349019,2.857760952135033,2.8120656238308213,2.903896477798276,2.9854594861346087,1.0909317372513876,1.8925072656337392,1.0833436181397949,0,0,0,0
