V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
9.455937442111853,24.503547333635836,26.455442237650104,12.709153519623914,6.708033993955503,1.163495613387825,0,1.468751264333187,4.106495551307685,4.618999962102378,4.300371614297291,4.609175489277018,4.103189520125876,2.1310093951568927,1.4409058207824375,3.2341153891910857,6.507186509850468,9.514407322341755,6.507296463272755
14.100786867043734,29.731405798543555,25.884236687486514,12.306557901783794,5.449864221543381,2.051485359733453,0,1.8214562758475545,4.997456211883236,5.167086742357649,3.5312575977722034,2.906687513122209,2.513110141395256,2.3857879092991063,2.4401888182102307,4.314891479277519,8.348553156399673,9.246994303797258,5.475407718938564
9.010990453877593,9.933923879230127,7.663665907532225,6.05317316625761,6.709337195716171,4.433779980649499,0.5421022887957114,2.0514705530807116,5.196413140498635,5.4395506041023385,3.45389613167411,2.521968921701646,2.286365626704021,1.8135232483428712,0.8582233207383962,4.2893483869608025,7.438143017892598,6.836450643006592,4.602454606703259
6.632085293389402,7.721860674666434,7.084157891260679,6.280618587291628,5.3051322180158875,3.834106087726388,3.5685225468420345,3.4359435781044425,4.36431800273361,4.454030652882393,3.2733460923215842,2.6731139713751926,1.6251431723442524,0.8239896309248261,1.8781560743227288,1.0566001171635109,0.7168240399868843,1.6101254474345357,1.8630935797635901
4.921193616889531,5.224753884085846,6.2854018646592,5.290940194588404,2.6438123109267853,2.919974011260729,3.446748562077167,3.2366363473129836,3.924818714682792,3.896136777256319,3.9150546057723874,3.623194449448609,2.077925063085784,0.7952035596545204,1.793481158794699,1.3339590155903365,0.11620067080075938,0.7293667821485756,1.6158681676646662
4.104720090270876,3.6497204551708213,5.175577851286975,4.855786957183689,3.19498510980031,3.6437526706043237,2.9215214091372665,2.2078838825886375,3.300573957640462,3.160811107966408,3.2639041535081024,3.5757735569087,3.7248464286698195,2.4711496054110516,3.127986583981852,2.7600225203375137,1.0019021072571028,1.3412847512182444,1.6050118825850856
3,2.6628628555654137,3.472072641524043,4.776934134531909,4.051860603681119,4.880572342399581,3.6024348455259965,1.8626820556548684,1.6437768472077083,1.7809778492076083,2,2.4247282481133934,3.581043097839933,3.7508086588713914,3.671246984507529,4.286076306036552,2.7715349812278998,1.2619603137219455,0.6914115743658954
2.93334872474222,3.042369813424054,3.170198598219276,2.0278443245186564,1.644854851911508,3.58229477441963,2.440221127760012,1.6823702803578224,0.4306013216186393,0.8121209440843841,2,2.2424800472494417,2.146086251992107,1.874929691877611,2.292513534846516,2.8037063299970613,2.6161725847460655,1.4725098900929021,1.0486132531713586
2.218354888819963,3.4023644975672056,4.398872131772047,3.1674324971579466,0.2885872589530524,0.19100731199509324,1.4067534842372118,3.8556105302400976,2.543014790302905,0.792708181625083,2.1606030296721515,2.0139821890958873,0.848649970966979,0,0,0.6375548158394432,0.9607966410725907,0.2655297109183188,0.7882718632921675
1.0011200332968606,3.5420816409947307,4.435309057852432,3.2422296143121323,2.1460688548542968,1.5899550811008447,1.2209487169083184,3.109834986528113,2.932648797043393,0.891536424278866,2.7822798818408003,3.6880181633491826,1.9320430995039015,0,0,0,0.3102358364879808,0.7326857183980695,0.6507093580489367
0.9670505511586762,2.5396848220417354,3.084518268671286,3.096934660867973,3.2432825041798656,3.5161530319685177,3.5609696614659105,2.472344862011334,1.975383773417217,1.5714983156016322,2.8889915322005164,3.6708479102194906,1.8956540602828806,0,0,0,0,0,0.602451297228226
3.5833234884917413,4.730002391340108,4.099972372477798,3.9132814390300568,4.6501465702736855,3.9757736353242326,3.0836259693759764,0.5329867855757091,1.1508033649541511,2.4914669743071634,3.065915473790821,1.9586320908686723,0,0,0,0.19891481139786496,0.3145460587420282,0,0
6.11694218481698,10.079505166436535,7.019068953741358,5.5676358948113585,4.862090102564544,2.103194728029679,1.9453052752996345,2.461681822901926,2.4336601250124135,2.405650265013568,1.516880288311834,0,0,0,0,0.7691281207439189,1.221852106041802,0,0
10.96167020256069,10.777449167201912,7.183857291655734,6.8616085574417,5.714135385411213,2.8952653271599735,0.45766785137044597,0,0.39251271745337746,0.7822169416657024,0,0,0,0,0,0.5579417925726751,0.912112094479733,0,0
12.559951912757679,12.656620698873178,8.261679814238152,5.720704670804709,3.7961649061644747,3.7239887779435428,2.6971785280475538,0.24554989489966322,1.873197787698527,3.7044289240695654,0,0,0,0,0,0,0,0,0
4.65622899360231,8.024391844686974,6.478875325116242,3.242460434626248,2.6333233437203787,2.424860851131916,2.5747006665639196,1.168772358422775,1.3638598785202234,2.5498098608668722,0,0,0,0,0,0,0,0,0
4.024841532709871,1.5285047740375806,0,0.6266017116511228,2.4076441535430946,2.949545589673132,1.9615245522406248,0.3673946314484936,1.578038943166415,1.624490845847986,0,0,0,0,0,0.2709653513417326,0.5271889161365587,0,0
3.2695809745452094,2.181654856313044,0.07850056990348511,1.0622230954312402,3.045891548292435,2.8787582452017673,1.7468011976363618,1.2966380195769425,1.8035999058187078,0,0,0,0,0,0,0.7432120739620841,1.439450534706964,0,0
5.256669766932083,2.309611375119954,0.535116935596883,2.23054108142502,3.159388660115968,3.7670514801343464,3.311511806595498,3.909988487871467,3.2450810895936617,0,0,0,0,0,0,0,0,0,0
