V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0.5675490733992615,0,0,0,0,0,0,0,0,0,0,0.007117706740929661,0.9934904873659873,0.003960025817061856,0.6799725773672554,0.9953101768387558,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.005354437108096287,0.3550825655467993,0.9860493350265611,0,0.008611509791622373,0.679277871460733,0.30539561244136854,0,0,0
0,0,0,0,0,0,0,0,0,0,0.03866708953800275,1.6718741056470952,0.6458044139320851,0.006914026359837598,0.32543822332688715,0.32523491576361535,0.6761357563506782,0,0,0
0,0,0,0,0,0,0,0,0,0.011165820062170208,0.4253344668118796,2.5726881124894567,0,0.03765557417430361,1.3182586968735959,0.9730145245291562,0,0,0,0
0,0,0,0.017159376013909756,0.3858454527078882,0,0,0,0,0.024183486448141896,0.6656322300537006,1.262865482629993,0.33131461538987034,0.04731086163755973,1.3182071186406341,0.6548295700643477,0,0,0,0
0,0,0,0.02902794008196901,0.566693186145509,0,0,0.053701620193374815,1.0728556276941708,0,0,0.02868287963716474,0.6257642231029249,0,0,0,0,0.037651543089886545,0.8690773887856469,0
0,0,0,0,0,0,0,0.10028476406340017,1.7693254813438173,0,0,0,0,0,0,0,0,0.14409258981621498,2.8577679416605086,0
0,0,0,0,0,0,0.024526390559799147,0.409796092504057,0.7110114184750042,0,0,0,0,0,0,0,0.053847998896856215,1.0006264019971498,1.9693353242532106,0.04848987719320989
0,0,0,0,0,0,0.09739820645954866,1.376511794732592,1.154096682059732,0,0,0,0,0,0,0,0.12917211942117335,1.9268211671917388,0,0.2033593632764379
0,0,0,0,0,0,0.1545264242309155,1.8467487369466304,0,0,0,0,0,0,0,0,0,0,0,0.19278573018679449
0,0,0,0,0,0,0.16942749643707644,1.8318532845732607,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.22125643580393456,2.174323403541143,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.17854198370539973,1.6347994639904502,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.04540946961865016,0.3673773790787865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06706680059652118,0.5188955565991542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12107968457132474,0.7746979640559042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1532700493902386,1.0741884319094768,0.7591697272641523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16228693566967445,0.9503643646607388,0,0,0,0,0,0,0,0,0,0,0.1518481405222543,0.9172236907075634,0,0,0,0,0
