V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
0.2042815792522017,0.3774556339786562,1.8194765054657513,3.079360803624713,2.811980349416909,2.5255636593289013,3.3307826201963193,5.4674212581383115,6.73054376288297,3.537509615636356,0.47733724005126466,1.1291032920071535,1.792088173030218,1.7088900671300715,0.8042228962594908,0,0,0,0,0.10216803025662258,0.17038579471595094,1.0121556057583763,1.8908195474877836,1.435414363048812,0.9759816200653348,0.49099913238566517,0,0,2.5516649021654088,5.104552753140094,6.1384207178654115,7.165480670285925,6.096826139116033,5.113157057169046,5.256756950778994,3.0082169215079397
1.7274553844172804,1,3.2176736147984046,4.949183594628483,5.42829365370186,5.823425272838863,6.712287006477954,5.747278581074285,4.6764909614177395,3.04030149840444,1.7660846232957432,1.2122176922310557,0.7968402315043015,0.3508960013965392,0,0,0,0,0,1.0202865181673038,1.8391088669747748,0.8172416827434332,0,0,0,0,0,0,2.792640486214206,5,5.5975523285836815,6.087481196495352,5.988487482696819,5.392148114681592,5,4.589021191729305
2.742002424115309,1.1353671330113158,1,1,0.9999999999999999,1,4.121363335183544,3.059689007921734,1.2599475658026358,1.0912899684681907,1,0.37463308365795445,0,0,0.1045292217264462,0.15233405311759096,0.05177697009931013,0,0,0,0,0,0,0.018405332530630193,0.01452861854068363,0,0,0,5.413239660937504,8.752958961048025,7.607842469890133,6.907778128836846,6.346690411299147,5.925067615558119,5.862143504864175,5.330611106205111
1.621362050365303,1.448422112679897,1.586893924857323,1.664576995439968,0.9812653591608569,0.6985726119473142,0.7139916092394796,1.2285128604883875,1.4896129773384397,1.0012818015521776,0.7755905477734688,0.3943882888937329,0.19365621354088342,0.29954561831071824,0.8945699302398914,1.1475841441903183,0.4542255856956475,0.11690795720652077,0.03284758514136737,0,0,0.03753891750292009,0.040352331512683415,0.6813997817057114,1,0.3263542763105946,0,0,0.9444804554165365,1.5320153692720244,4.613690106296198,6.096962359117719,5.445079453711957,5.127391975246866,5.142595225089541,2.2521465612500164
1.373879327400544,1.3023573336091747,1.8029781675524825,2.017405017289438,0.9946060729291193,0.5933434801453572,0.14556353155725624,0,0,0,0,0.5869192561877258,0.8110952829012629,1.434855698002233,1.6836330350060242,1.7143311549831912,1.1046051379237196,0.8878405827582329,0.24155003862477042,0,0,0.6932282622875932,0.9643932594019508,0.9796806797780799,0.9949603950907419,0.9925552891889823,0.9745032893670846,0.2626938451436911,0.04062618367081495,0.07124339580180437,1.0609525138859601,1.5085133017915928,5.328911468587311,6.735737791465922,2.400611178551668,0.830532463421603
1.2617582142550559,0.25689451711071776,0.5414883565679915,0.6455500234723435,1.475971141134035,1.7080837203654273,0.5695585695228602,0.26108836528721013,0.24568596481702698,0.047162514488072606,0,0.1583628656848984,0.18415340795574686,0.03507480318190338,0,0,0,0,0,0,0.04836602922165487,0.046155872868108905,0.05510268816349338,0.031149010405904655,5.907569427564774e-4,2.329612765851467,2.9395204784777755,0.6347360279197718,0.7336232301840917,0.9240153162890974,0.9798958287550237,1,2.2514829373199206,2.684350233273263,1.933579635824263,1.795258048174341
0.728725292220981,0.09933195689530029,1.713725981700057,2,1.6623086953349793,1.574322013609975,0.8475125257191349,0.7436657200378803,0.9643773751912355,0.14863555397250222,0,0.8498027330411104,1,0.15175485425169807,0,0.11289409308391872,0.018181140236307344,0,0,0,0.7950279087337465,1.0283291212255588,1.8454319169282258,1.9817945660174354,1.9911026780091539,0.3653108522055477,0.10494787194752575,0.8198824899204221,0.20740304305447135,0.08072578481314412,0.09595809604936584,0.111182702716317,2.4166119149722767,2.8583911976146186,2.84318970465548,2.139614351223556
1.640395412928374,0.14234837097438494,1.2260792566748577,1.3734754473453843,2.04442550983495,2.152782235484586,0.44096053061377904,0.2515803820951423,0.9299810730489675,0.29284724401499623,0.20539985209284292,0.9237829216096848,1,0.23975435566350456,0.14393366714970032,0.9151930806520856,0.09812436114230494,0,0.0743541504542185,0.06727427589443488,0.00526551863140897,1.7299092045909195,1.95725782023941,0.21162894765238421,0.018385027068238375,0.005152229367874716,0,0.0491031671723725,0.0075623234348692805,0,0,0,1.8949292823979693,2.146347371495983,0.6731420400777351,4.753923444906218
0.6451532842226346,0.01954754622963264,0,0,0,0,0.7128219291428896,0.7531733282420994,0.7685739488879946,0.7839668659458503,0.7993520794085042,0.8147295892473073,0.8300993954192859,0.9938691822093441,1,1,0.1460921047501521,0.09316712898819177,0.8851514115823517,0.9374723351498773,0.043336377915587976,0,0.015842559964943447,0.952104617784359,0.9860638208767764,1.8934321094843751,1.9110644203026168,0.9884635802188781,0.9250314149955841,0.048112763786364955,0,0,1.8893376418135153,2,2.4725977160993344,2.71029661882044
2.3828448661419426,0,0.00826978965527724,0.29614562762179014,0,0,0,0.010435678801709104,0.4533462428959077,0.42256159462304427,0.38436599603313254,0,0.022916641119011427,1.2995770680209486,1.262617175885275,0.8809113774010213,0.8962497779825517,0.8997989340499261,0,0,0,0.00950091466467245,1,1.0000000000000002,1.0001297143272405,1.0339487269257084,1.0489519972749752,1,0.9964505321533174,0,0,0.0011413750076038594,1.1406165097276109,1.1558239497708553,1.3417888027090028,1.1866536762330098
