V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
0.7623849515741228,0.6740392264548957,0.2729256182503447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2007528111649168,0.15708549103757474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5955064097231508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01271707479962839,0,0,0,0
0.40412733425500974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8619205214996837,1.9109096306531028,1.947286382713616,1.9836804559668018,1.0948663073193072,0,0,0,0.037395380979760744
0,0,0,0,0,0,0,0.3212516423343781,0.7535209468052819,1.106923235213543,1.5794291636961086,1.266432413096949,0.46983025698689734,0,0,0,0,0.39002006926320826,0.9901390550659072,1.046985368006414,1.0287976161608932,1.8435066951328904,1.7382436600100655,0.030019249137071925,0,0,0.41519109858618664
0,0,0,0,0,0,0,0.6958734791896745,1.149624321404242,0.6300676148080425,1.2127198017000667,0.7976613915428283,0.10663714337775462,0,0,0,0.35052972638865815,0.9476808845523804,0.6374129429515484,0.7865382567863674,1.9687617721092394,1.6166344613031518,1.3822596341380207,1.2373239057926386,0.05142034204644944,0,0.3795945978007193
0,0,0,0,0,0,0,0.1973653900550845,0.865830006266241,2.1764812060069545,3.639259929756362,4.1405651331860724,3.5134639112964865,1.9145921419485623,1.4713588693601378,2.626426307156095,1.7649695629083464,0.7348337463430374,1.5765399944824767,0.9846731392069781,1.0336786438327938,1.0100659247439232,1.002720342358544,1.3539212721205391,1.3088104656874344,0.11476753795457507,0.469230346325319
0,0,0,0,0,0,0,0,0.16739965040117463,1.3798213270204394,3.545039516330018,4.199480038161755,3.7973210080138107,2.894254661759807,3.0793313720241047,3.873038333143398,3.215657618025877,1.8765610100686674,1.6820407503663957,1,1,1.3087490929099341,1.9998084673591572,1.6880038205739964,1.3108007537033042,2,2
0,0,0,0,0,0,0,0,0,0.20954352657828254,0.7243404452702247,0.8076578255870135,0.6819420718008968,0.9784734338666253,1.7000676304772102,1.0157882499568582,2.159103320539488,1.7427001908428217,1.0537553830769233,1,1.0000000000000002,1.005679335558473,1.279229163727642,1.7208057274268467,1.324916470357973,2,2.0192975044602783
0,0,0,0,0,0,0,0,0,0,0,0,0,0.7169149518213843,2.131994557058872,0.06610672117372833,0.22737057817635725,0.841004909391738,2.3894060941369997,1,1,1.237822636177947,1.7554804041613536,1.4888853181791168,2.728485508806609,1.949945678882489,2.168935991628511
0,0,0,0,0,0,0,0,0,0,0,0,0,0.11142861458653282,0.3582213351032435,0,0,0.0625514468445508,0.2056232238011804,0.061622357025512796,0.44349764414742343,1.9800021341973995,1.998544454099816,1.9954135957488026,1.7430953060870955,0.9523884364000315,1.1623469533089537
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015931423311399205,0.055371490791925534,0.35793960356607196,1.6458235426029106,0,0,0.4665764416445096
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1314717029447986,0.9698743890395394,0.8573339201935964,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005210920333526606,0.032565280722799926,0.012928138159047708,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
