V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
0,0,0,0,0,0,0,0,0,0,0,0.14622335129667574,0.8027203156229206,1.16018992451317,0.46517913170393044,2.1778370571907555,1.8080197317889097,0.2857102240624033,0.445830344990766,0.7199917980136024,1.661379497898035,1.311733832574859,0.679604194594658,0.719432644955923
0,0,0,0,0,0,0,0,0,0,0,0,0.09106198878119878,0.16199983992150055,1.1119630461036085,1.0926234275787692,0.3214716869662866,1.4488225501710943,1.9113965374250181,1.7181860612029638,2.3327716446909412,0.9811071892621517,0.4166624663043424,0.23495528812911187
0.09137114367914725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24751284252502423,0.13349079295746635,0,0.49041735190432867,0.6143859137129692,0.5672389622324243,0.8099468948231247,1.2257559129132658,0.6668554783578013,0.12148765599458887
0.84177538857849,0,0,0,0,0,0,0,0,0,0,1.861631073608588,2.563135233955805,0.7310719239098513,0,2.2440176637716402,0.9128620511742612,0,0,0,0,0.4560351930037532,0.2070613225602238,0.44392351603162594
0.6709974921816385,0,0,0,0,0,0,0,0,0,0,2.2304179140072007,3.0000000000000004,0.774929499565991,0,0.6138200975010649,0.23735006093294608,0,0,0,0,0,0,0.2688977270971705
0,0,0,0,0,0,0,0,0,0,0,0.3013485420966413,0.44772435585092535,0.11401181225274386,0,0,0,0,0,0,0,1.031126071494499,0.303009721102223,0
0,0,0,0.023973100871641794,0.0016825382141764324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5303595264720405,0.13957706644743584,0
0,0,0,0.8289012425788581,0.14752292936980596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.410544852502938,0.19667813673668658,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8189246302594755,0.18299686466120485,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.6701602296755624,1.723426892186745,0.09234772055173561,0,0.37400188255010947,0.025222190080063184,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.9042009156821985,0.016308607400395993,0.2355825663324583,0.28019183601265474,0.0067568882278690404,0,0,0,2.2228194754582513,2.2200880922803705,0.05840604148487458,0,0,0,0,0
0,0,0,0,0,0,0,0.0010938975820781066,0.08048897913062227,0,0,0,0,0,0,0.006412987977048736,0.7254556017385825,0.7793343589636383,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.12182218185386336,2.4700557504702805,1.632592710592606,1.5219768602827974,0,0,0,0,0,0,0.02446411139666827,0.6367655991023495,0.6385938961721312
0,0,0,0,0,0,0,0.07975428284596782,0.8374294894113707,0,0.35951462237783915,4.377201368909738,5.088864398870332,0.49990059940042303,1.8438350187634214,0.05967773970499839,0.7545706803518338,0.6795281832901978,0,0,0.09703747542218163,1.2878013767031715,0.9999999999999999,1.111154242839788
0,0,0,0,0,0,0,0.008014093292351594,0.29256999578985576,1.785378985232634,1.9204282149402598,3.409611638469735,3.8409462274619384,0.22569923541782957,1.865022156914071,0.7979003670694463,0.9174153743102884,0.23815577614353547,0,0,0.06901971771110008,0.6575972537220317,0.36683645427066647,0.6543723014670798
0,0,0,0,0,0,0,0,0.02706943571849298,0.2182405883009365,0.277609708758135,0.596128773040754,1.652866999280163,2.131491406019111,0.6179617711609001,1.7709235110169792,1.7152492125919048,1.4620127324773107,1.4221211829688905,1.1884263155623886,0,0.08994694992627951,0.6313628106618424,0.8531443327245062
0,0,0,0,0.1880077254519992,0.7860649866977518,0,0,0,0,0,0.027543209542286375,0.23295921764143174,0.7612828138317169,1.7952147093251805,2.7691181027397005,2.7491559607428258,2.344161918754259,0.8296360571358014,2.131664995200759,2.3305695879846713,0.7096671151467432,0.8925619797807884,0.559927271625852
0,0,0,0,0.002809606282300481,0.025339213084755084,0,0,0,0,0,0,0,0.42807973351146483,2.212948598226879,3.0000000000000004,3.0000000000000004,2.8285221775517133,1.8016978928372447,1.0399775786224927,2.183358122487221,0.3523278177492221,0.2962069531528883,0.07967168554536036
