V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23
20.534688984664236,16.218303082626015,0,1.7738227679864602,20.279557171728765,27.959269300953938,24.826741144765258,30.638914261115442,13.672991745840394,17.646961315224242,23.76908344472868,19.190141780503048,0,0,0,0,0,0.1996051263761173,3.835717188325278,17.77075744837843,20.460567516479145,13.377955100591558,13.847737419284616
20.670818616372692,25.461759871142377,19.400638191458174,16.55381727511741,29.02260396716482,14.292798751647606,30.841671841629683,20.32115857857852,20.248098087026108,25.13596859268621,26.763190694086408,23.123227191099097,0.6009179356161022,0,0,0.09177496449762458,1.52852452922594,2.9281311786720297,18.648112259002723,19.262211403006354,20.51794278097626,13.249515525191637,11.188478837501924
20.91673896297196,21.95757172033563,26.549953551872935,27.472086471502482,19.279211470748006,25.8158221335117,37.6027481884011,35.564343252672735,36.128459816581014,24.74390888377155,19.72804077124118,19.201906178699993,14.053857888210027,0.4377834836560562,0.04357579505562951,1.754986454974794,15.305191015746075,15.375810113226123,15.78958120955045,14.325535201951006,14.425919561373814,5.615084354226853,5.016054498707959
20.132828409732813,20.37415112657297,27.81509852015294,25.057638502040803,16.52682894852298,27.843105026251063,26.417457776391043,22.060388097997848,10.670138076914835,17.447851705954218,0,0.30987449581083565,10.06601963696063,7.891871609936028,1.2659822971923906,12.020718089001592,18.40623683740214,18.390692455231473,16.04277066854225,15.656263197169512,8.838332333307234,3.2053783758953878,0
17.39897109774396,17.470098549822453,25.998684673255738,9.642658906665995,19.701297082374296,19.481768425601665,14.519367246350296,12.168468873492468,0.16195415929783374,0.024880161895271577,0.34109348440680987,0.13388377044910302,12.421662313293197,10.139716851492901,12.47218104150381,10.194814382840795,21.20223187041457,22.704710524159093,23.571170896565942,14.215157498608226,7.493679140005245,0,0
2.248084795342419,2.0155617984858103,11.590892646948747,8.929718234993352,1.5530109109462258,18.85654963358681,22.56070736027794,23.621912677429513,23.61251466701317,28.909486094703137,25.727531072686926,0.5718758111378526,0.004984076812266857,11.200985783910333,6.763591379700907,10.7852285818849,14.165697783327387,26.5868036759557,26.56280794877496,8.75236916854602,0.09913777453780703,0,0
10.120857209577355,10.575304308289235,6.535116256436611,23.09231161693288,0.6634254027003127,28.511627000895725,42.656692651980435,38.67246885879171,21.56074764240041,13.260267136852654,3.4100821607972236,11.633234924455525,0.3540922270860278,0.9941939524496758,15.343674675436263,9.625476905920857,15.407158494823491,16.169286576210265,16.086625545728985,0.5077388191135161,0,0,0
10.611583702962614,14.47720374265542,14.091048246988867,24.484877078037755,1.198233556485479,1.7262274420263246,24.683631625476497,2.4042530328900327,20.00274000018049,20.98556601376617,12.479006490012821,7.994808524801185,1.1035857468834886,17.091377482654707,12.367323136231448,14.219255139106343,12.601538986288144,10.790457624087074,10.781862846549252,0.9775623808415355,0.025048982719060937,0,0
14.538098004541693,19.136112913714246,19.477736485716143,3.417904089101233,0.12787473619278053,0,1.070987938436481,0.053944887891537036,0.32675060119756355,14.902678781843115,14.879862859184138,1.2485441026071846,16.06088612923372,16.104046863295004,1.1173877675784896,16.481279477113553,16.30161645598136,14.933974045660246,14.577828978695273,4.092338162664767,0.684694380339292,0.038062699730484,0
2.8292367336234454,2.3426312168996315,2.0922988830857534,0.1579755550142161,0,0,0,0,0,0.03249111483663648,0,7.967593317424618,0.7791949387134596,0,1.0993302620265355,13.374662847499714,8.681128301033652,5.552224624240744,4.43030441696231,4.276523012939726,3.4008152918244496,0.9433195063806419,0.5844026501744635
