V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
19.751729830062644,27.596854370963204,30.462465811756864,14.802679508764127,3.0810954841089284,13.433247992988573,13.405945758405064,14.214108921057885,15.29628919563622,12.549003748826372,5.091629130513459,6.060716617092913,8.490577822925044,11.153257566277746,42.631372752164275,48.74192741551212,45.05735489093175,26.597326809043278,6.773006226949376,1.2636341138900173,2.8591339306505468
23.232591386598127,19.356512211030417,14.278513727977408,3.0415206053253776,3.5839888752013165,13.67282809887441,17.420668553870062,18.603925018410195,13.03273173202287,17.04547967563769,9.98520576495613,14.004641529383555,17.677484914062624,9.837632606266853,28.056658623803006,44.886951385741284,37.51085001535049,12.356175638232738,6.517839361895645,0,0
26.664609538781125,4.778995294849637,2.739687939758758,2.0144992437613465,3.846233328366777,10.992303936794032,27.858315554696517,32.156859435288204,27.491302596391332,31.350365646450815,19.181098374204712,14.844362923497332,15.641935271933624,8.50284275806599,12.936761700372761,34.2520181684087,17.924617879790627,5.6742681756802895,1.5672404894189684,0,0
17.011008483014134,4.3200662788346245,3.611486394762299,3.847078602915894,4.647499824863242,19.52444673721515,45.30291022047841,43.3870189005246,41.80632296448617,31.71623367257697,15.479425273762882,8.629104405176335,6.176837444353103,4.733460049631426,8.711440953326381,20.00085846162804,3.7425675709747894,4.382796906863292,0,0,0
5.808428266840021,3.2403427552881854,3.7713824922630086,7.256460062808827,18.841652393220674,35.111929716747916,44.47201820986735,42.5791907758736,27.726942563621854,12.974885234120014,5.3699259479614625,4.48661003648709,4.44689247513307,4.291345507960472,7.649086571005495,17.213478685184555,7.372090825659779,4.282097165437038,0,0,0
6.928555614354002,2.1671509190230216,6.076970718977448,22.487970711651364,37.26705174754923,41.48825536147691,37.86973212881169,28.812210777685088,9.927945748213599,4.685909253722485,2.626038297058186,3.629784064129752,4.487638715820195,4.67045586879479,6.690312391322557,11.346649826316153,9.404080297867203,1.6109852478252225,0,0,0
3.291563705504894,4.808756145662688,20.836339356032816,41.06186929865639,45.15944708570176,46.69136000414461,39.03635284950675,15.051127691846911,4.468529673201051,7.6830268440798335,5.569776684625004,7.289028944480962,15.330149428726886,4.112773338365272,5.336125949399964,8.38052954026211,7.887993771155449,0,0,0,0
2.89009088697896,14.506954066664942,38.49474561644186,47.71655919724729,46.35500741682825,47.76077304601097,37.60978267501224,10.639777748798608,8.835630252468265,23.827925238885893,23.49508517011085,27.530312213092557,30.009069223372222,4.926132184388771,4.469599256220694,7.72189187913496,3.2939072245812158,0,0.11965712399062764,1.1694767940793378,1.4985146109746947
15.351924895345634,26.14079459869594,42.550031556243404,48.30770498370826,46.417091317246715,45.70040389174513,35.87433323319724,8.316500331192998,10.339836604119244,38.91484402715615,42.745937138924305,42.38167704460864,22.218837651308128,5.684864915328829,3.053976649452827,3.752787533924926,1.4505058386024594,0.16732004676903983,1.6862400807636189,2.1018723908763794,2.695213984791847
30.36365723118096,33.740807111778004,45.64104339892623,48.27772582562186,50.68316744695241,47.11979749755728,24.443835323461794,8.01506001732238,19.12475361645379,39.31523937081806,31.95019283634015,22.11530062637481,8.51499949144913,4.668409158067175,2.0908520320315875,2.9377966400642053,2.712453982209717,0.2867363882474416,2.9046907795823014,2.0950399452190385,2.7156870896250904
