V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
3.22241838052949,9.075668643018634,32.41984748333569,54.56700286338727,53.012023441587175,45.6391943162769,40.15167853098215,52.05825987007165,48.683010903261064,42.461091427172335,47.77480723425528,53.86438672408357,52.43424261648478,50.71897868567253,50.839962372439516,48.91610299539994,49.92515530840526,49.936780632989866,47.1660130115163,50.91169121672217
3.7563828167022217,14.223275094168883,37.60325538295312,55.179654475921225,49.68097492963962,38.4292318799082,34.68055550044914,41.93195957767466,40.280007959492,40.1777751122022,48.15589928597777,50.34077487828125,42.648877725122674,38.14789246112284,37.94417676569884,38.76325536783527,38.32346707197354,43.59223309199781,48.96460232398838,59.992712530041715
3.9999999999999996,10.930092877366622,40.25203306618877,50.047618748572276,42.051856201246345,35.89217947131192,34.12783633802909,35.74034462609066,37.235772937558984,39.54332888013951,43.7723192698427,44.42681683289398,39.28406947751859,36.326800991796915,36.05673668404146,36.75155478656478,37.05493383070315,42.902343594606606,58.641998441596556,67.26456591283004
19.27539956903859,32.48224890125397,46.09789991244205,43.734128877636685,38.91887618230436,35.48297947975608,33.87620801282676,34.688313341250335,35.809193969646074,39.466393236269084,40.62965543613266,38.06990504190809,38.43214475260453,37.6949846941516,35.63378230178481,35.359283733399764,35.847680248388336,42.151613439662604,58.82199458771902,69.50863203505291
49.91861403064651,53.07715871364612,45.80554779205058,38.24945701021493,36.49896314157238,35.74968137139043,36.496226117660726,35.38934282544142,35.319700562133804,41.78557629275772,42.503883037309805,39.26851645387553,46.29649683891116,48.31107081530774,44.64300188082144,41.88257775547813,43.14453645414654,46.055105315259496,51.8375158728265,63.265942494158494
49.577879708270615,51.13051040400198,42.762543662541695,36.87130114064648,35.04176448776927,36.77540981858798,39.14028569828075,37.50305496671865,37.25271597653531,45.34566101217975,50.324013285125446,50.184323389898736,55.91875560172359,59.301229681667124,55.512833076157804,49.24508367418568,47.50365425422343,49.203287020270054,48.3091271785958,57.317458147670735
37.686097726376616,39.247477871954814,37.76058158719252,36.227053949763274,36.08475227545929,37.0886339476858,38.52276986459048,38.38514617952857,39.14301807131838,48.50737702335968,56.69518336969914,56.053221857498364,51.54002718235573,52.816716093265285,54.77084827685135,49.42904473517206,47.637546617257854,48.80807256844925,52.947009864444325,58.68897224509078
35.17138455207608,35.05967768633175,35.60390796678443,35.77686626051589,36.14998664531061,36.64387913930969,37.639323201608434,37.81150515129029,39.41008310984349,48.74555992860965,52.123355284718244,46.935662254494076,40.53863558917453,40.28764434564398,48.32975832180456,49.77107535122775,53.31797589913225,52.3564264541736,56.08968923921816,58.986851580879595
34.36859647321337,35.519778626671105,36.95963200380913,37.617228560645465,38.02815594467178,38.56588694271875,38.229611367875975,37.58746525468837,39.75310014076175,45.35385640836303,42.594757024467604,37.37598080867031,35.19965806393567,36.27669321792492,44.36722981570885,50.05162591357576,53.58949475547337,55.318006134498475,56.14706261072849,58.144275633266176
35.53376232193716,36.71917774795594,37.900870580474546,38.57320694053544,39.80863383602863,39.93302481171753,39.7281006067523,39.99885246803893,41.59021014195337,42.117846872200886,38.62160356356866,39.1414241153604,43.940424284027465,44.33149493237426,46.55982404335802,50.10362094566582,51.96733475493994,55.682968816267376,58.14304370836651,58.16500950287835
36.69233438127191,38.005832776470015,38.43918507592573,38.788302324519485,39.85482619400027,39.73797578285522,40.57414192509981,42.096415796746314,42.74098109298488,40.57847856109568,37.20819821654484,41.84574995728664,56.34380420227802,51.61799581497657,43.605679316275776,43.832915158289694,45.695109505587524,49.70168861840911,52.41464081424113,53.563504280728935
37.2256767179081,38.376021330109936,38.662140050885235,39.29040203368777,39.891549250103644,39.68990407048007,40.963187088015346,41.75513865816935,42.97917472331704,41.58989330909564,37.335115767604584,44.077623503645945,60.14514405375512,47.92599062701083,35.491112218907944,37.06363075969304,38.03617564972704,39.57386782838325,40.45278202907729,43.50826868402535
37.692869335790604,38.64111585852565,39.3909697540253,39.51011447664106,39.92402378670154,39.74881655592985,40.873550519861524,42.40264334748037,43.21173303263751,41.062290205510124,36.23653750192607,45.07194548123862,61.211325304729584,44.65588035655463,31.590929648188258,34.556654944973936,34.91092871204117,35.11427851283354,35.1883733588076,36.53132166736864
39.748385575056105,40.253570116387834,40,39.45814488251644,39.22264119715152,39.508700090328944,40.68919132146412,42.530008144841545,42.37130121380501,39.51613217293918,35.86507540145619,46.30504846858272,59.28321732705082,43.31030779876748,31.49240658381641,31.931863127749104,33.307438802961514,37.841153904228726,38.53312683064388,37.87646568444019
42.12450884629669,41.057064523953116,39.79093080055962,39.278588152109066,39.318087792815156,39.04016748964199,39.67158423223934,40.09257016746854,40.10448879932166,46.639864557072414,50.23808911258265,47.3200031246661,44.11650465289563,38.11488940223725,33.45237215071931,31.310984809858446,33.46387960234118,44.79621571256696,47.804768524705246,45.38017445818777
41.47806133399364,39.89199185964125,38.270726457057535,38.23409148432219,38.344987536522986,38.55342600803142,40.35746268424512,40.21033140692301,41.21013258098712,55.946837388892405,67.20600794005618,51.66702210923807,33.086239083110186,34.230357383622994,34.51270707185836,30.935551714087012,33.43082087456974,43.41794836046781,49.49930627050702,48.114911970650894
40.52385758641643,38.205777790353444,36.05994840280577,36.0358325575639,36.210193925143116,38.01825254333229,40.95341918893823,40.88681874339972,43.68045972521273,56.33950768144513,66.37620093568944,61.007083826865205,52.428783887375474,49.724815470059184,39.56759704361904,32.2540179217561,37.12452386141664,41.415620239155764,44.309853530717334,44.45476700132481
