V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
32.28403214769421,39.50004155282423,39.31939091137674,27.867196424759268,17.742190111268226,27.797992888421756,36.96396425127713,38.22209525868862,35.09570149491065,33.62191029554639,30.66419123221265,28.801339061124988,29.01996436034552,23.83548563322002,12.773333010190694,13.915031198451853,17.78427371269073,25.72033602522353,34.551362284302996,37.82397219642663,42.02842085695008,43.92796630790234,38.29213765936754,39.504298676728254,41.7062076301733,42.24785514899054,43.08457658804281
23.09307111757491,28.201653762811297,31.526696450657035,21.068228383776052,9.495868361456187,17.86396594126916,28.688614446471192,30.911052670712003,31.568521732114966,30.383319274155046,32.030055215530325,33.291900791888544,33.00430630957453,27.77578793596967,18.99087994519136,21.745107539784993,33.36965587267515,38.052763719132386,36.04208579867543,35.384776176075945,34.15352561874943,35.60847224914161,38.81448228825058,39.63969957369409,41.12589176341052,45.28772293915395,47.34359410888858
18.3224726387063,17.37328709809143,17.04582491448892,14.542740152940627,12.222720899269635,14.822870795754755,24.448615413015414,30,29.06928414560724,26.0342398467025,28.724554973496744,33.70504489901001,34.99863085795482,17.635422326314284,9.6959997733007,23.728729942153585,30.681651319705487,29.95993460904423,21.492170845922583,16.846778813954987,10.442489810580266,15.999994373231452,24.127436271177118,22.2840460702334,26.097670046029474,35.794655734901745,40.14362738017465
22.832256973870305,18.623983316756952,10.531024483889727,5.90992881824159,13.006234613904535,17.287564282565263,21.183873602090905,26.478195459361928,28.666557574563242,30.626353523702555,31.360387886140728,35.11073317648273,37.98943373784152,30.64503135154083,22.259377484115,23.094533621901128,23.705407697543762,22.450885267605475,16.433194355278317,8.579261475316153,7.014639399953973,9.10021876718768,11.208538823878191,17.62343490921152,24.812648640953253,28.514871181715222,30.902547998256956
31.447109405807584,23.89682415443175,12.388384031964941,6.42313082849745,13.81005369435436,26.652522676026756,30.71296998202284,28.752584077657126,25.338405541600466,29.906536812074027,34.358597039288966,33.55993836711751,33.0317969714456,30.123448159942402,30.086813517148258,30.4283436194823,26.857449289707922,26.76916015542526,22.997599111968153,18.844568142908457,12.707837510295201,14.302644671535457,22.90534421848563,29.02405182666895,36.24224962577486,36.382786251260185,32.713210674129535
26.778230538503557,27.980431935352737,25.719908906255405,27.413009436284604,30.214425987880027,33.912558875739705,31.153924508922895,26.929565193129314,25.89797112568872,29.48265617594673,33.619710073123684,28.806839451313262,26.106134954568386,30.182432447327344,34.975872077463016,35.44838519653372,30.757443442875754,33.642233622486316,34.96139607412465,29.468891999819725,20.041200433538705,23.116256013329163,28.011418769715764,31.433492461357538,35.21212978152237,31.20604941008697,19.95897685909004
20.268680558606192,25.110062273016162,32.401959194372324,36.117183487572476,37.7113056873587,38.03776679254297,31.09195905095488,25.548346476794595,26,24.45812644204722,27.25686224909915,33.87473123859018,35.553895051534475,42.88804419727101,40.474064792797265,36.80433950402248,37.445032334347204,39.03295316805083,39.84611431752491,40.93163969623768,37.44519427799726,33.08394928523758,36.98581493517599,36.94382433246393,29.991433025934068,16.3404119082439,8.710065116107884
16.12714907878466,25.075453437914806,30.277864823999767,31.564735535969714,32.80225533582036,36.30582671408653,36.96239903001676,30.373670996185695,22.43078428622867,23.77742936898153,29.54645153817854,33.97668360965085,32.38579662845375,32.991641895158295,34.61810774905886,39.083330907305225,39.62892809122537,37.9646221360691,41.753711222799154,40.60304805264731,37.12001052599646,36.98289637332712,41.37602365522578,36.1125223566063,23.325252692068855,8.309049323314051,4.7706426305358685
26.984159747277612,30.741484673920297,30.178474086478396,27.91552086119355,28.654271065937053,30.351903031658402,34.74651881597341,36.19597697801638,30.894706438281645,34.00865019301576,41.19222871107912,39.08775242866372,32.69366896990006,32.03864587219785,31.792185697194412,28.265092200846524,23.43477257133086,28.19704392707814,33.243575245988175,33.29468460821725,34.00033027217186,34.979459147237726,30.96456563098179,22.184014683121,15.832265715622897,5.036563956290982,6.367671286136671
39.31286177785459,38.92877704706189,28.484162064930313,25.25158548478996,20.0604346140697,23.195387851383373,35.301162633593705,40.20447680763375,33.77327513709199,34.05075952923315,35.012656541848095,36.4058805803611,37.41037216075109,38.967794611494355,35.21756522773502,22.291772145726796,17.64336553185661,28.118843520985656,34.88105342211916,36.24523654367603,39.05584112629271,33.4500373124527,27.35784387653825,22.251350348452853,16.620290102729697,12.82701345714133,13.491957659960423
