V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
50.117350480981145,52.265075147240225,52.677389376284474,46.121050334774196,42.42409348588534,40.71909688993328,40.1236743241716,43.714196971135614,53.34090025667719,57.94042155313535,54.34232762224784,50.80105962525404,49.86441162686057,50.978119964025005,45.73996864858721,42.21505555646791,38.61086191848149,36.121961826758266,35.59135936805537,46.87868806059479,55.9014333210308,57.03154639142372,53.86253297737571,46.45972005546713,43.16442030500733,37.82954912154857,42.90334410049902,48.789495478449076,47.696904456376096,46.1627945811518,45.70892110456593,40.53154698704084
43.8130180828514,45.91491631402117,50.50891916466934,48.537825432256966,44.215543122722295,43.63330282444426,45.06269327576161,46.33402468840389,51.38800977795398,49.778623178179565,43.717171521825435,42.947773099675764,43.480711007617515,43.29953880747623,45.85345041384856,48.23814790034322,45.11849974347511,38.059324692932414,34.543927407054305,39.110456805400176,49.47309477389581,55,49.047597331662466,38.083658122158,33.02415109881758,34.34269204379248,41.18376019657743,45.42919960173241,40.684556184397664,37.245249083920164,37.41261452543435,46.3715805387831
32.18930269264822,37.35897830719247,44.463836053828715,42.48014639034518,34.58021558229509,42.044052041101345,47.45489475195582,45.751354811669955,47.81480091299578,40.56563511241655,31.667039224562284,36.390515010460376,41.2992686648384,40.37884595925318,41.94085391731899,44.2096031929521,46.221576988304655,45.92021665564755,43.74984243968691,39.59276193505302,36.967538033059405,38.153294911679076,32.80959391125237,26.088756158000542,24.383504029535604,26.319885361225744,30.980374597239297,33.45029101564647,35.5185329338881,33.68571492274801,29.400873675442295,27.054513140192444
25.259801488341154,34.524520184752305,43.72855557065739,43.56754552746867,36.90878341373921,41.55681964772636,40.85329942733164,33.75939209044208,34.016309562387335,29.86531976891927,24.775769217785815,32.894877423109186,41.07888625460089,39.00800412204945,38.45080740328492,38.09501526075971,39.753575314698836,40.41774320204953,38.66279668508376,35.98940886264424,31.54102608524027,28.430982100727405,20.38509911962085,8.828375154408203,6.543930827289283,9.439308699379449,11.166455684346642,8.127182832907836,17.920445906397745,29.47442993704487,28.054372152493798,26.67128287040435
24.51278240436941,23.81241215494965,35.13791115890961,38.247661695679824,36.064438823045535,34.41720283875787,28.07870546636067,22.33392406687934,20.667627588434122,16.557556749817905,13.47002072885686,23.71920746858112,38.67627602952869,37.59414889416793,36.97174779998283,33.87419522659175,30.447514369889507,33.32652014829484,36.74682037149914,34.71642271035983,31.10743457337021,20.421596539335077,10.478139500899935,6.542956346445819,4.637090257438022,5.50887301753938,12.071221924073505,20.838521883560325,23.57408855270233,27.53317618466597,28.000000000000004,26.468801113616234
26.265640686903588,19.38501472342009,22.701234014833414,27.100527813836173,23.70830776460382,21.801219193456642,16.428563034282202,11.788654343363145,12.27151492232634,14.052627762145548,12.975585600412346,17.54268741274795,38.84368037430978,45.66868466168107,44.83568046613676,41.59160703953881,39.36892965420495,39.272625845517496,36.722255071872404,33.57566349823141,31.89481029504625,21.030702650578867,5.679755961830365,4.880482205651621,8.26399077206979,18.410817305014785,20.49885902212997,23.875657559107452,24.923367520686135,32.173456911174206,42.993641363980494,40.746930832720814
30.176922939968236,24.736100421717026,25.96516159856951,26.285249008275148,21.23652922144657,22.704745531646857,22.340395835698573,13.95522704669303,14.584556704999128,20.13422714424864,29.963216936004827,30.611036605491982,43.929735818347275,46.314808371976895,44.330411814416195,41.32660161965624,46,45.626111923277676,41.73522740820689,33.70791399900002,30.857168982272032,22.554617453077793,21.1523228489339,22.55846314854282,23.492358632076403,17.678092260949754,21.928534644181948,36.21257699081,43.70981372187168,46.73059717800459,51.299505018783506,45.8054630144978
39.2021948871861,32.364401420796604,31.14487470753136,28.701037520797264,35.377069414743886,36.107657439135565,37.73205930507987,38.53971465668304,38.13586782019064,36.956351282409805,43.68342603346973,44.91588195828242,45.66675568093629,36.02320846905173,34.64954619842203,30.60047157214785,29.937690269140475,29.430717001176856,29.099036328936425,29.778040271672076,24.5240269074342,11.000488624728753,28.294705970293148,28.764038444337324,30.657039065725037,32.69815140088501,34.05433118791471,39.4197574886629,46.00000000000001,45.18194697138888,41.607160411087115,40.305550542630115
42.1118774600097,37.68870774388758,30.303497342417174,28.92756682945319,44.83719311664491,42.09776615524063,44.46045817522084,56.179234237761236,55.87339168398238,52.64861055438116,41.29026570973174,39.83133898802609,31.668552106584283,22.342752364204518,20.621600815538432,12.305347193899758,7.596944327993604,8.429527449324468,15.106672192703822,17.508908229491798,15.131034976080223,6.4966543444850995,15.308372774134865,17.887324219849834,33.656643416455815,36.00000000000001,35.24307070118702,33.60266217915051,46.88334903422149,47.53930507820896,48.98472406435165,37.165563186263206
42.15891003511601,34.912787102957,19.25227124325312,21.80364136567901,40.81193778537053,40.05180710038452,41.58406729861471,52.46054255635634,54.77911716496619,54.25772581580194,32.95245459688794,31.509324658024333,19.839373679030793,11.416795216657968,11.437743008801057,12.488203461752102,6.973882419115053,8.224096209476238,17.344628748945308,22.732134844927195,21.656661075388644,10.47783982972984,11,13.973802025008453,39.705605807232494,40.90621342933216,40.75847062943863,38.82979784273757,40.84637834269185,41.65038444608529,49.85919680651304,47.34604824998321
