V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
17.072898808467375,7.816089243203091,2.7778198966025207,2.021726499948391,2.031683776905659,2.041648631058375,2.820921344359521,3.061601070935822,3.9511317802246624,4.621387662024807,9.018240439509658,18.37846099254895,20.77677045818968,17.096025992471024,16,5.430606756756049,2.4281939049493366,13.183379370095825,8.482513818841419,6.090239052514811,8.527852528938467,9.180948904938118,10.466521726168185,10.776883047152472,15.832420710649625,17.302241628437358,21.454189097346813,25.37737594940519,26.181205320054843,21.70551229677035,20.571418346527835,8.857032681014271,5.3135638368339215,5.5952524947791344,1.301896321809801,0,1.5405500203218385,2
29.835328568582632,32.126594530587624,11.07486241226405,3,3.039628097796661,3.0741590259035716,3.7904878652725578,4.057031169728034,6.210425079560571,11.609964983632766,13.348061925649368,18.34034159877528,20.28451488097773,17.014451197291585,15.745798721233712,17.429649315456977,18.207830187933773,14.212287750204004,4.870241811044308,2,1.7259803558754236,1.6049172556608038,2.4673888579547723,2.7822645134913913,7.851490362388709,9.620400923473793,13.876567371812568,26.453018425102762,30.70883411176117,32.164828102470146,32.55673223851251,14.00653455152354,7.2359361865149445,5.612680410556711,1.3456062140675091,0,1.4617313611631633,2
42.77595757741388,34.67319970552603,11.615699199244528,3.1007199509413343,4.393219893293138,4.902468316347245,4.931369095708067,4.947538565064394,6.4084196977011105,13.743617845965804,16.670221720736585,26.384315045225577,30.692586372529306,20.142344871334274,15.592866009068665,25.653661878904728,30.001692158115134,17.14730653837667,5.372788780462705,2.6912124267347943,2.1068867398483757,1.9296612273665072,2.4309150256718657,2.6394783336252523,2.6698024101133733,7.382448965896509,20.782213205586686,40.442084120560565,46.88979731270636,34.11150774775867,28.431850546013138,15.677512725727562,10,6.107067007668709,1.3419870748684026,0,1.3829181140848714,2
14.330998737958765,13.262898780011188,11.69415050028039,10.991978009646344,5.10956349099377,2,3.431347295632791,4.239459333007572,6.903879111552193,11.78467659381822,13.700864422743894,23.30599940306652,28.39159871241109,27.214189058237167,26.528176654604415,24.695408744219463,23.72391540116785,16.688360316336578,8.700863086575422,6.504686446129087,7.982617614708703,8.681262719209073,5.864446405752469,4.374249291890436,7.341890496724879,26.106302468134224,35.194645920333805,39.16346295576851,41.25919747426969,32.3101151980446,27.558992137384067,16.488937495215904,10.599649934538682,5.8520594240896,1.781267291191746,0.9911254055416501,1.881685675877256,2.3507797937226886
21.703915109879386,14.967130906995626,11.921601789454378,10,5.126820672829379,2.1402389415418703,6.485875983596209,9.21661232344973,11.956208805464414,19.060728299004737,22.43981947706162,27.879656906976344,31.160045177599194,26.554360834486868,23.654320398950283,21.940823419789467,20.306743398921753,11.954729870630647,8.03982076860189,8.672690618501218,5.394775944000986,3.367632248439661,2.535815061336651,2,15.020020134333771,32.079530484559996,37.59388629125752,38.923592484505804,39.70842198410053,32.943240744397635,28.725082422656833,18.99102863527702,12.885737034302426,7.825573986574076,4.211781261679564,3.977383941208126,3.1845891599510034,2.653801495180495
29.44105022608556,35.55896982782737,20.897783396217438,10.000000000000002,8.886383937576268,8.037609408828084,11.500965241716543,14.038753229251038,20.24931893142296,26.494136553116647,27.725068663404667,24.758955607466255,22.55621442161249,26.36691934726629,28.103179784399185,19.746021977547056,11.05794432656467,8.806355107214541,8.765676848175882,8.749888061776062,7.5158403261017135,6.613172376030233,5.196924670170159,3.2766681200134737,13.826867642926207,28.077792613220595,32.540448895195716,33.34691969086566,34.00016900705782,31.170208699422133,29.081357011930564,22.14462338489877,15.366976053669326,10.487982813844514,6.439159953255696,5.357571347863395,3.6141054768255167,2.3416173830765596
29.083992892041742,17.09899908364924,9.888344148434111,17.95455182333625,13.691376456663027,10.028472836553654,12.608893818407953,14.928834840658588,18.21725848898905,22.305131197329004,23.486699291080978,20.42095797663729,17.831627831415936,19.75796117796583,21.374560712014812,22.28077353425552,21.84763549473816,20.806264350256882,19.40615068107426,18.154506941722765,16.549202928232873,15.22266754942796,14.064232888294455,9.548863654756847,9.580861464304697,19.75077682883809,26.27082127536011,31.158641898084873,35.527210654506575,32.38157220549837,29.60815013950585,27.415800315977933,20.52736454277382,16.147671026675688,10.871056942254182,6.216439205090914,4.881550238472052,3.6740728569590546
NA,NA,9.004961374911794,16.51502754205986,13.50027878726685,12.087014686930294,9.668761385443762,12.65714927926785,18.118800299787978,17.373272092953425,16.71511011507271,16.592177544882592,16.398076097576542,16.760971191848405,17.196018754851863,20.53656679590044,24.51792266752902,25.22117265662296,22.5125487747286,19.89959990372379,20.636364694229812,21.340184754405378,17.384719979160625,13.00244888430505,7.834092844266908,6.10991885904071,9.11750964692672,17.663180110834418,26.18224605961568,25.373515135464636,24.828281736486094,30.171775277436836,32.360899416501944,29.208513317255715,22.196798739408443,15.056704409502244,11.903780724477695,8.657012051154915
NA,NA,NA,4.1399226503549125,9.710603861097356,20.95059021806517,18.048843772508473,17.669302895395845,20.789814168109338,24.057346659869125,27.944977402891812,25.043037350682866,21.75044521254216,24.67792233907711,28,25.292058751554464,21.672816031263935,21.252318894227358,23.460603008081094,26.017519017076328,24.957546968007637,23.662072513556417,19.314817454675637,12.58042295568771,10.804187658561728,8.883981319075227,6.648139069611295,8.756597094181547,11.236310670025258,18.795595104029818,27.6905524639066,30.06194460345103,34.10862259178324,35.56447995738474,30.133743216777525,23.692525634367417,18.596075610946105,12.393374772123568
NA,NA,NA,NA,8.884034052350616,NA,5.493929559279791,13.844778595281205,15.090020589846585,20.312387755643293,27.252264255605667,28.886362235256456,31.070473989594703,29.749557723305813,27.87137918287678,25.907361841928072,26.088442514282313,29.879340611696506,30.599331362515905,31.57764029421937,29.070446225476474,25.55150358285904,19.126043519826197,10.438115247972227,10.573711211856352,10.269975075487986,9.84588116674714,10.769522963262983,12,15.04958849551366,19.235806622583652,20.67459958946527,25.508359971942703,29.174748447425188,26.301936587762725,22.394210573985085,15.542167623473613,5.969883702605778
NA,NA,NA,NA,NA,NA,NA,NA,NA,25.833502630666054,32,31.93580866222829,31.802289126583055,30.005678776667267,27.052558723792536,26.959909597778726,27.63862715547119,28.535651784512886,28.495414151702676,28.455146222573028,24.507244346394547,18.156370131125335,16.012851997305226,11.970741133781393,10.946718366911671,12.775702314614653,16.103415906620196,15.630056261933586,14.72588540248142,14.796279699618346,14.929379829503928,18.372021527461428,23.069638459827523,22.555892938175376,20.787888958637556,17.71853249758322,14.10755935873309,8.31871428152188
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,31.403410483437575,35.686376264053,31.388743056761413,24.44242556939786,24.516938839057374,24.736719026313434,23.393015778313178,20.973352974311407,19.850744746618698,13.85314366201725,6.916349796714353,14.595534771455803,29.011593313502544,28.064592615751433,26.2258059070844,24.190898496265543,20.83475951199889,22.28939370867222,23.22220945676379,24.820103849804653,21.082406397939828,13.818566818044548,13.20458157087954,11.82720746388971
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.176123664125257,20,20.803567872528077,22.61879691188349,25.022400173311766,30.52777199051696,30.29793122689963,29.849792344472238,29.532536777606772,30.65434589610352,33.197743098543064,33.32096507956765,33.56399153703673,31.797166981404065,27.645087236987067,27.52785083770699,26.15978238160838,23.236945630311595,23.731774963294864,25.313254062169634,23.19454894257432,18
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20.527609834579387,22.000000000000004,23.783382754185347,29.222850041132908,30.61649875383742,31.347552455123562,33.61366459745264,32.91129472885686,30.932859804070617,28.337043989101836,19.728463018215244,15.707127409229933,14.99111331123159,12.735788587197984,16.95923600353578,29.007955585145282,26.79804941565472,20.744769837214957
NA,NA,NA,NA,NA,NA,NA,NA,NA,6.060948030442333,13,10.032675302885316,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.447533536197724,24,25.784071063155302,31.7900693332584,29.983496317986294,26.37344395842908,26.23957656342398,25.03215955459951,21.9571924966342,19.95987421217817,12.77890018450882,14.85179268063792,22.04000730476788,23.132952037256217,26.64432395860969
NA,NA,NA,NA,NA,NA,NA,NA,4,5.703773886524374,12.907848510745659,10.471755458333153,0.24435432802816742,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.450580714797027,24,24.677037074416763,27.170083806092602,25.000000000000004,23.67698259808754,17.805610983314253,18.182459807100024,19.478782758281568,20.775467170085058,25.28231162825447
