V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
5.5736190151188545,5.41656393858498,8.16829604135948,7.486761819795188,5.205089634786288,4.738323486356839,6.548189220412849,6.99641262664319,6.980095162532409,7.763200237553523,12.849215205209655,16.59746368814484,13.944642809412874,7.8347076901181945,4.474785641874622,0.5282723604333406,2.5442672368106574,5.972581100260169,6.788567992348289,8.000000000000002,8.370668001504683,7.843473950334845,6.3049409734769295,6.411730064797953,6.142728028623342,6.230299184764451,6.932917199897785,8.618787015261908
4.535888427189654,8.047816799236813,11.891585438202219,11.259281180421246,8.742234099766556,5.770298396158866,5.3117110023834035,6.923114688452504,6.802354297184269,6.433883505750502,8.626395967675123,11.293838984062244,10.03246693611451,6.4310679818424665,3.7728850511843453,4.654124600162881,5.5216769460731765,7.648827532148029,8.65560933234088,7.929445166273906,7.779945509090014,7.440664655137754,8.310088297704258,8.862776398030887,6.162521023697574,6.417939118265297,6.856801821882242,6.175238117312852
1.1694024218302441,4.318647313856224,8.608214269239308,9.614886011993967,10.32173723849773,5.331925912124869,5.6241988746328255,7.742719424879681,7.235207146242889,6.2366475351257,6.30771103703511,4.989205121431494,4.509753706885584,2.6287369634894104,1.6880226713778983,5,4.7473915659092585,4.38142687478409,5.010415028954405,4.984346584934213,3.3753254936373884,0.0196074234147083,1.1569450784437536,2.848891906377786,0.8635681582250898,1.562974939185741,3.603574894514936,4.376841644442849
0.31340245539257855,2.0013266447715994,8.192341877378297,9.867106008583546,11.158011636348133,9.854025246794288,8.230998131841265,4.321439081102103,8.257199293878681,6.641628302905874,4.825433410134629,0.6720198248728303,0.543218450303518,0.2739173549648755,1.6972995862460845,6.8490869686067635,7.824095117658995,9.600081652984981,5.994045741734679,4.536389983642403,0.16169551283022923,0.43764885328919134,1,0.9438464487797912,0.9329884605278798,1.893747867940645,4.586585639743621,5.169926853845128
1.6317855148680835,4.34398969502936,7.811926244997459,10.35581705097567,11.645951654166824,17.26004265153327,15.24940085973318,0.6969163901229267,2.2212563128542735,3.059738856115562,5.9266440000489435,5.464950831425017,4.605411893018348,6.656654208060032,8.40163573969684,6.078596916498231,6.099905906572155,5.16157121260359,2.0333797287071484,5.5375146593801645,3.8881614981198456,3.321140308731975,1.3854592979688625,2.4579902376638603,7.130136501428098,5.921024642511902,2.1527588777169093,6.784307854033094
5.910497138726467,5.596869267121882,7.260627005136631,10.641052273268574,11.676056524068283,18.070744199572655,21.6586211905055,8.799807177134154,7.806800608723997,2.271885806167784,8.990665226764502,7.771510731675819,8.514075392562507,13.362038496779196,9.797812046883918,8.895480975050779,9.7656802560486,8.364737767084517,0.17112515927735744,1.0743384767885782,1.0000000000000002,1.7228130349613737,5.508160448369045,4.6054304390176295,7.365054256585237,6.225003902647344,1.2274988023177529,6.333536245235692
8.982188384852135,4.904299800854127,9.227222133476944,12.275843617112576,12.437622421926791,13.960827359269496,18.608667935379042,12.730183633673446,11.796174423150216,4.832027893285218,10.49622164982294,7.734146037390432,5.578597641830846,6.426901890596502,7.312629574226782,7.08228869807892,6.246882835047984,6.815010537657871,12.393800826810276,8.189042012449793,1.2169396596438484,1.5552483578953231,3.3492369413612932,4.859106727042152,2.7150917500913616,3.503603295192698,3.342918098141351,7.983612534193574
10.014820365483281,10.638695912177539,13.334911399298534,17.44354088401177,17.245146507414997,12.058151486308484,12.87893165275875,14.454100427415927,14.098810305623521,8.128848994157815,8.670433981781658,9.45907948637312,6.685136717500129,6.747166730937083,6.896717471578377,5.275824012192736,6.935138729843956,7.082531001375181,9.124575309636286,9.890489960881723,8.055695273719051,7.935302008677295,5.057089545389298,5.823311716336498,1.3931325068665843,7,7.0169296998193555,7.430849170486978
8.937788796743932,12.082832536554509,12.68674520149191,19.36833848780233,19.245569987131486,13.307314695649692,10.317441611206009,11.337981495522927,8.255680780563507,6.738238606216492,10.273405724947878,1.8301952205209933,1.1239817009705177,0.9620800228205922,0.8341078291085166,4.136638729317919,8.863996759674333,8.895116190150384,7.066145652909414,9.986367819377389,9.778299296626932,9.73288696564062,5.0081129160915046,6.4443584626102535,8.640980620820212,7,7.006000475971972,9.375390469309295
8,7.1143809191604825,7.355275484383569,7.063111575148382,6.619946277164586,4.606733329515604,7.112648964586013,9.904677377627786,9.728803103290469,9.834810597643658,11.725685254656241,2.7735978164982864,0.0910398585928589,0,2.5481625769570773,5.69309339556541,11.556008604386875,11.856062671246798,9.069978129302898,1.3407422047198532,1.040436603401133,4.6207477196690485,4.660179979628574,1.0669154984077145,5.664844211430228,7.3434155794857094,7.482623003390355,10.665284694116743
