V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
22.20335193679307,22.039382484445113,22.883260460597604,18.71778500359587,15.36780724265725,22.89254286956935,21.749517633801304,22.237836771232377,22.915262169164052,28.004303412261653,34.70972376218821,32.407759824701294,32.60605660718323,28.42477521917204,24.69904341196756,33.643414153972635,36.587887986129914,34.40617263261386,27.625792357268153,24.132687156210377,29.89026478879119,35.99707646878244,29.521220327080908,20.21546192014261,23.244804323090523,20.31224670315185
23.235402620394268,24.245015776694107,25.707947876662622,24.84545372571112,21.201478050636926,19.560309866682275,19.848953962687997,23.056923840283567,27.824347309208136,28.699193419748777,30.281429475320937,29.026230519824942,29.47153916577358,32.58647820407457,34.42336382474059,31.873400064638606,31.760699428207033,33.756529367573265,31.51421916232517,27.654118140159405,34.17088252159529,36.03500397464723,33.35784042933893,25.511086575641173,21.452681928097846,23.217291456916765
20.770907960896302,22.545954464874985,24.494527364213678,24.394832567841647,24.02810050646488,23.991079077997483,22.245413335413353,22.529656652274372,25.706200622761536,25.383282202177096,24.13953132285477,24.40771848095573,22.916681680030262,23.826234536788746,28.593816741030203,28.672351652623398,28.38038899371455,29.06977794981091,25.908647539477737,27.863074410830777,33.22226524280206,31.188276849752402,32.39891518558225,30.844776338788925,27.6876076881444,28.338760948045994
23.7609579468612,26.404037984372906,25.703932549932965,22.881865479342203,24.4961220899323,25.672304137571395,24.549819623640154,25.798008298081406,27.526801713994082,25.10735082489664,23.337030277227733,23.612022432909697,25.166419711701753,19.579900690113835,12.183211653963081,11.29230476382288,22.251286318516854,30.057691954657376,27.80317478867561,29.957792010314222,31.035308625397434,31.941961113358918,33.88383932276162,28.856926756983068,27.91946089747269,33.34019372694009
29.678550931917968,32.90206584235327,32.250125890519264,26.557971317520014,24.20760443024463,24.349935520033647,26.93147599104774,31.299275369488058,33.64136822495105,33.33083647166496,32.62939290268699,30.925041458889623,31.489036069249043,23.429747548013502,15.298396552210967,15.326908924772699,27.67962950251043,29.899680550959687,21.711385157586246,25.271478175628072,29.040046065000535,27.087679200753694,28.583795730845647,27.83413989427893,30.089923499584287,34.865390913472055
28,31.306338952096475,34.014591923626945,30.803898237064978,25.569294446964665,23.644737650630447,27.697018327922038,35.83620606950461,38.62270643834712,35.55116588871783,33.96430910904461,32.96410455656156,33.241137236688786,31.635722277172103,28.883974661953637,28.18424740815435,30.59038885329163,31.094410737238753,31.003850409937016,18.091256293051458,8.476166464006832,23.174428902777787,32.54693612252726,27.41431755084078,18.67233651716392,15.156904357188788
25.76654108850699,25.66470372112805,26.581625489101235,28.205174572520953,22.14932284419794,18.925593249793664,24.53472847341667,27.12249425656622,26.58811547119211,27.470409710225557,28.15968963178458,30.950237753547352,33.55504380506504,35.65029334099545,32.608902551294776,30.268405220284937,34.45715564006451,36.239063080462,23.53678547561906,7.3062097475172045,6.392330182570109,22.12915482852725,29.6214254220012,29.93686174936149,24.956580859272208,21.46105458591682
16.36744364859308,16.503373079781582,21.73780205213768,27.26376562141465,18.759149135415555,8.418059698893737,7.683681425171021,14.93801883836267,22.15391167303343,23.27359411500224,21.31486395701553,27.684844602403302,33.464784809816294,37.47323978260935,34.82626597146662,33.292055689124965,35.59043190968475,33.004931542706714,23.943339418334087,25.23311465275663,27.40277450493017,25.852786838690236,28.387768402625873,31.823044707564044,31.547703377370652,30.717037951911998
11.119645941977133,15.375814696713208,23.581872172005838,29.43717321323004,30.674899040349302,15.265958680282456,5.279752333879265,3.4701071484161155,19.982167018872182,26.667187224028147,20.5290038331541,28.562574244202565,32.91571355259148,31.903506129656943,31.42856666687895,36.68671792303238,34.06358072636783,33.47216424059363,39.64332841932815,32.72694566004365,28.96937196771989,25.488343308322293,21.739809680927667,24.376021949350534,31.44757135157135,33.70960331690952
17.121191069827592,22.842071147100103,25.22947231248601,28.614731797177576,29.140706068231623,22.932191397858396,15.24258119247935,7.948401701442669,13.604365066531088,15.878112407663416,14.423107105795848,16.682229828283628,27.946169939229833,34.02839017518955,34.89551379757772,36.371002547506265,34.74793548676515,34.629234270928265,37.21653540348966,37.94023389873619,34.069759798018,26.901992051709758,23.304834618714906,19.71883312644905,19.713995538238898,34.97129805184106
21.893174624793247,27.767417678239134,24.410446012692542,21.842227491021394,20.59173803234023,26.71782765210184,18.898291498591064,18.582013282174294,20.156634275191593,20.301213358554676,15.974388277781308,18.44761703938208,25.036972907325264,31.419001017168963,32.87985959789452,33.61750013205899,34.50787840676569,30.989849184377306,33.94618525052488,35.03897258916352,37.2625165098774,34.34638810405305,30.225744040553064,23.897554150235873,22.362017352327015,33.01258263051812
28.456525098092314,25.3129441734785,19.299051485952972,20.94756222786453,20.93028027583749,22.973688068659712,18.931472672280528,20.583688111048865,24.618970358125882,25.214209891951832,21.87940747902474,16.759712801063817,21.19355625212041,22.577114873555853,22.70247231072704,20.168099590268767,27.10593283123467,30.72445685668001,30.15473788382451,30.078209838815173,27.874105634147632,29.82550510382344,28.52647277076335,28.332489596653122,28.218537817180778,35.242156875509906
