V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.488132739730907,0.07710877808820543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.656683606978089,0.8220845954219396,0,3.526138329664171,5.812513633441277,6.1493329680800235,2.5340380978062003,0.2274532315557143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.564606535941205,0.6256152030912291,0,1.8015499223722722,2.8709914182182454,2.882867897709476,1.1812964114294013,0.12665013357795432,0,5.661017493578296,1.004480812678234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41589158606213006,3.056329996146001,3.7965460151041945,0.6933652485513052,4.884475629726982,6.084932923946345,1.1319201660257139,0,0,1.9493223922057212,0.42300680847881633,0,17.019817278626718,9.203028364622725,1.2368305431380648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.815741678048394,2.224909763779175,0.46377590214096476,2.4061870709160083,2.947264566823594,0.621243655959008,0,0,0,0,1.762051299493233,7.03462562543891,9.23329419533885,2.211849999930462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.5382429281501618,0.688873590621981,10.371052247687011,3.762937527563209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.977571969872185,4.33966492855287,3.397252855802156,0.9136453220003221,0,12.034106664575184,9.754711814003675,6.483099149504252,2.0454609889122852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
