V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.29820700527270966,0.09276777863923319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.34125662445596033,20.09416973306716,23.356947830226005,23.77249239121198,21.485704647708953,3.211461481819838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8.853550282356645,9.320915909397472,1.2999831872952332,0.7310007801459273,0.28565600777808087,1.922264972048,11.967910688755188,0.4126665733796246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.24167892018093,10.245039676317958,10.46855061357666,7.408993618237321,17.323509320065146,18.354767486172218,1.4781870117222737,0,0,0,22.231918548504478,2.8755812293746468,1.4184401083196958,0.29630178151124675,0.015930415572939605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.939416826602057,16.669814813093613,17.211583791031494,9.185753099291336,2.5805906098235933,1.4340514797214463,0.1384386021933355,0,0,0,28.206822495261296,24.248911213515225,22.672484032154593,5.931186061162634,0.5054516881586939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.707604705561542,12.606996441804903,31.81662244547114,36.16112716901061,26.122813828619858,10.95445512770437,1.4609074178626233,0,0,0,0,0.152604457007964,1.4099222757511933,2.627767859790453,18.466512565132273,3.889844735835818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.337749879389398,13.136684159658655,12.353833334929844,6.574408972073764,3.478946806719817,3.3934431348260485,11.449759120710876,11.85919486695149,14.407717481682516,28.371049715649892,32.72403753788881,12.095247945682342,39.63594830788378,48.565425483637355,23.92788778324111,4.061561785379602,0.41564727627483433,1.8143002699861301,0.5842630481708012,0,0,0,0,0,0,0,0,0,0,0,0
0,2.2304740446120914,1.4500534641188336,0.23284133390041173,0,6.085500305547477,3.2624117501678196,0.8739780858755049,13.159756502363072,21.131682791001932,22.13363266686602,10.335432154268522,1.6121145417556977,0,1.6736979136179657,4.794704023200362,6.102560599682215,14.031800528939682,4.663309472951354,0,0,0,0,0,0,0,0,0,0,0,0
0.7630584805188534,0,0,0,0,0.6676040940034089,0.2621898737937139,0,0.6499577455226326,0.7168448498544373,0.35055128297048,0,0,0,4.56553478270617,19.56292360256814,24.66471539673534,14.312263966596646,3.204385283372835,0,0,0,0,0,0,0,0,0,0,0,0
