x,y,land_cover,site,cluster_label,grad_cam_value
12,3,Crops,35,0,0.0
13,3,Crops,35,0,0.0
14,3,Crops,35,0,0.0
15,3,Crops,35,3,0.01260563638061285
16,3,Crops,35,0,0.0
17,3,Crops,35,0,0.0
18,3,Crops,35,0,0.0
0,4,Grass,35,0,0.0
1,4,Crops,35,0,0.0
2,4,Crops,35,3,0.04556690528988838
3,4,Crops,35,3,0.39552608132362366
4,4,Grass,35,3,0.36867138743400574
5,4,Grass,35,3,0.3106282949447632
6,4,Crops,35,3,0.24555428326129913
7,4,Crops,35,3,0.25109538435935974
8,4,Crops,35,3,0.3751051723957062
9,4,Crops,35,3,0.43572211265563965
10,4,Crops,35,3,0.45353466272354126
11,4,Crops,35,3,0.35555076599121094
12,4,Crops,35,3,0.23138128221035004
13,4,Crops,35,3,0.11200826615095139
14,4,Crops,35,0,0.0
15,4,Crops,35,3,0.08084447681903839
16,4,Crops,35,3,0.13775187730789185
17,4,Crops,35,0,0.0
18,4,Crops,35,0,0.0
0,5,Grass,35,1,0.16391120851039886
1,5,Grass,35,0,0.0
2,5,Crops,35,3,0.03619294986128807
3,5,Crops,35,3,0.11185518652200699
4,5,Grass,35,0,0.0
5,5,Grass,35,3,0.05716533213853836
6,5,Crops,35,3,0.3390049338340759
7,5,Crops,35,3,0.5471428632736206
8,5,Crops,35,3,0.6282262206077576
9,5,Crops,35,3,0.43997082114219666
10,5,Crops,35,3,0.16613124310970306
11,5,Crops,35,3,0.06142239645123482
12,5,Crops,35,3,0.016464103013277054
13,5,Crops,35,3,0.10698506981134415
14,5,Crops,35,0,0.0
15,5,Crops,35,3,0.29089635610580444
16,5,Crops,35,3,0.3400292694568634
17,5,Crops,35,3,0.10796470940113068
18,5,Crops,35,0,0.0
0,6,Grass,35,1,0.14425306022167206
1,6,Grass,35,0,0.0
2,6,Crops,35,0,0.0
3,6,Grass,35,0,0.0
4,6,Grass,35,0,0.0
5,6,Grass,35,3,0.08234917372465134
6,6,Crops,35,3,0.6023280620574951
7,6,Crops,35,3,0.7981250882148743
8,6,Crops,35,3,0.6745282411575317
9,6,Crops,35,3,0.2832392752170563
10,6,Crops,35,0,0.0
11,6,Crops,35,0,0.0
12,6,Crops,35,0,0.0
13,6,Crops,35,0,0.0
14,6,Crops,35,0,0.0
15,6,Crops,35,3,0.42185863852500916
16,6,Crops,35,3,0.5298812985420227
17,6,Crops,35,3,0.26738014817237854
18,6,Crops,35,0,0.0
0,7,Crops,35,0,0.0
1,7,Crops,35,0,0.0
2,7,Crops,35,0,0.0
3,7,Crops,35,0,0.0
4,7,Crops,35,3,0.0834634080529213
5,7,Crops,35,3,0.2401469349861145
6,7,Crops,35,3,0.5508764982223511
7,7,Crops,35,3,0.698806881904602
8,7,Crops,35,3,0.560455858707428
9,7,Crops,35,3,0.23429419100284576
10,7,Crops,35,0,0.0
11,7,Crops,35,0,0.0
12,7,Crops,35,0,0.0
13,7,Crops,35,0,0.0
14,7,Crops,35,3,0.2174217253923416
15,7,Crops,35,3,0.8400915265083313
16,7,Crops,35,3,0.8751190304756165
17,7,Crops,35,3,0.5470449924468994
18,7,Crops,35,0,0.0
0,8,Crops,35,0,0.0
1,8,Crops,35,0,0.0
2,8,Crops,35,0,0.0
3,8,Crops,35,0,0.0
4,8,Crops,35,3,0.029539620503783226
5,8,Crops,35,3,0.17621921002864838
6,8,Crops,35,3,0.23766209185123444
7,8,Crops,35,3,0.4308527410030365
8,8,Crops,35,3,0.429449200630188
9,8,Crops,35,3,0.28880512714385986
10,8,Crops,35,3,0.07322880625724792
11,8,Grass,35,0,0.0
12,8,Crops,35,0,0.0
13,8,Crops,35,3,0.10668718814849854
14,8,Crops,35,3,0.4717395305633545
15,8,Crops,35,3,0.9731548428535461
16,8,Crops,35,3,1.0
17,8,Crops,35,3,0.6858379244804382
18,8,Crops,35,3,0.07655635476112366
0,9,Crops,35,0,0.0
1,9,Crops,35,0,0.0
2,9,Crops,35,0,0.0
3,9,Crops,35,0,0.0
4,9,Crops,35,3,0.14136184751987457
5,9,Crops,35,3,0.13526514172554016
6,9,Crops,35,0,0.0
7,9,Crops,35,3,0.01085040345788002
8,9,Crops,35,3,0.15604151785373688
9,9,Crops,35,3,0.24833321571350098
10,9,Crops,35,3,0.14500835537910461
11,9,Crops,35,0,0.0
12,9,Crops,35,3,0.17153967916965485
13,9,Crops,35,3,0.3600304424762726
14,9,Crops,35,3,0.47177639603614807
15,9,Crops,35,3,0.753331184387207
16,9,Crops,35,3,0.7511857748031616
17,9,Crops,35,3,0.5099964141845703
18,9,Crops,35,3,0.01395576074719429
0,10,Crops,35,0,0.0
1,10,Crops,35,0,0.0
2,10,Crops,35,0,0.0
3,10,Crops,35,0,0.0
4,10,Crops,35,3,0.16879962384700775
5,10,Crops,35,3,0.13533975183963776
6,10,Crops,35,3,0.058670636266469955
7,10,Crops,35,3,0.053197670727968216
8,10,Crops,35,3,0.23224908113479614
9,10,Crops,35,3,0.11898279935121536
10,10,Crops,35,3,0.10455400496721268
11,10,Crops,35,3,0.18439342081546783
12,10,Crops,35,3,0.40608951449394226
13,10,Crops,35,3,0.4324916899204254
14,10,Crops,35,3,0.38644468784332275
15,10,Crops,35,3,0.5545364022254944
16,10,Crops,35,3,0.4943530261516571
17,10,Crops,35,3,0.23094837367534637
18,10,Crops,35,0,0.0
0,11,Crops,35,0,0.0
1,11,Crops,35,0,0.0
2,11,Crops,35,0,0.0
3,11,Crops,35,0,0.0
4,11,Crops,35,0,0.0
5,11,Crops,35,3,0.0013506329851225019
6,11,Crops,35,3,0.13077028095722198
7,11,Crops,35,3,0.17658166587352753
8,11,Crops,35,3,0.2256471961736679
9,11,Crops,35,3,0.04528886452317238
10,11,Crops,35,3,0.11213020980358124
11,11,Crops,35,3,0.3502700626850128
12,11,Crops,35,3,0.4201618731021881
13,11,Crops,35,3,0.29052573442459106
14,11,Crops,35,3,0.16986173391342163
15,11,Crops,35,3,0.3252282738685608
16,11,Crops,35,3,0.27285513281822205
17,11,Crops,35,3,0.1215347871184349
18,11,Crops,35,0,0.0
0,12,Crops,35,0,0.0
1,12,Crops,35,0,0.0
2,12,Crops,35,3,0.13922201097011566
3,12,Crops,35,0,0.0
4,12,Crops,35,0,0.0
5,12,Crops,35,0,0.0
6,12,Crops,35,3,0.25776803493499756
7,12,Crops,35,3,0.3564956784248352
8,12,Crops,35,3,0.24844135344028473
9,12,Crops,35,3,0.013475606217980385
10,12,Crops,35,3,0.08238556236028671
11,12,Crops,35,3,0.35444796085357666
12,12,Crops,35,3,0.4157916009426117
13,12,Crops,35,3,0.22061966359615326
14,12,Crops,35,3,0.036914318799972534
15,12,Crops,35,3,0.28563249111175537
16,12,Crops,35,3,0.2746099829673767
17,12,Crops,35,3,0.24779319763183594
18,12,Crops,35,0,0.0
0,13,Crops,35,2,0.02315463311970234
1,13,Crops,35,0,0.0
2,13,Crops,35,3,0.47176429629325867
3,13,Crops,35,3,0.30585426092147827
4,13,Crops,35,3,0.00014439578808378428
5,13,Crops,35,0,0.0
6,13,Crops,35,3,0.018259113654494286
7,13,Crops,35,3,0.169918030500412
8,13,Crops,35,3,0.2112121731042862
9,13,Crops,35,3,0.12115620076656342
10,13,Crops,35,3,0.2126757651567459
11,13,Crops,35,3,0.3842170536518097
12,13,Crops,35,3,0.425418496131897
13,13,Crops,35,3,0.189060777425766
14,13,Crops,35,3,0.04356195032596588
15,13,Crops,35,3,0.37760019302368164
16,13,Crops,35,3,0.3767416775226593
17,13,Crops,35,3,0.2997995615005493
18,13,Crops,35,0,0.0
0,14,Crops,35,0,0.0
1,14,Crops,35,0,0.0
2,14,Crops,35,3,0.3796117603778839
3,14,Crops,35,3,0.36132240295410156
4,14,Crops,35,3,0.10453786700963974
5,14,Crops,35,0,0.0
6,14,Crops,35,0,0.0
7,14,Crops,35,0,0.0
8,14,Crops,35,0,0.0
9,14,Crops,35,0,0.0
10,14,Crops,35,0,0.0
11,14,Crops,35,0,0.0
12,14,Crops,35,3,0.18790872395038605
13,14,Crops,35,3,0.14358875155448914
14,14,Crops,35,3,0.09263847023248672
15,14,Crops,35,3,0.5740193128585815
16,14,Crops,35,3,0.5203449130058289
17,14,Crops,35,3,0.3728473484516144
18,14,Crops,35,0,0.0
0,15,Crops,35,3,0.03557633236050606
1,15,Crops,35,0,0.0
2,15,Crops,35,3,0.1374526470899582
3,15,Crops,35,3,0.27482056617736816
4,15,Crops,35,3,0.1847486048936844
5,15,Crops,35,3,0.04310726001858711
6,15,Crops,35,0,0.0
7,15,Crops,35,0,0.0
8,15,Crops,35,0,0.0
9,15,Crops,35,0,0.0
10,15,Crops,35,0,0.0
11,15,Crops,35,0,0.0
12,15,Crops,35,0,0.0
13,15,Crops,35,0,0.0
14,15,Crops,35,0,0.0
15,15,Crops,35,3,0.39644280076026917
16,15,Crops,35,3,0.48506009578704834
17,15,Crops,35,3,0.31771525740623474
18,15,Crops,35,0,0.0
0,16,Crops,35,3,0.16185544431209564
1,16,Crops,35,0,0.0
2,16,Crops,35,3,0.19234630465507507
3,16,Crops,35,3,0.3861517608165741
4,16,Crops,35,3,0.31235960125923157
5,16,Crops,35,3,0.27035823464393616
6,16,Crops,35,3,0.05128173157572746
7,16,Crops,35,0,0.0
8,16,Crops,35,0,0.0
9,16,Crops,35,0,0.0
10,16,Crops,35,0,0.0
11,16,Crops,35,0,0.0
12,16,Crops,35,0,0.0
13,16,Crops,35,0,0.0
14,16,Crops,35,0,0.0
15,16,Crops,35,3,0.3826472759246826
16,16,Crops,35,3,0.3093789517879486
17,16,Crops,35,0,0.0
18,16,Crops,35,0,0.0
0,17,Crops,35,3,0.46128201484680176
1,17,Crops,35,3,0.282198429107666
2,17,Crops,35,3,0.5536183714866638
3,17,Crops,35,3,0.5630976557731628
4,17,Crops,35,3,0.6498837471008301
5,17,Crops,35,3,0.7205449938774109
6,17,Crops,35,3,0.7083857655525208
7,17,Crops,35,3,0.6134564876556396
8,17,Crops,35,3,0.4577529728412628
9,17,Crops,35,3,0.3381328582763672
10,17,Crops,35,3,0.33312514424324036
11,17,Crops,35,3,0.40935125946998596
12,17,Crops,35,3,0.4856404960155487
13,17,Crops,35,3,0.4548938572406769
14,17,Crops,35,3,0.4571356177330017
15,17,Crops,35,3,0.7225251793861389
16,17,Crops,35,3,0.6479946374893188
17,17,Crops,35,3,0.19723398983478546
18,17,Crops,35,0,0.0
0,18,Crops,35,3,0.43160027265548706
1,18,Crops,35,3,0.5672413110733032
2,18,Crops,35,3,0.7981906533241272
3,18,Crops,35,3,0.7033247947692871
4,18,Crops,35,3,0.7382480502128601
5,18,Crops,35,3,0.7450281381607056
6,18,Crops,35,3,0.7026280164718628
7,18,Crops,35,3,0.709165096282959
8,18,Crops,35,3,0.6430739760398865
9,18,Grass,35,3,0.5689602494239807
10,18,Grass,35,3,0.6102097630500793
11,18,Crops,35,3,0.6309962272644043
12,18,Crops,35,3,0.6902436017990112
13,18,Crops,35,3,0.6690664291381836
14,18,Crops,35,3,0.6582134962081909
15,18,Crops,35,3,0.8144545555114746
16,18,Crops,35,3,0.6477563381195068
17,18,Crops,35,3,0.37793347239494324
18,18,Crops,35,0,0.0
0,0,Grass,36,0,0.0
1,0,Grass,36,0,0.0
2,0,Grass,36,0,0.0
3,0,Grass,36,0,0.0
4,0,Grass,36,0,0.0
5,0,Grass,36,0,0.0
6,0,Grass,36,0,0.0
7,0,Grass,36,0,0.0
8,0,Crops,36,0,0.0
9,0,Crops,36,0,0.0
10,0,Crops,36,0,0.0
11,0,Grass,36,0,0.0
12,0,Grass,36,0,0.0
13,0,Grass,36,0,0.0
14,0,Crops,36,0,0.0
15,0,Crops,36,0,0.0
16,0,Tree,36,0,0.0
17,0,Tree,36,0,0.0
18,0,Tree,36,0,0.0
0,1,Grass,36,0,0.0
1,1,Grass,36,0,0.0
2,1,Grass,36,0,0.0
3,1,Grass,36,0,0.0
4,1,Grass,36,2,0.377237468957901
5,1,Grass,36,2,0.6533090472221375
6,1,Crops,36,0,0.0
7,1,Crops,36,0,0.0
8,1,Crops,36,0,0.0
9,1,Crops,36,0,0.0
10,1,Crops,36,0,0.0
11,1,Crops,36,0,0.0
12,1,Crops,36,0,0.0
13,1,Grass,36,0,0.0
14,1,Crops,36,0,0.0
15,1,Grass,36,0,0.0
16,1,Tree,36,0,0.0
17,1,Tree,36,0,0.0
18,1,Tree,36,0,0.0
0,2,Built-Up,36,0,0.0
1,2,Grass,36,0,0.0
2,2,Grass,36,0,0.0
3,2,Grass,36,2,0.34022775292396545
4,2,Grass,36,2,0.686733067035675
5,2,Grass,36,2,1.0
6,2,Crops,36,2,0.604825496673584
7,2,Crops,36,2,0.16444475948810577
8,2,Crops,36,0,0.0
9,2,Crops,36,0,0.0
10,2,Crops,36,0,0.0
11,2,Crops,36,0,0.0
12,2,Crops,36,0,0.0
13,2,Crops,36,0,0.0
14,2,Grass,36,0,0.0
15,2,Grass,36,0,0.0
16,2,Tree,36,0,0.0
17,2,Tree,36,7,0.0597560778260231
18,2,Tree,36,0,0.0
0,3,Built-Up,36,0,0.0
1,3,Built-Up,36,0,0.0
2,3,Grass,36,0,0.0
3,3,Grass,36,2,0.10924100875854492
4,3,Grass,36,2,0.3326280117034912
5,3,Grass,36,2,0.7701718807220459
6,3,Crops,36,2,0.9399127960205078
7,3,Crops,36,2,0.6745527982711792
8,3,Crops,36,2,0.21962189674377441
9,3,Crops,36,0,0.0
10,3,Crops,36,0,0.0
11,3,Crops,36,0,0.0
12,3,Crops,36,0,0.0
13,3,Crops,36,0,0.0
14,3,Grass,36,0,0.0
15,3,Grass,36,0,0.0
16,3,Tree,36,0,0.0
17,3,Built-Up,36,0,0.0
18,3,Built-Up,36,0,0.0
0,4,Built-Up,36,0,0.0
1,4,Built-Up,36,0,0.0
2,4,Grass,36,0,0.0
3,4,Grass,36,0,0.0
4,4,Grass,36,0,0.0
5,4,Grass,36,2,0.43164360523223877
6,4,Grass,36,2,0.8032416105270386
7,4,Crops,36,2,0.48922207951545715
8,4,Crops,36,2,0.09579014778137207
9,4,Grass,36,0,0.0
10,4,Grass,36,0,0.0
11,4,Crops,36,0,0.0
12,4,Crops,36,0,0.0
13,4,Crops,36,0,0.0
14,4,Grass,36,0,0.0
15,4,Grass,36,0,0.0
16,4,Grass,36,0,0.0
17,4,Built-Up,36,0,0.0
18,4,Built-Up,36,0,0.0
0,5,Grass,36,0,0.0
1,5,Grass,36,0,0.0
2,5,Grass,36,0,0.0
3,5,Grass,36,0,0.0
4,5,Grass,36,0,0.0
5,5,Grass,36,2,0.0518183670938015
6,5,Grass,36,2,0.6818227767944336
7,5,Crops,36,2,0.227787047624588
8,5,Crops,36,2,0.011658216826617718
9,5,Grass,36,2,0.12838120758533478
10,5,Grass,36,0,0.0
11,5,Crops,36,0,0.0
12,5,Crops,36,0,0.0
13,5,Crops,36,0,0.0
14,5,Crops,36,0,0.0
15,5,Grass,36,0,0.0
16,5,Grass,36,0,0.0
17,5,Grass,36,0,0.0
18,5,Crops,36,0,0.0
0,6,Grass,36,0,0.0
1,6,Grass,36,0,0.0
2,6,Grass,36,0,0.0
3,6,Grass,36,0,0.0
4,6,Grass,36,0,0.0
5,6,Grass,36,0,0.0
6,6,Grass,36,0,0.0
7,6,Grass,36,0,0.0
8,6,Grass,36,0,0.0
9,6,Grass,36,0,0.0
10,6,Tree,36,0,0.0
11,6,Grass,36,0,0.0
12,6,Grass,36,6,0.08882199227809906
13,6,Crops,36,6,0.10545095056295395
14,6,Crops,36,0,0.0
15,6,Grass,36,0,0.0
16,6,Grass,36,0,0.0
17,6,Grass,36,0,0.0
18,6,Crops,36,0,0.0
0,7,Grass,36,0,0.0
1,7,Grass,36,0,0.0
2,7,Grass,36,0,0.0
3,7,Grass,36,0,0.0
4,7,Grass,36,0,0.0
5,7,Grass,36,0,0.0
6,7,Grass,36,0,0.0
7,7,Crops,36,0,0.0
8,7,Grass,36,0,0.0
9,7,Grass,36,0,0.0
10,7,Grass,36,0,0.0
11,7,Grass,36,0,0.0
12,7,Grass,36,0,0.0
13,7,Grass,36,0,0.0
14,7,Grass,36,6,0.022752592340111732
15,7,Grass,36,0,0.0
16,7,Grass,36,0,0.0
17,7,Grass,36,0,0.0
18,7,Grass,36,0,0.0
0,8,Grass,36,0,0.0
1,8,Grass,36,0,0.0
2,8,Grass,36,1,0.047549884766340256
3,8,Grass,36,1,0.17325258255004883
4,8,Grass,36,1,0.008280434645712376
5,8,Grass,36,0,0.0
6,8,Grass,36,0,0.0
7,8,Grass,36,0,0.0
8,8,Crops,36,0,0.0
9,8,Grass,36,0,0.0
10,8,Grass,36,0,0.0
11,8,Grass,36,0,0.0
12,8,Grass,36,0,0.0
13,8,Grass,36,0,0.0
14,8,Grass,36,0,0.0
15,8,Grass,36,0,0.0
16,8,Grass,36,0,0.0
17,8,Grass,36,0,0.0
18,8,Grass,36,0,0.0
0,9,Grass,36,0,0.0
1,9,Grass,36,0,0.0
2,9,Grass,36,1,0.25283217430114746
3,9,Grass,36,1,0.06161189824342728
4,9,Grass,36,0,0.0
5,9,Grass,36,0,0.0
6,9,Grass,36,4,0.10441194474697113
7,9,Grass,36,4,0.43432968854904175
8,9,Grass,36,4,0.49657291173934937
9,9,Grass,36,0,0.0
10,9,Grass,36,0,0.0
11,9,Grass,36,0,0.0
12,9,Grass,36,0,0.0
13,9,Grass,36,0,0.0
14,9,Grass,36,0,0.0
15,9,Grass,36,0,0.0
16,9,Grass,36,0,0.0
17,9,Grass,36,0,0.0
18,9,Grass,36,0,0.0
0,10,Grass,36,0,0.0
1,10,Grass,36,0,0.0
2,10,Grass,36,1,0.051329437643289566
3,10,Grass,36,0,0.0
4,10,Grass,36,0,0.0
5,10,Grass,36,0,0.0
6,10,Grass,36,4,0.016485676169395447
7,10,Grass,36,4,0.5334042906761169
8,10,Grass,36,4,0.6262940168380737
9,10,Grass,36,4,0.34257230162620544
10,10,Grass,36,0,0.0
11,10,Grass,36,0,0.0
12,10,Grass,36,0,0.0
13,10,Grass,36,0,0.0
14,10,Grass,36,0,0.0
15,10,Grass,36,0,0.0
16,10,Grass,36,0,0.0
17,10,Grass,36,0,0.0
18,10,Grass,36,0,0.0
0,11,Grass,36,1,0.08321995288133621
1,11,Grass,36,1,0.02334447391331196
2,11,Grass,36,1,0.441571444272995
3,11,Grass,36,0,0.0
4,11,Grass,36,0,0.0
5,11,Grass,36,0,0.0
6,11,Grass,36,0,0.0
7,11,Grass,36,4,0.39240264892578125
8,11,Grass,36,4,0.6370403170585632
9,11,Grass,36,4,0.6021096110343933
10,11,Grass,36,4,0.5435887575149536
11,11,Grass,36,4,0.5484575033187866
12,11,Grass,36,4,0.349075585603714
13,11,Grass,36,0,0.0
14,11,Grass,36,0,0.0
15,11,Grass,36,0,0.0
16,11,Grass,36,0,0.0
17,11,Grass,36,0,0.0
18,11,Grass,36,0,0.0
0,12,Grass,36,1,0.2681683301925659
1,12,Grass,36,1,0.20022739470005035
2,12,Grass,36,1,0.9131255149841309
3,12,Grass,36,1,0.26791322231292725
4,12,Grass,36,0,0.0
5,12,Grass,36,0,0.0
6,12,Grass,36,0,0.0
7,12,Grass,36,0,0.0
8,12,Crops,36,4,0.15087571740150452
9,12,Crops,36,4,0.525590717792511
10,12,Grass,36,4,0.771593451499939
11,12,Grass,36,4,0.8990768194198608
12,12,Grass,36,4,0.6736298203468323
13,12,Grass,36,0,0.0
14,12,Grass,36,0,0.0
15,12,Grass,36,0,0.0
16,12,Grass,36,0,0.0
17,12,Crops,36,0,0.0
18,12,Crops,36,0,0.0
0,13,Grass,36,1,0.21282650530338287
1,13,Grass,36,1,0.062150467187166214
2,13,Grass,36,1,0.8119390606880188
3,13,Grass,36,1,0.4500111937522888
4,13,Grass,36,1,0.055214688181877136
5,13,Grass,36,0,0.0
6,13,Grass,36,0,0.0
7,13,Grass,36,0,0.0
8,13,Grass,36,0,0.0
9,13,Grass,36,4,0.3054240643978119
10,13,Grass,36,4,0.674851655960083
11,13,Grass,36,4,0.8816264271736145
12,13,Grass,36,4,0.6230190396308899
13,13,Grass,36,0,0.0
14,13,Grass,36,0,0.0
15,13,Grass,36,0,0.0
16,13,Grass,36,0,0.0
17,13,Crops,36,0,0.0
18,13,Crops,36,0,0.0
0,14,Grass,36,1,0.02700536698102951
1,14,Grass,36,0,0.0
2,14,Grass,36,1,0.16400650143623352
3,14,Grass,36,0,0.0
4,14,Grass,36,0,0.0
5,14,Grass,36,0,0.0
6,14,Grass,36,0,0.0
7,14,Grass,36,0,0.0
8,14,Grass,36,0,0.0
9,14,Grass,36,0,0.0
10,14,Grass,36,0,0.0
11,14,Grass,36,0,0.0
12,14,Grass,36,4,0.06767106056213379
13,14,Grass,36,0,0.0
14,14,Grass,36,0,0.0
15,14,Grass,36,0,0.0
16,14,Grass,36,0,0.0
17,14,Grass,36,0,0.0
18,14,Grass,36,0,0.0
0,15,Grass,36,1,0.1028144434094429
1,15,Grass,36,0,0.0
2,15,Grass,36,0,0.0
3,15,Grass,36,0,0.0
4,15,Grass,36,0,0.0
5,15,Grass,36,0,0.0
6,15,Grass,36,0,0.0
7,15,Grass,36,0,0.0
8,15,Grass,36,0,0.0
9,15,Grass,36,0,0.0
10,15,Grass,36,0,0.0
11,15,Grass,36,0,0.0
12,15,Grass,36,0,0.0
13,15,Grass,36,0,0.0
14,15,Grass,36,0,0.0
15,15,Grass,36,0,0.0
16,15,Grass,36,0,0.0
17,15,Grass,36,0,0.0
18,15,Grass,36,0,0.0
0,16,Grass,36,0,0.0
1,16,Grass,36,0,0.0
2,16,Grass,36,0,0.0
3,16,Grass,36,0,0.0
4,16,Grass,36,3,0.14840568602085114
5,16,Grass,36,0,0.0
6,16,Grass,36,0,0.0
7,16,Grass,36,0,0.0
8,16,Grass,36,0,0.0
9,16,Grass,36,0,0.0
10,16,Grass,36,0,0.0
11,16,Grass,36,5,0.002448492683470249
12,16,Grass,36,5,0.13257120549678802
13,16,Grass,36,0,0.0
14,16,Grass,36,0,0.0
15,16,Grass,36,0,0.0
16,16,Grass,36,0,0.0
17,16,Grass,36,0,0.0
18,16,Grass,36,0,0.0
0,17,Grass,36,0,0.0
1,17,Grass,36,0,0.0
2,17,Grass,36,0,0.0
3,17,Grass,36,0,0.0
4,17,Grass,36,3,0.5631360411643982
5,17,Grass,36,3,0.7810577154159546
6,17,Grass,36,3,0.27891671657562256
7,17,Grass,36,0,0.0
8,17,Grass,36,0,0.0
9,17,Grass,36,0,0.0
10,17,Grass,36,0,0.0
11,17,Grass,36,5,0.16203555464744568
12,17,Grass,36,5,0.27062493562698364
13,17,Grass,36,0,0.0
14,17,Grass,36,0,0.0
15,17,Grass,36,0,0.0
16,17,Crops,36,0,0.0
17,17,Built-Up,36,0,0.0
18,17,Grass,36,0,0.0
0,18,Grass,36,0,0.0
1,18,Grass,36,0,0.0
2,18,Grass,36,0,0.0
3,18,Grass,36,0,0.0
4,18,Grass,36,3,0.4317912757396698
5,18,Grass,36,3,0.2690269351005554
6,18,Grass,36,3,0.1601143330335617
7,18,Grass,36,3,0.052840590476989746
8,18,Grass,36,0,0.0
9,18,Grass,36,0,0.0
10,18,Grass,36,0,0.0
11,18,Grass,36,5,0.20128774642944336
12,18,Grass,36,5,0.28760677576065063
13,18,Grass,36,0,0.0
14,18,Crops,36,0,0.0
15,18,Crops,36,0,0.0
16,18,Crops,36,0,0.0
17,18,Built-Up,36,0,0.0
18,18,Grass,36,0,0.0
0,0,Tree,37,0,0.0
1,0,Tree,37,0,0.0
2,0,Crops,37,0,0.0
3,0,Crops,37,0,0.0
4,0,Grass,37,0,0.0
5,0,Tree,37,0,0.0
6,0,Tree,37,0,0.0
7,0,Tree,37,0,0.0
8,0,Tree,37,0,0.0
9,0,Tree,37,0,0.0
10,0,Tree,37,0,0.0
11,0,Tree,37,0,0.0
12,0,Tree,37,0,0.0
13,0,Tree,37,0,0.0
14,0,Tree,37,0,0.0
15,0,Built-Up,37,0,0.0
16,0,Tree,37,0,0.0
17,0,Tree,37,0,0.0
18,0,Grass,37,0,0.0
0,1,Tree,37,0,0.0
1,1,Grass,37,0,0.0
2,1,Crops,37,0,0.0
3,1,Crops,37,1,0.07038862258195877
4,1,Crops,37,1,0.41868266463279724
5,1,Grass,37,1,0.39528027176856995
6,1,Tree,37,1,0.10906706005334854
7,1,Tree,37,0,0.0
8,1,Tree,37,0,0.0
9,1,Tree,37,0,0.0
10,1,Tree,37,0,0.0
11,1,Tree,37,0,0.0
12,1,Tree,37,0,0.0
13,1,Tree,37,0,0.0
14,1,Grass,37,0,0.0
15,1,Grass,37,0,0.0
16,1,Tree,37,0,0.0
17,1,Tree,37,0,0.0
18,1,Grass,37,0,0.0
0,2,Grass,37,0,0.0
1,2,Grass,37,0,0.0
2,2,Crops,37,1,0.3526118993759155
3,2,Crops,37,1,0.6294841170310974
4,2,Crops,37,1,1.0
5,2,Crops,37,1,0.8086250424385071
6,2,Grass,37,1,0.44418537616729736
7,2,Tree,37,1,0.12475553154945374
8,2,Tree,37,0,0.0
9,2,Tree,37,0,0.0
10,2,Tree,37,3,0.0009944596095010638
11,2,Tree,37,3,0.12039115279912949
12,2,Tree,37,3,0.0745844691991806
13,2,Grass,37,0,0.0
14,2,Grass,37,0,0.0
15,2,Grass,37,0,0.0
16,2,Tree,37,0,0.0
17,2,Tree,37,4,0.3300587236881256
18,2,Tree,37,4,0.15563824772834778
0,3,Grass,37,1,0.1924184113740921
1,3,Crops,37,1,0.23174279928207397
2,3,Grass,37,1,0.6825225353240967
3,3,Grass,37,1,0.4872996509075165
4,3,Grass,37,1,0.5343591570854187
5,3,Crops,37,1,0.43445920944213867
6,3,Grass,37,1,0.2683895528316498
7,3,Grass,37,1,0.04871445521712303
8,3,Grass,37,0,0.0
9,3,Tree,37,0,0.0
10,3,Tree,37,0,0.0
11,3,Tree,37,3,0.08613559603691101
12,3,Grass,37,3,0.15702058374881744
13,3,Grass,37,3,0.023272238671779633
14,3,Grass,37,0,0.0
15,3,Tree,37,0,0.0
16,3,Tree,37,0,0.0
17,3,Tree,37,4,0.021111290901899338
18,3,Tree,37,0,0.0
0,4,Grass,37,1,0.21184004843235016
1,4,Crops,37,1,0.2976120114326477
2,4,Grass,37,1,0.619060218334198
3,4,Grass,37,1,0.45425164699554443
4,4,Grass,37,1,0.32920345664024353
5,4,Grass,37,1,0.1606610268354416
6,4,Grass,37,0,0.0
7,4,Grass,37,0,0.0
8,4,Grass,37,0,0.0
9,4,Grass,37,0,0.0
10,4,Grass,37,0,0.0
11,4,Grass,37,0,0.0
12,4,Grass,37,3,0.13982389867305756
13,4,Grass,37,0,0.0
14,4,Tree,37,0,0.0
15,4,Tree,37,0,0.0
16,4,Tree,37,0,0.0
17,4,Tree,37,0,0.0
18,4,Tree,37,0,0.0
0,5,Crops,37,1,0.2607027292251587
1,5,Grass,37,1,0.3723917007446289
2,5,Grass,37,1,0.5230222940444946
3,5,Grass,37,1,0.5209004878997803
4,5,Grass,37,1,0.38488247990608215
5,5,Grass,37,1,0.012766462750732899
6,5,Grass,37,0,0.0
7,5,Grass,37,0,0.0
8,5,Grass,37,0,0.0
9,5,Grass,37,0,0.0
10,5,Grass,37,0,0.0
11,5,Grass,37,0,0.0
12,5,Grass,37,3,0.30178365111351013
13,5,Grass,37,3,0.22825215756893158
14,5,Tree,37,0,0.0
15,5,Tree,37,0,0.0
16,5,Grass,37,0,0.0
17,5,Grass,37,0,0.0
18,5,Tree,37,0,0.0
0,6,Grass,37,1,0.34826529026031494
1,6,Grass,37,1,0.395489901304245
2,6,Grass,37,1,0.3044707477092743
3,6,Grass,37,1,0.332994669675827
4,6,Grass,37,1,0.2330216020345688
5,6,Grass,37,0,0.0
