system:index,bio05,bio08,bio14,sampling_year,site_id,study_id,year,.geo
0000000000000000037f,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_17,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.481179166771618,-24.98127088183143]}"
00000000000000000380,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_18,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.482441092369744,-24.976232097641034]}"
00000000000000000381,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_19,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.486387396802048,-24.974100647337494]}"
00000000000000000382,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_20,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.462508910660844,-24.97306167679204]}"
00000000000000000383,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_21,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.466588988124748,-24.972281334107684]}"
00000000000000000384,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_22,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.471761545346745,-24.97188893321498]}"
00000000000000000385,306.7601623535156,305.8400573730469,2.6022167531891682E-8,2009,carv02_23,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.48096067082,-25.023101708813808]}"
00000000000000000386,306.7601623535156,305.8400573730469,2.6022167531891682E-8,2009,carv02_24,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.479257294217582,-25.020172079421695]}"
00000000000000000387,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_25,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.477041120994024,-25.016132133867266]}"
00000000000000000388,306.6691589355469,305.6220397949219,1.1018566059561863E-9,2009,carv02_26,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.53510307581094,-24.914491384455022]}"
00000000000000000389,306.6691589355469,305.6220397949219,1.1018566059561863E-9,2009,carv02_27,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.5296094633131,-24.916248270270085]}"
0000000000000000038a,306.6691589355469,305.6220397949219,1.1018566059561863E-9,2009,carv02_28,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.52560964966815,-24.91723819070395]}"
0000000000000000038b,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_29,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.36764153574878,-24.99496924026762]}"
0000000000000000038c,306.48236083984375,305.3027648925781,2.0585032289854865E-10,2009,carv02_30,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[28.367980427428847,-24.99949076873581]}"
00000000000000000399,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_A_F7,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.8923310429972,-24.417158925762102]}"
0000000000000000039a,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_A_L2,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.897418877299177,-24.41501855725645]}"
0000000000000000039b,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_A_M7,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.897191463145457,-24.410269614634526]}"
0000000000000000039c,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_A_R2,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.888719171143897,-24.41568742241446]}"
0000000000000000039d,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_A_S3,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.88793882845955,-24.414028636822586]}"
0000000000000000039e,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_A_U4,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.88517864490747,-24.411821381801122]}"
0000000000000000039f,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_L_FA1,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.882681548317542,-24.4082318054531]}"
000000000000000003a0,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_L_FC7,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.881027221826706,-24.403558667549092]}"
000000000000000003a1,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_L_FG1,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.88285991235968,-24.3978108862912]}"
000000000000000003a2,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_L_LA6,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.88430912020205,-24.4020827051004]}"
000000000000000003a3,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_L_LB1,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.885878723772862,-24.40450845607348]}"
000000000000000003a4,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_L_LD2,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.88430912020205,-24.398519883358702]}"
000000000000000003a5,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Bavaria_L_LE3/6,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.885290122433805,-24.395411889924443]}"
000000000000000003a6,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_D10,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.858432956788903,-24.40593090930953]}"
000000000000000003a7,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_D24,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.861969023924285,-24.408869456903748]}"
000000000000000003a8,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_D42,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.859659209578602,-24.411808004497964]}"
000000000000000003a9,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_D49,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.863052585480272,-24.41266861100128]}"
000000000000000003aa,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_D50,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.864350183886824,-24.412561592575997]}"
000000000000000003ab,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_G12-K,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.85495931706826,-24.3978108862912]}"
000000000000000003ac,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_G34,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.853960478432295,-24.399821940866307]}"
000000000000000003ad,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_G94,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.855231322232527,-24.403839590915457]}"
000000000000000003ae,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Grovedale_G95,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.858432956788903,-24.403839590915457]}"
000000000000000003af,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_A11,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.85411208786811,-24.430999975431998]}"
000000000000000003b0,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_A24,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.85806285140146,-24.427570926721895]}"
000000000000000003b1,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_A7,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.852720848339445,-24.430999975431998]}"
000000000000000003b2,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_B26,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.852720848339445,-24.433381135394537]}"
000000000000000003b3,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_B30,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.851650664086613,-24.434870475146386]}"
000000000000000003b4,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_B48,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.850910453311737,-24.430959843522515]}"
000000000000000003b5,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_B53/54,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.850161324334763,-24.430179500838157]}"
000000000000000003b6,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_C12,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.844310983752635,-24.42645169235749]}"
000000000000000003b7,306.6836853027344,305.866455078125,9.013889439302147E-7,2009,carv03_Moriah_C21,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[30.84605895136559,-24.42518976675936]}"
000000000000000003e6,299.607666015625,297.3728942871094,1.5529434676864184E-5,2009,09OvdW,Mariette_Brand_Allium_cepa_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[22.833861455614016,-33.538972504956305]}"
000000000000000003e7,301.191162109375,297.9132995605469,1.3845595276507083E-5,2009,09JD,Mariette_Brand_Allium_cepa_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[22.535030339416295,-33.53367063380376]}"
000000000000000003e8,307.3692321777344,304.1315612792969,2.3672912448091665E-6,2009,09JO,Mariette_Brand_Allium_cepa_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[21.868390272825078,-33.21752928731656]}"
000000000000000003e9,299.607666015625,297.3728942871094,1.5529434676864184E-5,2009,09FvdM,Mariette_Brand_Allium_cepa_South_Africa_2009,2050,"{""type"":""Point"",""coordinates"":[22.903998656083665,-33.51852752662625]}"
000000000000000003f2,308.1207580566406,305.1311950683594,0.0,2009,Athi 1A,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[38.03752768452307,-2.2654775039105526]}"
000000000000000003f3,307.892578125,304.66351318359375,0.0,2009,Athi 1B,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[38.04539353878134,-2.241915613944145]}"
000000000000000003f4,307.892578125,304.66351318359375,0.0,2009,Athi 2A,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[38.048323168173454,-2.2150049390865987]}"
000000000000000003f5,307.892578125,304.66351318359375,0.0,2009,Athi 2B,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[38.04833654547662,-2.1958129681525675]}"
000000000000000003f6,306.2841796875,303.319091796875,1.3833384571171337E-7,2009,Chyulu 1A,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[37.96366267557274,-2.436368092682813]}"
000000000000000003f7,306.2841796875,303.319091796875,1.3833384571171337E-7,2009,Chyulu 1B,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[37.974640982366324,-2.4546593252040476]}"
000000000000000003f8,306.2841796875,303.319091796875,1.3833384571171337E-7,2009,Kala 1A,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[37.909493515975484,-2.375612840829612]}"
000000000000000003f9,306.2841796875,303.319091796875,1.3833384571171337E-7,2009,Kala 1B,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[37.88540991118582,-2.3609602347679894]}"
000000000000000003fa,306.2841796875,303.319091796875,1.3833384571171337E-7,2009,Kala 2A,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[37.98377322132377,-2.3875944453602216]}"
000000000000000003fb,306.2841796875,303.319091796875,1.3833384571171337E-7,2009,Kala 2B,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[37.95812447206436,-2.3863771107726306]}"
000000000000000003fc,308.1207580566406,305.1311950683594,0.0,2009,Kinyambu 1A,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[38.0136848711903,-2.5102955290478914]}"
000000000000000003fd,306.2841796875,303.319091796875,1.3833384571171337E-7,2009,Kinyambu 1B,Mark_Otieno_Cajanus_cajan_Kenya_2009,2050,"{""type"":""Point"",""coordinates"":[37.997605352791574,-2.4826535616175804]}"
000000000000000003fe,303.70391845703125,295.180908203125,2.6748186428449117E-5,2009,BakersAcres,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.49946368911101,42.60664813826062]}"
000000000000000003ff,303.3376770019531,294.97381591796875,2.603147368063219E-5,2009,Cornell01,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.46138296611458,42.44497005226478]}"
00000000000000000400,303.70391845703125,295.180908203125,2.6748186428449117E-5,2009,Cornell02,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.59496425637266,42.572776806658645]}"
00000000000000000401,303.07171630859375,281.3568115234375,2.4986684366012923E-5,2009,Endres,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-77.04589085040237,43.24908420433373]}"
00000000000000000402,303.2554931640625,280.58026123046875,2.736096575972624E-5,2009,GrisamoreFarms,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.47182618078176,42.65658115185711]}"
00000000000000000403,303.0789489746094,294.6936950683594,2.5660063329269178E-5,2009,IndianCreek,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.55022163640238,42.469949936366184]}"
00000000000000000404,303.0789489746094,294.6936950683594,2.5660063329269178E-5,2009,LittleTree,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.56460223729977,42.35152513058876]}"
00000000000000000405,303.70391845703125,295.180908203125,2.6748186428449117E-5,2009,Merwin,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.65736045741353,42.55267072000866]}"
00000000000000000406,303.1094055175781,299.73052978515625,2.4023562218644656E-5,2009,ReisingerOrchards,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.92701567541856,42.37658973761018]}"
00000000000000000407,303.0789489746094,294.6936950683594,2.5660063329269178E-5,2009,Hemlock01,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.51171283970483,42.35782584037728]}"
00000000000000000408,303.0789489746094,294.6936950683594,2.5660063329269178E-5,2009,Hemlock02,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.51171283970483,42.35782584037728]}"
00000000000000000409,303.0789489746094,294.6936950683594,2.5660063329269178E-5,2009,WestHaven,Mia_Park_Malus_domestica_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-76.53615763167981,42.44526435293431]}"
000000000000000004fa,307.0035400390625,288.291748046875,0.0,2009,Barth,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.00912038619651,38.72462164764644]}"
000000000000000004fb,308.7872009277344,288.7337646484375,0.0,2009,Bramlett,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.22905662745562,38.89053587964305]}"
000000000000000004fc,308.7872009277344,288.7337646484375,0.0,2009,Etters,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.16330272332151,38.76798640539119]}"
000000000000000004fd,308.7872009277344,288.7337646484375,0.0,2009,Full Belly,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.22892731352508,38.870817734784715]}"
000000000000000004fe,308.7872009277344,288.7337646484375,0.0,2009,Laury,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.24080635873143,38.90164795946824]}"
000000000000000004ff,310.3505859375,289.58612060546875,0.0,2009,Lauwerjissen,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.09671496729041,39.0062852247884]}"
00000000000000000500,309.6134033203125,288.9905090332031,0.0,2009,Scheuring,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-121.95476394435501,38.702437619905545]}"
00000000000000000501,308.7872009277344,288.7337646484375,0.0,2009,Scofield 1,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.05928527304776,38.952985589896564]}"
00000000000000000502,308.7872009277344,288.7337646484375,0.0,2009,Scofield 2,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.03826507068183,38.91168539593955]}"
00000000000000000503,310.3505859375,289.58612060546875,0.0,2009,T&P1,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.13346241907183,39.00724839061594]}"
00000000000000000504,310.3505859375,289.58612060546875,0.0,2009,T&P2,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.0596197056268,38.997260004256226]}"
00000000000000000505,308.7872009277344,288.7337646484375,0.0,2009,T&P3,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.0648190174551,38.89739843616431]}"
00000000000000000506,307.0035400390625,288.291748046875,0.0,2009,Taber,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.10890614957053,38.6997309455661]}"
00000000000000000507,308.7872009277344,288.7337646484375,0.0,2009,Tim Mueller 1,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.16871607200038,38.77961574093859]}"
00000000000000000508,308.7872009277344,288.7337646484375,0.0,2009,Tim Mueller 2,Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,2050,"{""type"":""Point"",""coordinates"":[-122.18222714819233,38.80824762880276]}"
000000000000000005bb,293.72393798828125,282.58544921875,2.2994872779236175E-5,2009,OS23,Dara_Stanley_Brassica_napus_Ireland_2009,2050,"{""type"":""Point"",""coordinates"":[-6.561950682836207,52.728919007109106]}"
000000000000000005bc,293.72393798828125,282.58544921875,2.2994872779236175E-5,2009,OS24,Dara_Stanley_Brassica_napus_Ireland_2009,2050,"{""type"":""Point"",""coordinates"":[-6.640809884966396,52.574629651558816]}"
000000000000000005bd,294.3774108886719,282.62066650390625,2.2333002561936155E-5,2009,OS26,Dara_Stanley_Brassica_napus_Ireland_2009,2050,"{""type"":""Point"",""coordinates"":[-6.926580294178582,52.775637008846054]}"
000000000000000005be,292.8672790527344,281.753662109375,2.0964444047422148E-5,2009,OS27,Dara_Stanley_Brassica_napus_Ireland_2009,2050,"{""type"":""Point"",""coordinates"":[-6.338710247696491,52.94156015904477]}"
000000000000000005bf,293.7895812988281,282.97161865234375,2.3504133423557505E-5,2009,OS29,Dara_Stanley_Brassica_napus_Ireland_2009,2050,"{""type"":""Point"",""coordinates"":[-6.726429084293611,52.4203625915138]}"
000000000000000006a3,296.85455322265625,286.9837341308594,1.7372238289681263E-5,2009,4.01,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.36197723001694,55.851230614843494]}"
000000000000000006a4,297.58721923828125,287.2086486816406,1.5893760064500384E-5,2009,4.1,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.864482245931862,55.506073897801514]}"
000000000000000006a5,296.9984436035156,286.9977111816406,1.6271553249680437E-5,2009,4.2,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.706309013364033,55.73808984381441]}"
000000000000000006a6,296.981201171875,287.0616455078125,1.641033850319218E-5,2009,4.3,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.36236517180859,55.56243693511707]}"
000000000000000006a7,296.85455322265625,286.9837341308594,1.7372238289681263E-5,2009,4.4,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.51848721789184,55.83501286431211]}"
000000000000000006a8,297.4324645996094,287.10858154296875,1.6161244275281206E-5,2009,5.01,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.31668168151604,55.37642107557152]}"
000000000000000006a9,297.50152587890625,287.1427307128906,1.6021496776374988E-5,2009,5.02,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.552001821409538,55.49908202734971]}"
000000000000000006aa,297.4324645996094,287.10858154296875,1.6161244275281206E-5,2009,5.1,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.42466773172734,55.42681337657651]}"
000000000000000006ab,296.85455322265625,286.9837341308594,1.7372238289681263E-5,2009,5.2,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.318121971156303,55.888727195601916]}"
000000000000000006ac,296.981201171875,287.0616455078125,1.641033850319218E-5,2009,5.3,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.31245445371737,55.632070257167676]}"
000000000000000006ad,297.4344177246094,287.1569519042969,1.6372569007216953E-5,2009,5.4,Georg_Andersson_Fragaria_ananassa_Sweden_2009,2050,"{""type"":""Point"",""coordinates"":[13.202296821293045,55.40355470548174]}"
00000000000000000045,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,AH,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.78081912468768,39.54779845671886]}"
00000000000000000046,306.1050109863281,304.42987060546875,2.761129871942103E-5,2010,AML,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.72736342125899,39.47838808972093]}"
00000000000000000047,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,BER,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.8186233834188,39.61142982875154]}"
00000000000000000048,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,DEL,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.75157188087813,39.64432015812176]}"
00000000000000000049,306.2269592285156,304.50360107421875,2.8787870178348385E-5,2010,DEM,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.73310228431477,39.66306621895044]}"
0000000000000000004a,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,DH,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.77181619966078,39.662870018504094]}"
0000000000000000004b,306.2269592285156,304.50360107421875,2.8787870178348385E-5,2010,DON,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.73793149075564,39.648971000520504]}"
0000000000000000004c,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,GLO,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.7629158339581,39.653024323378084]}"
0000000000000000004d,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,GRA,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.81698689333219,39.68419789884272]}"
0000000000000000004e,306.59130859375,304.7664489746094,2.877341648854781E-5,2010,LEE,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.8475406537504,39.78398812131779]}"
0000000000000000004f,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,MAC,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.75651256484535,39.706867968598445]}"
00000000000000000050,306.4109802246094,304.6047668457031,2.801583832479082E-5,2010,MBR,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.76843620106227,39.644436094749146]}"
00000000000000000051,306.59130859375,304.7664489746094,2.877341648854781E-5,2010,MIL,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.78483677473685,39.79167115243288]}"
00000000000000000052,306.3279113769531,304.5505065917969,2.939275509561412E-5,2010,MOO,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.64116899789587,39.81459093184759]}"
00000000000000000053,306.2269592285156,304.50360107421875,2.8787870178348385E-5,2010,RS,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,2050,"{""type"":""Point"",""coordinates"":[-74.68386489048261,39.564239162302925]}"
